	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
adipocytes	0.8560909090909091	0.9013333333333332	0.9540833333333333	0.9646666666666667	0.9414666666666666	0.8612962962962962	0.9226666666666666	0.9443333333333334	0.8608888888888889	0.8984444444444444	0.8998095238095237	0.9301666666666666	0.9168666666666666	0.9394444444444444	0.9251333333333335	0.9080666666666667	0.7716666666666666	0.9172857142857144	0.9046666666666666	0.9011904761904762	0.9161190476190475	0.8805555555555555	0.8622666666666667	0.8473333333333334	0.6195	0.9322222222222222	0.9170952380952381
aorta_endothel	0.9148181818181818	0.901875	0.9177500000000001	0.9225	0.9415	0.9102777777777777	0.9344999999999999	0.918625	0.9071666666666667	0.9183333333333334	0.9464285714285715	0.934	0.8903	0.8528333333333333	0.9042000000000001	0.917	0.8988333333333334	0.9377857142857142	0.9492499999999999	0.9273571428571428	0.9461785714285714	0.9315833333333332	0.9148499999999999	0.8843	0.9420833333333333	0.9113333333333333	0.9128571428571428
bladder_epithelial	0.9458727272727272	0.9163	0.89355	0.9601500000000002	0.9034800000000001	0.9366222222222224	0.8008571428571429	0.9368500000000001	0.9618	0.8864666666666666	0.8924857142857142	0.90395	0.94468	0.0902	0.89856	0.8988400000000001	0.8485333333333334	0.9546999999999999	0.8101499999999999	0.137	0.9251000000000001	0.8682333333333334	0.86728	0.91572	0.9263666666666666	0.8863999999999999	0.9382285714285714
blood_b	0.10365454545454547	0.94005	0.9438500000000001	0.9712	0.9594399999999998	0.9223333333333332	0.9668000000000001	0.9599	0.9614	0.9177333333333333	0.965542857142857	0.9521499999999999	0.8958400000000001	0.8552666666666667	0.967	0.8634799999999998	0.9165666666666666	0.45948571428571433	0.8657	0.8496285714285714	0.8759571428571429	0.8637333333333332	0.8976199999999999	0.9301999999999999	0.9380666666666666	0.8543333333333333	0.9456000000000001
blood_granulocytes	0.011393939393939395	0.8305833333333333	0.9733333333333333	0.9628333333333335	0.9423333333333334	0.9622592592592594	0.9632380952380952	0.9646666666666667	0.9396666666666667	0.9375555555555556	0.9665238095238097	0.9792500000000001	0.9233333333333333	0.10411111111111111	0.9782000000000002	0.8976666666666667	0.9354444444444444	0.9773333333333333	0.9765833333333332	0.9420952380952382	0.8578571428571428	0.9620555555555556	0.9169	0.9161999999999999	0.9738888888888888	0.9224444444444444	0.9791904761904761
blood_monocytes	0.00393939393939394	0.9341666666666667	0.9605	0.94625	0.9599333333333334	0.9640370370370369	0.9466190476190476	0.97275	0.9515555555555556	0.9736666666666666	0.9766190476190477	0.9708333333333332	0.8958666666666666	0.5972222222222222	0.9718666666666667	0.9350666666666667	0.9705	0.973	0.97575	0.9117142857142856	0.8418809523809522	0.9683333333333333	0.9436333333333332	0.8917999999999999	0.975111111111111	0.9476666666666667	0.9248095238095239
blood_nk	0.06127272727272728	0.8634166666666667	0.9565	0.944	0.9198666666666666	0.9617777777777778	0.9647619047619047	0.9578333333333333	0.9715555555555554	0.9197777777777779	0.9687619047619047	0.981	0.9144666666666668	0.773	0.9546	0.8668	0.9456111111111111	0.9418095238095239	0.9120833333333334	0.9116666666666667	0.38176190476190475	0.9004444444444445	0.9541666666666666	0.11373333333333331	0.9762777777777778	0.8965555555555556	0.9159047619047618
blood_t_cd4	0.1995818181818182	0.9425250000000001	0.894525	0.9509250000000001	0.95236	0.9261444444444444	0.9593714285714287	0.9337	0.9606666666666668	0.8656666666666666	0.9592571428571428	0.9177	0.9115799999999998	0.5075000000000001	0.9572200000000001	0.86638	0.9330666666666666	0.9620642857142856	0.827375	0.8519142857142856	0.35505714285714285	0.9401499999999998	0.9106200000000001	0.9040199999999998	0.9378333333333332	0.893	0.9282714285714286
blood_t_cd8	0.20989090909090907	0.93575	0.91185	0.9315749999999999	0.9403	0.9234666666666665	0.9442714285714287	0.9360250000000001	0.9548333333333334	0.9027666666666667	0.9535857142857141	0.94305	0.88392	0.7572333333333334	0.9323600000000001	0.86708	0.9299166666666666	0.9546285714285716	0.79025	0.8203714285714285	0.1526857142857143	0.9216	0.89345	0.6692	0.9396500000000001	0.9069666666666667	0.9050714285714285
breast_basal_epithelial	0.9629999999999999	0.9738125	0.97575	0.9655	0.97835	0.9497222222222222	0.9496428571428572	0.8569375	0.9018333333333334	0.9695833333333334	0.15521428571428572	0.9118124999999999	0.87495	0.9745833333333334	0.9331	0.89385	0.9580416666666666	0.9199464285714286	0.9691875	0.040214285714285716	0.8856428571428572	0.960625	0.966275	0.9441999999999999	0.9225833333333333	0.9864999999999999	0.15935714285714286
breast_luminal_epithelial	0.965	0.9779166666666667	0.981	0.9750833333333334	0.9786	0.9597037037037038	0.9526666666666667	0.7158333333333333	0.9138888888888889	0.8823333333333334	0.8723809523809524	0.7479166666666667	0.8767999999999999	0.9805555555555555	0.8436	0.9053333333333334	0.9250555555555556	0.9686428571428571	0.9438333333333334	0.03142857142857143	0.9001904761904762	0.9771111111111109	0.9489	0.9460666666666665	0.8465555555555554	0.923	0.3850952380952381
colon_endocrine	0.9685151515151514	0.051583333333333335	0.9544166666666668	0.9839166666666667	0.9455999999999999	0.981	0.8250952380952382	0.9781666666666666	0.9294444444444445	0.959888888888889	0.9315238095238095	0.92125	0.9142000000000001	0.9416666666666668	0.9477333333333333	0.8765333333333333	0.9175555555555556	0.9315476190476191	0.9460833333333333	0.9164285714285714	0.9607857142857142	0.4940555555555555	0.8938	0.9199999999999999	0.9294444444444445	0.9756666666666667	0.9452380952380953
colon_epithelial	0.961290909090909	0.0703	0.9497500000000001	0.9603999999999999	0.94708	0.9498444444444445	0.8558	0.9580500000000001	0.8421333333333333	0.9481999999999999	0.9449428571428571	0.9007499999999998	0.93276	0.9148	0.9497200000000001	0.8312399999999999	0.9190666666666665	0.9265142857142858	0.9666499999999999	0.9322571428571429	0.9454714285714285	0.5399333333333334	0.92982	0.87996	0.9654333333333334	0.9692666666666666	0.9236571428571428
endometrium_epithelial	0.9543636363636363	0.9429166666666666	0.9245833333333334	0.9445	0.9707333333333333	0.9376296296296296	0.8910952380952382	0.22325000000000003	0.7958888888888889	0.9485555555555556	0.9565238095238094	0.9241666666666667	0.9255333333333332	0.9502222222222222	0.9425333333333333	0.1464	0.7413333333333334	0.9198095238095237	0.8830833333333333	0.7891428571428571	0.9321904761904762	0.8755555555555556	0.9143	0.9540000000000001	0.8736666666666668	0.7207777777777777	0.11747619047619047
