	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
adipocytes	0.9475555555555554	0.9541555555555558	0.9553333333333334	0.8195833333333334	0.8718333333333333	0.9144	0.8871111111111111	0.0047777777777777775	0.9172666666666666	0.8880000000000002	0.8201111111111111	0.9514444444444446	0.898888888888889	0.9429166666666666	0.8600666666666665	0.9293703703703704	0.9456666666666668	0.9284166666666666	0.9157500000000001	0.9014285714285714	0.8979333333333334	0.7785000000000001	0.9546666666666667	0.9692380952380951	0.7642666666666665
aorta_endothel	0.9615	0.9475	0.8081666666666666	0.875625	0.8910625	0.89035	0.9279999999999999	0.0315	0.9326999999999999	0.9357857142857142	0.8811666666666667	0.9341666666666666	0.8968333333333334	0.86975	0.8073000000000001	0.9338333333333333	0.9610000000000001	0.9173125	0.8366875	0.9220714285714287	0.9045	0.9224166666666667	0.8925294117647059	0.958	0.7584
bladder_epithelial	0.8240000000000001	0.8517333333333333	0.9530000000000001	0.89955	0.898875	0.9553800000000001	0.8392	0.013599999999999998	0.95016	0.8883428571428571	0.9058666666666666	0.8032	0.4578666666666667	0.09175	0.8674799999999999	0.9658777777777777	0.9634	0.10441249999999999	0.781625	0.9150857142857143	0.8697199999999998	0.9233333333333332	0.9564588235294117	0.6577714285714286	0.9552400000000001
blood_b	0.8441333333333333	0.9612266666666667	0.8325333333333333	0.9009500000000001	0.8778499999999999	0.94528	0.008066666666666666	0.07433333333333333	0.93356	0.9531142857142857	0.7938	0.984	0.9550000000000001	0.9383249999999999	0.80496	0.8933111111111112	0.9089333333333333	0.9685375	0.93545	0.5411142857142857	0.9666	0.020766666666666666	0.9529411764705882	0.9524285714285714	0.97028
blood_granulocytes	0.9684444444444443	0.9678444444444444	0.9495555555555556	0.9369166666666667	0.9570416666666667	0.9618666666666665	0.7971111111111111	0.03166666666666667	0.24106666666666665	0.9315714285714286	0.9417777777777777	0.9677777777777777	0.9672777777777778	0.9154166666666667	0.8505333333333333	0.8801296296296296	0.9816666666666668	0.9702083333333332	0.9712083333333333	0.9787619047619048	0.9384	0.7801666666666667	0.9631176470588235	0.8894761904761905	0.9295333333333334
blood_monocytes	0.9580000000000001	0.9706666666666667	0.9272222222222223	0.9719166666666667	0.9631250000000001	0.9620666666666665	0.8408888888888888	0.026555555555555554	0.774	0.9486190476190476	0.08800000000000001	0.9651111111111111	0.977722222222222	0.9423333333333334	0.8944666666666666	0.9672407407407406	0.9726666666666667	0.9687916666666666	0.970125	0.9738095238095238	0.977	0.1897222222222222	0.9777254901960784	0.7464761904761904	0.9658000000000001
blood_nk	0.9458888888888889	0.9783111111111111	0.8907777777777777	0.9122499999999999	0.9377083333333333	0.9634	0.699	0.05477777777777778	0.9247333333333333	0.9355238095238095	0.0025555555555555553	0.9896666666666666	0.9253888888888887	0.9245416666666667	0.8316666666666667	0.9724074074074075	0.9461111111111111	0.9768125	0.9649583333333333	0.02480952380952381	0.9466000000000001	0.9385	0.9696862745098039	0.9737619047619047	0.9696000000000001
blood_t_cd4	0.9205	0.9563266666666668	0.8182333333333333	0.865725	0.9082250000000001	0.9289099999999999	0.7880666666666667	0.08623333333333333	0.8726200000000001	0.9292857142857143	0.02086666666666667	0.9670666666666667	0.9025166666666667	0.9191874999999999	0.7780799999999999	0.9674777777777777	0.9067999999999999	0.966925	0.9430375	0.7268142857142857	0.9243400000000002	0.7141333333333333	0.9446764705882353	0.9671428571428573	0.97744
blood_t_cd8	0.8926333333333334	0.9553066666666667	0.7501666666666666	0.85625	0.8937875000000002	0.9392400000000001	0.7375333333333334	0.10306666666666667	0.85206	0.9098714285714287	0.025866666666666666	0.9627333333333332	0.9005666666666666	0.9043500000000002	0.72404	0.9623444444444444	0.9068999999999999	0.9638625	0.9094999999999999	0.4278571428571428	0.9523600000000002	0.8951833333333333	0.950570588235294	0.9527714285714286	0.94954
breast_basal_epithelial	0.9766666666666667	0.9658166666666668	0.98275	0.955875	0.8793437499999999	0.9459499999999998	0.9593333333333334	0.024333333333333332	0.93695	0.2295357142857143	0.9676666666666667	0.9605	0.9212499999999999	0.94740625	0.7454	0.9464166666666667	0.9838333333333333	0.28765624999999995	0.970375	0.9080714285714285	0.9333	0.8814583333333333	0.9783676470588235	0.9692142857142858	0.1731
breast_luminal_epithelial	0.9375555555555555	0.9269111111111111	0.9649999999999999	0.9627500000000001	0.872125	0.9706333333333332	0.7143333333333334	0.015888888888888886	0.9546	0.7144761904761906	0.9666666666666667	0.9713333333333334	0.9135	0.5299166666666666	0.7006	0.9438888888888889	0.9557777777777777	0.23147916666666665	0.9582499999999999	0.9429047619047619	0.9546000000000001	0.9405	0.9778235294117646	0.9639047619047618	0.05366666666666666
colon_endocrine	0.9091111111111111	0.05415555555555556	0.9645555555555555	0.9235833333333333	0.9492499999999998	0.9298000000000001	0.980111111111111	0.022999999999999996	0.9541999999999998	0.9118095238095237	0.960111111111111	0.976	0.9457777777777778	0.9117916666666667	0.7312	0.950925925925926	0.9573333333333333	0.9577708333333333	0.9502083333333333	0.958047619047619	0.4924	0.9703333333333334	0.9670196078431372	0.9600952380952381	0.9818666666666668
colon_epithelial	0.9200666666666667	0.05025333333333333	0.9433333333333334	0.8947499999999999	0.9578749999999999	0.88192	0.9286666666666665	0.0067333333333333325	0.9535600000000001	0.8954857142857142	0.9508666666666666	0.9766666666666666	0.9472666666666667	0.9264249999999998	0.8624799999999999	0.9469888888888889	0.9710666666666666	0.9745000000000001	0.93585	0.9695714285714286	0.54552	0.9418333333333333	0.9576823529411763	0.9564857142857143	0.9686
endometrium_epithelial	0.11288888888888889	0.9475555555555556	0.9118888888888889	0.9398333333333334	0.8345833333333333	0.9398333333333332	0.9209999999999999	0.013777777777777778	0.9406666666666667	0.8871428571428571	0.9611111111111111	0.960111111111111	0.9489444444444444	0.9210416666666666	0.7021333333333333	0.959574074074074	0.1912222222222222	0.94225	0.8862916666666667	0.9106190476190476	0.8975333333333334	0.9183888888888889	0.8599019607843137	0.9657142857142857	0.9655333333333332
fallopian_epithelial	0.13577777777777778	0.9696222222222222	0.9535555555555555	0.92725	0.8849999999999999	0.9777999999999999	0.9888888888888889	0.007333333333333334	0.9709333333333333	0.8835714285714286	0.965	0.9867777777777779	0.9506666666666667	0.847	0.055733333333333336	0.911962962962963	0.9854444444444446	0.9074583333333334	0.9626666666666667	0.9367142857142857	0.9349999999999999	0.9413333333333335	0.9759607843137253	0.9821904761904762	0.9670666666666667
fibroblast	0.9016190476190475	0.9192095238095238	0.7911904761904761	0.7675357142857143	0.6740714285714287	0.8771000000000001	0.8299047619047618	0.04080952380952381	0.8294857142857143	0.9015306122448979	0.8126666666666666	0.8696190476190476	0.7252619047619049	0.7896249999999999	0.7685142857142858	0.8684761904761905	0.8716190476190475	0.8688214285714285	0.829875	0.8081020408163267	0.8333999999999999	0.798547619047619	0.8518739495798319	0.9442857142857143	0.9385428571428571
gastric_epithelial	0.942	0.18507407407407406	0.9641481481481482	0.9049999999999999	0.8666805555555555	0.9148888888888889	0.8881851851851851	0.0044444444444444444	0.8108	0.724079365079365	0.9641481481481482	0.8883333333333332	0.7059074074074075	0.5132361111111111	0.8200666666666667	0.9597530864197529	0.8961111111111111	0.9241458333333333	0.22730555555555554	0.9508571428571427	0.7605999999999999	0.9412592592592594	0.9598562091503268	0.97584126984127	0.9690444444444446
heart_cardiomyocyte	0.9748333333333332	0.8768111111111111	0.9514999999999999	0.9375416666666667	0.068375	0.96125	0.9646111111111112	0.04511111111111111	0.9519666666666667	0.6940238095238095	0.9664444444444446	0.9884444444444443	0.9001111111111112	0.6887291666666666	0.8586999999999999	0.9535648148148147	0.9728888888888889	0.9108437500000001	0.9637708333333334	0.8056904761904762	0.8301	0.9279999999999999	0.9687156862745098	0.9556190476190475	0.9676666666666666
kidney_glomerular_endothel	0.9302222222222222	0.9633333333333333	0.9307777777777777	0.9587499999999999	0.8958333333333334	0.9667666666666667	0.9701111111111111	0.04411111111111111	0.9272666666666666	0.9406666666666667	0.8873333333333334	0.9297777777777778	0.9355555555555557	0.9709583333333334	0.9013333333333334	0.9529814814814815	0.9594444444444444	0.9343958333333333	0.8827916666666665	0.904142857142857	0.9216666666666665	0.9547222222222221	0.9582352941176472	0.9759047619047619	0.6602
kidney_glomerular_podocytes	0.149	0.9369111111111111	0.9440000000000001	0.9543333333333334	0.79	0.8157666666666666	0.9416666666666668	0.04933333333333334	0.9608	0.9368571428571428	0.9631111111111111	0.9582222222222222	0.9301666666666666	0.7761250000000001	0.7615333333333334	0.9484629629629628	0.9398888888888889	0.8340833333333334	0.9467916666666668	0.9182380952380953	0.7906666666666666	0.8401111111111111	0.8371176470588235	0.9833809523809524	0.8895333333333335
kidney_tubular_endothel	0.9385555555555555	0.9625555555555555	0.8598888888888889	0.95825	0.9038749999999999	0.9370666666666666	0.979	0.07477777777777778	0.9184666666666667	0.9470000000000001	0.8875555555555555	0.9602222222222222	0.9220555555555556	0.9663333333333334	0.87	0.9480740740740742	0.9548888888888888	0.9474791666666668	0.9407083333333333	0.9458571428571428	0.9335999999999999	0.9504444444444444	0.9570000000000002	0.9742857142857143	0.7028
kidney_tubular_epithelial	0.06955555555555555	0.963288888888889	0.9766666666666666	0.9391666666666666	0.7826666666666666	0.8343666666666666	0.9347777777777777	0.030111111111111113	0.9628	0.9528571428571428	0.9698888888888889	0.9894444444444445	0.9343888888888889	0.7824166666666666	0.8385333333333334	0.9477222222222221	0.9674444444444444	0.8664583333333332	0.9440833333333333	0.9153333333333333	0.8222666666666667	0.8548888888888889	0.8153725490196079	0.9772380952380954	0.8982
liver_hepatocytes	0.8970555555555556	0.9550444444444445	0.03811111111111111	0.9472083333333333	0.8702708333333332	0.8758666666666667	0.9695555555555556	0.05566666666666667	0.9168666666666668	0.9305952380952381	0.9632777777777778	0.9824444444444446	0.8373611111111111	0.9699791666666666	0.5114666666666666	0.9694444444444444	0.9822777777777777	0.9771041666666668	0.8839166666666666	0.8949761904761905	0.8615	0.9344444444444444	0.9750882352941178	0.9445476190476191	0.964
lung_alveolar_endothel	0.9765555555555555	0.9559777777777777	0.9568888888888889	0.9433333333333334	0.804375	0.9491	0.980111111111111	0.05422222222222223	0.9430666666666666	0.9466666666666667	0.9593333333333334	0.9011111111111111	0.759	0.9338333333333334	0.7573333333333334	0.9410925925925926	0.9692222222222222	0.9256874999999999	0.8943333333333333	0.9065238095238096	0.9168666666666665	0.9489444444444445	0.9481764705882353	0.9689047619047618	0.7185333333333332
lung_alveolar_epithelial	0.9734444444444444	0.05477777777777778	0.9554444444444444	0.9227500000000001	0.7730833333333335	0.6866333333333333	0.969	0.02411111111111111	0.8864666666666666	0.8917619047619049	0.9665555555555555	0.7051111111111111	0.7565555555555555	0.5612083333333334	0.8764666666666665	0.9513333333333334	0.9622222222222222	0.3912708333333334	0.8854583333333332	0.9493809523809524	0.9249333333333333	0.930611111111111	0.9635882352941176	0.9478095238095238	0.9806666666666667
lung_bronchus_epithelial	0.8635555555555555	0.9083111111111112	0.9643333333333334	0.9383333333333334	0.8584999999999999	0.6474	0.9623333333333334	0.005222222222222222	0.9398666666666666	0.9354761904761905	0.9111111111111111	0.11855555555555554	0.6321111111111112	0.8402916666666668	0.8935333333333334	0.9394259259259258	0.9635555555555556	0.04285416666666667	0.9006250000000001	0.9513809523809523	0.7508666666666667	0.929611111111111	0.9692549019607842	0.6659047619047619	0.9155333333333333
macrophage	0.9487083333333334	0.9539	0.9193749999999999	0.92159375	0.9443124999999999	0.9659125	0.7897083333333333	0.03120833333333333	0.87655	0.9374464285714286	0.261875	0.9695416666666665	0.9618333333333333	0.9539843749999999	0.853775	0.9735277777777778	0.962	0.966703125	0.9613437499999999	0.9436785714285715	0.967075	0.16545833333333332	0.9697426470588235	0.8805178571428571	0.9579249999999999
myeloid	0.7034444444444445	0.7422666666666666	0.6403333333333333	0.6508333333333333	0.6926249999999999	0.8825	0.004111111111111111	0.01311111111111111	0.6965333333333333	0.7243809523809523	0.8292222222222221	0.7471111111111112	0.8235	0.6802083333333334	0.5816	0.8344999999999999	0.7574444444444445	0.9014583333333333	0.7232083333333333	0.8625714285714287	0.6698	0.8600555555555555	0.809470588235294	0.828095238095238	0.8938666666666668
neural	0.9704333333333333	0.9649199999999999	0.9716000000000001	0.814925	0.8625999999999999	0.88538	0.9745666666666667	0.06266666666666668	0.91896	0.8848142857142858	0.8740666666666665	0.9159666666666666	0.7154499999999999	0.8217000000000001	0.8794799999999998	0.2783722222222222	0.9735333333333334	0.9508124999999998	0.9272000000000002	0.7387571428571428	0.9257199999999999	0.9456833333333334	0.46047647058823526	0.9712714285714285	0.7803200000000001
oligodendrocytes	0.9646666666666666	0.9599666666666667	0.9788333333333334	0.04650000000000001	0.76809375	0.83975	0.9620833333333333	0.04791666666666666	0.9480500000000001	0.92275	0.95125	0.9711666666666666	0.9605416666666667	0.92121875	0.9062	0.05575	0.9680833333333333	0.9320312499999999	0.90484375	0.9553928571428572	0.9506999999999999	0.9345416666666666	0.7617941176470587	0.9509642857142858	0.9325500000000001
pancreas_acinar	0.9239999999999999	0.9340833333333334	0.8495	0.8175	0.7529375	0.025975000000000005	0.9838333333333333	0.020416666666666666	0.8775499999999998	0.8586785714285715	0.9640833333333333	0.8386666666666667	0.5587916666666667	0.949375	0.727	0.9685555555555555	0.9708333333333333	0.9352343750000001	0.863125	0.9597142857142857	0.9047000000000001	0.9433333333333332	0.9336617647058824	0.9751785714285715	0.08795
pancreas_alpha	0.7306666666666666	0.9759111111111111	0.9047777777777778	0.834	0.7710833333333333	0.9556666666666667	0.9687777777777778	0.08255555555555556	0.9026666666666667	0.893095238095238	0.9603333333333333	0.9734444444444444	0.05527777777777778	0.9287916666666667	0.5944	0.9520370370370371	0.9605555555555555	0.9325208333333334	0.8666666666666666	0.9382857142857143	0.9557333333333334	0.9623333333333334	0.012764705882352942	0.9665238095238095	0.9373333333333335
pancreas_beta	0.11800000000000001	0.9711333333333333	0.8994444444444444	0.8771666666666667	0.8484166666666667	0.7601	0.9786666666666667	0.03666666666666667	0.8725333333333333	0.8965714285714285	0.9676666666666667	0.7562222222222222	0.7278888888888888	0.9557916666666667	0.7754666666666666	0.923611111111111	0.9657777777777778	0.9469374999999999	0.9006666666666666	0.9512380952380953	0.9162666666666667	0.9596666666666667	0.03727450980392157	0.9821428571428571	0.91
pancreas_delta	0.7106666666666666	0.9552222222222223	0.9268888888888888	0.9108333333333333	0.864	0.8234333333333334	0.9685555555555555	0.07244444444444445	0.8770000000000001	0.8948095238095237	0.957	0.8873333333333333	0.02	0.8428749999999999	0.5160666666666667	0.9406851851851851	0.9786666666666667	0.9095208333333332	0.8695833333333334	0.9373809523809524	0.9269333333333334	0.9532777777777778	0.8023529411764705	0.9726666666666667	0.9532000000000002
pancreas_duct	0.9819166666666667	0.9682166666666667	0.9805833333333334	0.9758749999999999	0.9245625000000001	0.86145	0.9778333333333333	0.0275	0.9502	0.9491428571428571	0.9908333333333333	0.9801666666666666	0.8300000000000001	0.8735624999999999	0.05085	0.9728888888888888	0.9780833333333333	0.959203125	0.86434375	0.96275	0.9286500000000001	0.9700416666666667	0.9600882352941177	0.9738571428571429	0.9390000000000001
pancreas_endothel	0.9520000000000001	0.9612444444444446	0.918888888888889	0.8669166666666666	0.8195833333333332	0.8743333333333333	0.9472222222222223	0.04522222222222222	0.9023333333333333	0.9312380952380952	0.8963333333333333	0.8304444444444444	0.8745555555555556	0.9634583333333332	0.7883999999999999	0.9058888888888889	0.9438888888888889	0.9328124999999999	0.8761666666666666	0.8225238095238095	0.8884	0.8964444444444445	0.9004901960784313	0.9559047619047618	0.6880666666666667
prostate_epithelial	0.9500833333333333	0.9279166666666666	0.9484166666666666	0.9383125	0.915125	0.948825	0.9268333333333333	0.00775	0.961	0.9171428571428573	0.913	0.9276666666666665	0.7161666666666666	0.53459375	0.9121999999999999	0.9609722222222223	0.9855833333333334	0.16909375000000001	0.9238124999999999	0.9396785714285715	0.92605	0.94025	0.9593970588235294	0.9119999999999999	0.83115
saphenous_vein_endothel	0.9697777777777778	0.9429777777777778	0.9048888888888889	0.9023333333333333	0.8819583333333334	0.9564666666666666	0.9456666666666665	0.04577777777777777	0.9351333333333333	0.9473809523809523	0.903888888888889	0.9618888888888888	0.897277777777778	0.9106666666666667	0.8201333333333333	0.957388888888889	0.9726666666666666	0.962875	0.8907083333333333	0.9252857142857143	0.9114666666666666	0.9011111111111112	0.9473725490196078	0.9645714285714285	0.8181333333333334
skeletal_muscle	0.9311666666666668	0.9406333333333333	0.9001666666666667	0.854625	0.71275	0.8854	0.8785000000000001	0.025333333333333333	0.7624	0.8387857142857142	0.8068333333333334	0.8775000000000001	0.9188333333333334	0.707375	0.8212000000000002	0.8169166666666667	0.8693333333333333	0.9386875	0.9086875000000001	0.919	0.6995	0.8487500000000001	0.7930882352941176	0.5670000000000001	0.9043999999999999
small_int_epithelial	0.9036666666666667	0.14905	0.9444166666666667	0.9149375	0.9563125	0.8926499999999999	0.9659166666666666	0.0095	0.96395	0.8654642857142857	0.97975	0.982	0.9354583333333333	0.93275	0.62425	0.9548055555555556	0.9309999999999999	0.96228125	0.9250625	0.966	0.032249999999999994	0.9540833333333334	0.9734705882352941	0.9514642857142857	0.9695
smooth_muscle	0.7574	0.9246399999999999	0.7294666666666667	0.72775	0.628625	0.8197800000000001	0.8531333333333333	0.03273333333333333	0.78856	0.9067142857142857	0.8768666666666667	0.6830666666666667	0.7102333333333333	0.769425	0.72752	0.8831222222222224	0.8530666666666665	0.8904625000000002	0.8405250000000001	0.8297142857142857	0.8514000000000002	0.8309666666666666	0.8472235294117647	0.9172285714285715	0.8936
thyroid_epithelial	0.7176666666666667	0.9233111111111111	0.9313333333333333	0.9220833333333333	0.8217916666666666	0.7538666666666666	0.9676666666666667	0.5807777777777777	0.9301333333333334	0.941047619047619	0.9297777777777778	0.9521111111111112	0.8584999999999999	0.7539166666666667	0.9031333333333333	0.9430740740740742	0.9546666666666667	0.9278541666666666	0.9506249999999999	0.8691428571428572	0.9271333333333333	0.9217777777777777	0.9371960784313725	0.9680952380952381	0.9614666666666666
