	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
adipocytes	0.6721111111111111	0.94075	0.8017499999999999	0.8918095238095239	0.8280476190476191	0.9599824561403508	0.9356470588235294	0.9187333333333333	0.941452380952381	0.972111111111111	0.9564166666666667	0.919888888888889	0.9547333333333331	0.9097916666666667	0.86925	0.9094444444444444	0.9012666666666665	0.9102222222222222	0.9415238095238095	0.8936190476190475	0.8799999999999999	0.8961515151515153	0.9055555555555556	0.9621666666666666	0.8949166666666667	0.6073333333333334	0.8119722222222222	0.8467777777777777	0.9267619047619048	0.9279166666666666
aorta_endothel	0.7290000000000001	0.9376249999999999	0.9695	0.9175357142857143	0.8789285714285713	0.9261578947368421	0.900735294117647	0.8545	0.9476071428571429	0.9306666666666666	0.9193125	0.9318333333333333	0.964	0.9465625	0.8358749999999999	0.6321666666666667	0.9178	0.895	0.9314999999999999	0.9289999999999999	0.9226000000000001	0.8308181818181818	0.8593333333333333	0.9386666666666666	0.944125	0.9695	0.9049166666666668	0.8421666666666667	0.8472857142857143	0.9185
bladder_epithelial	0.7309666666666667	0.9727	0.9407499999999999	0.9410999999999999	0.9286857142857142	0.97	0.9338000000000001	0.9421999999999999	0.8329857142857143	0.9618666666666666	0.9585750000000001	0.9512666666666668	0.94444	0.9358166666666665	0.10149999999999999	0.8663333333333334	0.92484	0.9418	0.9614857142857144	0.8954571428571428	0.9244	0.9003636363636364	0.7116	0.13293333333333335	0.8759	0.9194666666666667	0.9407833333333334	0.8835333333333333	0.9168571428571429	0.8970499999999999
blood_b	0.1395	0.9479	0.9657	0.9317285714285714	0.9412857142857144	0.9519052631578948	0.9709882352941175	0.9668399999999998	0.9709285714285715	0.9112	0.9740249999999999	0.9763333333333334	0.96168	0.9494999999999999	0.8763500000000001	0.9168	0.9058400000000001	0.9743333333333333	0.8412	0.9192857142857143	0.056679999999999994	0.9252727272727274	0.7673333333333333	0.9438666666666666	0.94845	0.9789333333333333	0.8170333333333334	0.9464	0.8623999999999998	0.8775499999999999
blood_granulocytes	0.04033333333333334	0.9698333333333332	0.9765	0.9513809523809523	0.9268571428571427	0.9730877192982456	0.9715882352941176	0.9562666666666667	0.9544999999999999	0.9677777777777776	0.9423749999999999	0.9835555555555556	0.9650666666666666	0.8988749999999999	0.94625	0.8627777777777778	0.9324	0.976	0.8246666666666665	0.21957142857142856	0.6759333333333334	0.8936060606060606	0.9493333333333333	0.9355555555555556	0.97525	0.6173333333333334	0.24249999999999997	0.9727777777777776	0.9488571428571428	0.9604166666666666
blood_monocytes	0.03266666666666667	0.9550000000000001	0.976	0.975047619047619	0.9606190476190477	0.9702105263157895	0.9739607843137255	0.9520666666666667	0.9665476190476189	0.9602222222222222	0.9520416666666666	0.9803333333333333	0.9692	0.9296666666666665	0.9358333333333334	0.9328888888888889	0.9279333333333334	0.9541111111111111	0.8607619047619047	0.8260952380952381	0.8152666666666667	0.9243333333333333	0.9215555555555556	0.939	0.9755833333333332	0.827	0.1126111111111111	0.9693333333333333	0.9738095238095238	0.9491666666666666
blood_nk	0.0635	0.96	0.9419166666666666	0.9657619047619049	0.9278571428571428	0.9570877192982455	0.9597254901960784	0.9418000000000001	0.9827857142857143	0.8938888888888888	0.9675833333333334	0.9827777777777778	0.9667333333333333	0.9655694444444444	0.9116666666666666	0.8592222222222222	0.9366	0.9087777777777779	0.8606666666666668	0.9433809523809523	0.8754666666666666	0.9217575757575758	0.1928888888888889	0.9449444444444445	0.9626666666666667	0.985	0.8483333333333333	0.9562222222222223	0.953047619047619	0.9501666666666666
blood_t_cd4	0.14083333333333337	0.9340000000000002	0.9563500000000001	0.940857142857143	0.9365857142857144	0.938242105263158	0.9527470588235293	0.95652	0.9699857142857142	0.8652	0.9518625000000001	0.9412666666666667	0.9633	0.9230125000000001	0.828375	0.9154666666666665	0.89466	0.9329999999999998	0.8299714285714286	0.9150285714285713	0.94252	0.906481818181818	0.7929333333333333	0.9431833333333332	0.9195249999999998	0.9733333333333333	0.9088583333333332	0.9354333333333334	0.9045714285714285	0.9467000000000001
blood_t_cd8	0.15799999999999997	0.91295	0.960475	0.9351714285714288	0.9208285714285716	0.9409421052631577	0.9370176470588236	0.96322	0.964892857142857	0.7475	0.9470875000000001	0.9424666666666667	0.9669800000000001	0.9426874999999999	0.831175	0.8950666666666667	0.89706	0.9084333333333333	0.8678285714285714	0.9137285714285716	0.9148000000000002	0.8954090909090908	0.6559	0.9459166666666666	0.90345	0.9703666666666667	0.8970916666666667	0.9332	0.8954285714285714	0.943825
breast_basal_epithelial	0.9527916666666667	0.9375	0.9662499999999999	0.8091785714285715	0.8420000000000001	0.9656710526315788	0.9697499999999999	0.9298	0.8820357142857143	0.9901666666666666	0.9693125	0.20316666666666663	0.97605	0.9554479166666665	0.8986875	0.9833333333333334	0.97635	0.96925	0.9764285714285714	0.9651785714285713	0.9128499999999999	0.0893409090909091	0.9654166666666666	0.5798749999999999	0.9210625	0.961	0.8641249999999999	0.9715833333333334	0.8582857142857143	0.925
breast_luminal_epithelial	0.8225555555555556	0.7455833333333333	0.9217500000000002	0.9037857142857143	0.9226190476190476	0.9698070175438597	0.9693725490196079	0.8856666666666667	0.8868095238095238	0.9778888888888888	0.9702916666666667	0.8472222222222222	0.9856666666666666	0.9574166666666666	0.8893333333333334	0.9733333333333333	0.9391333333333333	0.9771111111111112	0.9824761904761905	0.9379523809523809	0.9276000000000001	0.2210606060606061	0.9452222222222222	0.5822222222222222	0.9714166666666667	0.9626666666666667	0.959138888888889	0.9476666666666667	0.7944285714285715	0.96625
colon_endocrine	0.8317777777777776	0.9435000000000001	0.007833333333333333	0.9662380952380953	0.9291904761904762	0.9287894736842106	0.945392156862745	0.9373999999999999	0.8815	0.9705555555555555	0.9791666666666666	0.9724444444444446	0.9716666666666667	0.912986111111111	0.65975	0.9485555555555556	0.8063333333333333	0.9578888888888889	0.9274761904761905	0.9094285714285716	0.7601333333333334	0.9205454545454547	0.7091111111111111	0.9847777777777779	0.6835	0.7432222222222222	0.9246666666666666	0.9107777777777778	0.8025714285714285	0.8630833333333333
colon_epithelial	0.8309666666666666	0.93505	0.01755	0.9638285714285715	0.9468857142857143	0.9504842105263158	0.9379647058823529	0.93392	0.885557142857143	0.9717333333333332	0.975825	0.9902	0.9565599999999999	0.9072083333333332	0.6695	0.9422666666666668	0.8581200000000001	0.9715333333333334	0.8825428571428573	0.8991714285714286	0.8126	0.9111272727272727	0.7588666666666667	0.9580333333333334	0.55295	0.8223333333333332	0.9280666666666667	0.8908666666666667	0.9096571428571428	0.8756499999999999
