	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
adipocytes	0.9458095238095239	0.949	0.9513999999999999	0.888	0.9253076923076923	0.6457777777777779	0.9322666666666666	0.9081818181818181	0.8933333333333334	0.7826666666666666	0.9395333333333333	0.9542666666666667	0.9314999999999999	0.9603333333333334	0.8646666666666666	0.8572820512820513	0.855777777777778	0.7399999999999999	0.9224166666666668	0.8516	0.8543333333333334	0.14633333333333332	0.9653333333333333	0.8645	0.9307500000000001	0.817888888888889
aorta_endothel	0.9104999999999999	0.8655000000000002	0.9472999999999998	0.9400833333333334	0.9319999999999999	0.7748333333333334	0.9405000000000001	0.9079090909090908	0.8163	0.6761999999999999	0.9487	0.9263999999999999	0.90575	0.945125	0.901	0.861923076923077	0.9531666666666666	0.915125	0.817125	0.911	0.9312142857142858	0.16929999999999998	0.9506666666666668	0.9163749999999999	0.933	0.9463333333333334
bladder_epithelial	0.07788571428571427	0.9700000000000001	0.9543199999999998	0.7582666666666668	0.9647692307692308	0.8999333333333333	0.94708	0.9615636363636362	0.85016	0.7342	0.88296	0.945	0.9522999999999998	0.9340999999999999	0.87504	0.8618153846153845	0.9162666666666667	0.9272499999999999	0.6376000000000001	0.8100799999999999	0.9557142857142858	0.63656	0.8384666666666666	0.8023499999999999	0.8955500000000001	0.9248666666666667
blood_b	0.9568285714285715	0.9468666666666665	0.96372	0.9361666666666666	0.9251692307692307	0.7966	0.11464	0.9239818181818181	0.892	0.76852	0.9299199999999999	0.8931999999999999	0.9210999999999998	0.9603999999999999	0.9261199999999998	0.9304153846153845	0.9372	0.9319	0.8738000000000001	0.9040799999999999	0.9757428571428571	0.20948000000000003	0.8638	0.9198000000000001	0.9541999999999999	0.9798
blood_granulocytes	0.978190476190476	0.9588888888888888	0.9763333333333334	0.9434444444444444	0.9585384615384615	0.1396666666666667	0.8290000000000001	0.9629696969696968	0.9359999999999999	0.8926000000000002	0.9636666666666667	0.9812	0.9179444444444446	0.9736249999999999	0.1978	0.9548717948717949	0.9205555555555557	0.9391666666666666	0.9099166666666667	0.9110666666666667	0.9727619047619047	0.18173333333333333	0.9735555555555556	0.9565833333333332	0.9541666666666666	0.9412222222222223
blood_monocytes	0.9735714285714284	0.9255555555555555	0.9709333333333333	0.9460000000000001	0.9218974358974359	0.7647777777777778	0.9266666666666667	0.9498181818181819	0.9284666666666667	0.8874	0.9652666666666666	0.9658666666666665	0.9157222222222222	0.9794999999999998	0.020133333333333336	0.9544358974358976	0.9498888888888889	0.9558333333333332	0.9368333333333333	0.9394666666666667	0.98	0.18993333333333337	0.9824444444444445	0.9587916666666666	0.97275	0.9653333333333333
blood_nk	0.9678571428571429	0.9696666666666666	0.9711333333333334	0.9479444444444445	0.9608461538461538	0.842	0.9813333333333333	0.9487272727272728	0.9221333333333334	0.11673333333333336	0.9323333333333333	0.9570666666666666	0.9089444444444444	0.8817499999999999	0.9352	0.9463333333333335	0.8836666666666666	0.9491666666666667	0.9307500000000001	0.9194	0.9748095238095238	0.13699999999999998	0.12355555555555557	0.9473750000000001	0.9488333333333333	0.8776666666666667
blood_t_cd4	0.9641285714285714	0.9168666666666667	0.9587	0.9345166666666668	0.952476923076923	0.8023666666666667	0.9458	0.9112090909090907	0.87966	0.04354	0.87748	0.9440200000000001	0.8770166666666667	0.9131749999999998	0.9202199999999999	0.9058769230769231	0.8961000000000002	0.9551000000000001	0.8249000000000001	0.90808	0.9603999999999999	0.18972	0.8547333333333332	0.9117375000000001	0.9292750000000002	0.9298666666666667
blood_t_cd8	0.9695142857142857	0.9304666666666666	0.9446200000000001	0.95475	0.9483384615384616	0.8055333333333333	0.9459399999999999	0.9065545454545454	0.8777000000000001	0.040040000000000006	0.8571799999999999	0.95896	0.8528833333333333	0.8817875	0.90402	0.9037538461538464	0.8902999999999999	0.9378500000000001	0.8008749999999999	0.91378	0.9508857142857142	0.23571999999999999	0.5779666666666667	0.9134750000000003	0.9237500000000001	0.9456666666666667
breast_basal_epithelial	0.8230000000000001	0.9399166666666666	0.95895	0.7560833333333334	0.9485576923076924	0.7506666666666666	0.9696999999999999	0.9602045454545455	0.13249999999999998	0.6141	0.9601999999999999	0.9560500000000001	0.933	0.9729687499999999	0.9570000000000001	0.9214423076923077	0.9345	0.8504375	0.9758749999999999	0.95055	0.9067857142857143	0.19880000000000003	0.9754166666666666	0.9334062500000001	0.909375	0.102
breast_luminal_epithelial	0.2831904761904762	0.9776666666666666	0.9688666666666667	0.9262777777777776	0.9514871794871795	0.8444444444444446	0.969	0.946121212121212	0.755	0.8022	0.6709999999999999	0.9157333333333333	0.8271111111111112	0.9760416666666667	0.9592	0.9331282051282052	0.9813333333333333	0.9188333333333333	0.9275000000000001	0.8478666666666667	0.9513809523809523	0.19433333333333333	0.9472222222222223	0.968	0.8971666666666667	0.326
colon_endocrine	0.09800000000000002	0.9758888888888889	0.9666666666666667	0.8241111111111111	0.8991025641025642	0.8355555555555556	0.9494666666666666	0.9284848484848484	0.9718	0.8468	0.7197333333333332	0.9552666666666667	0.5263888888888889	0.05149999999999999	0.9495999999999999	0.8364871794871794	0.96	0.9238333333333332	0.5448333333333334	0.8125333333333332	0.9684285714285714	0.04926666666666666	0.9335555555555555	0.9315416666666666	0.9442499999999999	0.9711111111111111
colon_epithelial	0.06531428571428573	0.961	0.95364	0.8032	0.8885230769230767	0.7894666666666666	0.95488	0.9385636363636364	0.9414800000000001	0.82308	0.89368	0.9743999999999999	0.8262	0.029975	0.9414	0.7962307692307691	0.9438000000000001	0.915	0.47515	0.88824	0.9694857142857144	0.20551999999999998	0.9089333333333334	0.9064	0.9320499999999999	0.925
endometrium_epithelial	0.1623809523809524	0.8307777777777777	0.9405333333333333	0.9671666666666666	0.9385384615384615	0.8638888888888889	0.9447333333333333	0.7906666666666666	0.8558666666666666	0.8256666666666667	0.8018666666666666	0.8183333333333334	0.711388888888889	0.9525000000000001	0.8930000000000001	0.27133333333333337	0.965	0.8922499999999999	0.931	0.7250666666666667	0.9526666666666666	0.15940000000000001	0.9592222222222223	0.914375	0.8786666666666667	0.9197777777777777
fallopian_epithelial	0.7693333333333334	0.9461111111111111	0.9844666666666666	0.9757222222222222	0.9527435897435899	0.8294444444444444	0.9563333333333333	0.19303030303030302	0.9415999999999999	0.8070666666666666	0.9611333333333333	0.7610666666666667	0.9625555555555555	0.9590416666666668	0.9645333333333334	0.8243846153846154	0.9586666666666667	0.8635833333333335	0.9730833333333333	0.9253333333333335	0.9691428571428572	0.1334	0.9757777777777777	0.936125	0.9753333333333334	0.9613333333333333
fibroblast	0.8748367346938775	0.7958571428571429	0.8864285714285715	0.8726904761904761	0.9115714285714286	0.6634285714285715	0.8396	0.7655324675324674	0.7551714285714286	0.6248857142857143	0.8729142857142856	0.8225714285714286	0.9271428571428572	0.9173214285714285	0.8461142857142857	0.8200109890109889	0.8283809523809523	0.7505714285714286	0.6873928571428571	0.8234571428571428	0.7358775510204082	0.1684857142857143	0.8824285714285713	0.8459642857142857	0.7786428571428571	0.8980952380952382
