	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
adipocytes	0.9534444444444444	0.9766666666666666	0.9316666666666666	0.961388888888889	0.9636666666666667	0.7437777777777778	0.9187777777777778	0.9337777777777778	0.941	0.04912280701754387	0.8718888888888889	0.8597619047619047	0.8666666666666667	0.8220000000000001	0.8967619047619048	0.85825	0.96775	0.9627333333333331	0.952777777777778	0.9502499999999999	0.9526666666666666	0.9290416666666667	0.919222222222222
aorta_endothel	0.9406666666666668	0.969625	0.9391666666666667	0.9544166666666667	0.9466538461538461	0.8460000000000001	0.8553333333333333	0.8926666666666667	0.9420000000000001	0.059684210526315784	0.8654166666666667	0.9448571428571428	0.9588749999999999	0.94175	0.8721428571428571	0.84175	0.9385000000000001	0.8788	0.92025	0.8734999999999999	0.9624166666666667	0.9286875000000001	0.9158333333333333
bladder_epithelial	0.07239999999999999	0.9650000000000001	0.9429333333333332	0.9654333333333334	0.9364923076923077	0.9167333333333334	0.8758666666666667	0.9442666666666668	0.9406666666666667	0.14177894736842106	0.9513333333333334	0.9112857142857143	0.9198000000000001	0.9415000000000001	0.9209428571428573	0.9784499999999999	0.90675	0.2052	0.8023666666666667	0.9092499999999999	0.9667333333333333	0.9286999999999999	0.9608666666666666
blood_b	0.9826666666666666	0.9571000000000002	0.9525333333333332	0.9149666666666667	0.3026461538461539	0.9004666666666667	0.9144666666666665	0.9707333333333334	0.9303333333333335	0.12468421052631577	0.9453666666666667	0.6760857142857143	0.95665	0.6170500000000001	0.8525142857142857	0.68855	0.9314	0.88208	0.8787	0.9145	0.9795	0.9266	0.9566333333333332
blood_granulocytes	0.9867777777777778	0.92125	0.9918888888888889	0.8887222222222223	0.9647692307692308	0.01	0.9664444444444444	0.9784444444444444	0.9192222222222223	0.0701578947368421	0.9717222222222222	0.9318095238095238	0.9838333333333334	0.7694166666666667	0.9712857142857142	0.9236666666666666	0.9659166666666668	0.8826	0.9610555555555554	0.88925	0.9776666666666666	0.934625	0.9596111111111112
blood_monocytes	0.992	0.9235833333333333	0.9886666666666667	0.8841666666666668	0.9510000000000001	0.6452222222222223	0.9571111111111111	0.964	0.9446666666666665	0.11366666666666665	0.9764999999999998	0.9712857142857142	0.9820833333333333	0.068	0.9672380952380952	0.9007499999999999	0.9575	0.8846666666666666	0.9574444444444444	0.8953333333333333	0.9839444444444444	0.9362916666666666	0.9677777777777777
blood_nk	0.975	0.944	0.98	0.8881111111111112	0.9312051282051281	0.918	0.9812222222222221	0.9623333333333334	0.1761111111111111	0.13012280701754386	0.945	0.7900952380952382	0.9744999999999999	0.93675	0.919142857142857	0.9426666666666668	0.95175	0.8730000000000001	0.9460555555555555	0.8803333333333333	0.9751666666666666	0.9213333333333334	0.9556111111111112
blood_t_cd4	0.9596	0.958475	0.9662	0.9147333333333332	0.9552538461538461	0.8838000000000001	0.9727	0.9548666666666668	0.8599333333333332	0.13647894736842106	0.9220333333333333	0.03314285714285715	0.9704750000000001	0.9255749999999999	0.8108571428571428	0.8856999999999999	0.635175	0.8818400000000001	0.88595	0.9215249999999999	0.9695833333333332	0.9124625	0.9437166666666666
blood_t_cd8	0.9507	0.9601000000000001	0.9550999999999998	0.9263833333333334	0.9529384615384615	0.8437000000000001	0.9493666666666668	0.9479333333333333	0.8520333333333333	0.14222631578947367	0.9379500000000001	0.0916142857142857	0.961975	0.9114749999999999	0.8379428571428571	0.934675	0.7857749999999999	0.85624	0.8514333333333333	0.9096	0.9738	0.8920375	0.9384166666666667
breast_basal_epithelial	0.4333333333333333	0.9705625	0.9530833333333333	0.9503333333333334	0.9617692307692308	0.92125	0.9728333333333333	0.7732500000000001	0.8205833333333332	0.07605263157894737	0.21987499999999996	0.9241071428571429	0.91925	0.9396875	0.9760714285714285	0.8036875	0.9690624999999999	0.9621999999999999	0.77175	0.958125	0.9569166666666666	0.9271875	0.9059583333333333
breast_luminal_epithelial	0.021555555555555553	0.9744166666666666	0.9725555555555556	0.9753333333333334	0.9708205128205128	0.9062222222222222	0.9708888888888888	0.7627777777777779	0.9517777777777777	0.1520701754385965	0.8621666666666666	0.9642380952380952	0.9253333333333332	0.9602499999999999	0.9606190476190477	0.9095833333333334	0.9544999999999999	0.9705333333333334	0.15372222222222223	0.9394166666666667	0.9632222222222223	0.9588749999999999	0.9117777777777777
colon_endocrine	0.022000000000000002	0.9565833333333332	0.8954444444444444	0.9525	0.8868461538461538	0.9203333333333333	0.9678888888888889	0.08566666666666667	0.9088888888888889	0.2562631578947368	0.9608888888888889	0.8826666666666666	0.9427499999999999	0.8682499999999999	0.6434761904761904	0.969	0.96525	0.8942	0.8466111111111111	0.98	0.9387222222222222	0.9395416666666666	0.9225555555555555
colon_epithelial	0.03286666666666667	0.9487499999999999	0.9589333333333332	0.9634666666666668	0.8724461538461539	0.9382000000000001	0.9610666666666667	0.0252	0.899	0.17597894736842107	0.9643333333333333	0.9280285714285714	0.9484999999999999	0.9360000000000002	0.6083142857142857	0.9554499999999999	0.9665000000000001	0.9201999999999998	0.8795	0.96965	0.9428000000000001	0.9500500000000001	0.9047666666666666
endometrium_epithelial	0.06666666666666667	0.9606666666666666	0.9335555555555556	0.9589444444444443	0.924974358974359	0.9424444444444444	0.9586666666666668	0.9348888888888888	0.944	0.8237894736842106	0.900111111111111	0.9350952380952382	0.8494166666666668	0.9415	0.9033809523809523	0.6847500000000001	0.9700833333333332	0.947	0.9243333333333333	0.9505	0.9582777777777777	0.9133333333333334	0.8931666666666666
fallopian_epithelial	0.08966666666666667	0.9759166666666667	0.9746666666666667	0.9049444444444443	0.9583333333333334	0.931	0.9516666666666665	0.9617777777777777	0.983	0.1563859649122807	0.9123333333333333	0.8233809523809524	0.14691666666666667	0.9641666666666665	0.9749523809523809	0.9548333333333333	0.8968333333333334	0.9708	0.9280555555555555	0.9708333333333333	0.9695555555555555	0.961875	0.8975000000000001
