	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
adipocytes	0.8385000000000001	0.9163333333333333	0.92475	0.9432083333333333	0.9087272727272727	0.9747777777777777	0.9034313725490196	0.9540000000000001	0.9366666666666666	0.9655555555555555	0.9465	0.9277575757575757	0.8314166666666667	0.9215555555555556	0.9125	0.9586666666666667	0.9144722222222222	0.88375	0.961	0.8713333333333333	0.8534	0.9280952380952381	0.8985490196078433	0.8940833333333335	0.9772222222222222	0.9326	0.6636666666666667	0.9181666666666667	0.9776666666666666
aorta_endothel	0.84975	0.9258	0.9698749999999999	0.9501249999999999	0.9375909090909091	0.9175	0.954264705882353	0.8673333333333333	0.89395	0.9306666666666665	0.9702500000000001	0.9272727272727272	0.93625	0.9598333333333333	0.92215	0.952875	0.9259166666666667	0.8855	0.9433333333333334	0.8981666666666667	0.8898999999999999	0.9303571428571429	0.927	0.8182499999999999	0.9183333333333332	0.9512999999999998	0.8859999999999999	0.9305	0.9523333333333333
bladder_epithelial	0.8853500000000001	0.9345399999999999	0.8897	0.8875500000000001	0.9696545454545454	0.9888	0.9547058823529412	0.9612666666666666	0.6929199999999999	0.9248	0.89695	0.9287636363636362	0.9475	0.15893333333333332	0.84188	0.9704	0.9235333333333333	0.96275	0.9614666666666667	0.9341333333333333	0.95024	0.9578571428571427	0.9419529411764707	0.8061	0.14006666666666667	0.74712	0.8689499999999999	0.79145	0.9743999999999999
blood_b	0.22469999999999998	0.9621000000000001	0.96465	0.807675	0.9779454545454545	0.9626666666666667	0.8840941176470588	0.7110666666666667	0.9619000000000002	0.9096	0.9501999999999999	0.9174727272727272	0.9508000000000001	0.9394333333333332	0.8947200000000001	0.9362999999999999	0.9407	0.9211	0.9401333333333334	0.053000000000000005	0.90076	0.4992571428571429	0.9550000000000001	0.9117999999999998	0.9594666666666665	0.95808	0.85545	0.9551000000000001	0.9561999999999999
blood_granulocytes	0.04641666666666666	0.9650666666666666	0.9614166666666666	0.8620416666666667	0.9800606060606061	0.9684444444444443	0.9461176470588235	0.9717777777777777	0.8695	0.9331111111111111	0.9659166666666666	0.9615454545454546	0.9730833333333333	0.975888888888889	0.9116333333333335	0.9753333333333334	0.9464722222222223	0.9403333333333332	0.41577777777777775	0.946111111111111	0.9628	0.9580952380952382	0.8828039215686275	0.891	0.9705555555555555	0.9428666666666666	0.05266666666666667	0.9732499999999998	0.9826666666666667
blood_monocytes	0.05416666666666667	0.9683999999999999	0.9808333333333333	0.8633333333333333	0.978060606060606	0.9922222222222222	0.949843137254902	0.9617777777777778	0.9491666666666667	0.9068888888888887	0.9593333333333334	0.9709393939393939	0.9605	0.9751666666666666	0.8987666666666666	0.9678333333333334	0.9483888888888891	0.9244166666666667	0.8974444444444444	0.975	0.9424000000000001	0.9484285714285715	0.9449607843137254	0.9189166666666667	0.9815555555555555	0.9427333333333334	0.013666666666666667	0.9854166666666666	0.9651111111111111
blood_nk	0.2838333333333333	0.9758333333333332	0.6430833333333333	0.81975	0.9801515151515151	0.9722222222222222	0.9495098039215687	0.9668888888888888	0.9537666666666667	0.9266666666666667	0.9627499999999999	0.9336060606060607	0.9560000000000001	0.9517777777777777	0.8978666666666667	0.9279999999999999	0.931861111111111	0.9308333333333335	0.9783333333333334	0.859	0.8384	0.07266666666666667	0.9666274509803922	0.8988333333333333	0.9832222222222223	0.9262666666666667	0.8578333333333333	0.9295	0.9691111111111111
blood_t_cd4	0.24572499999999997	0.9370600000000001	0.71275	0.8035125000000001	0.9705636363636364	0.9588999999999999	0.9227705882352941	0.9262666666666666	0.94716	0.932	0.935475	0.9241545454545455	0.9328	0.9157333333333332	0.88016	0.9099499999999999	0.899475	0.9158249999999999	0.9562666666666665	0.7856000000000001	0.84498	0.8420142857142858	0.9369117647058823	0.8881	0.9436	0.91852	0.9214	0.9504250000000001	0.9657333333333333
blood_t_cd8	0.216725	0.94152	0.6556500000000001	0.7993625	0.9640636363636365	0.9641666666666666	0.9141764705882354	0.9400666666666668	0.9458799999999998	0.9238	0.9535750000000001	0.8955545454545455	0.9249750000000001	0.9120166666666668	0.8732200000000001	0.9030999999999999	0.9121333333333332	0.9191499999999999	0.9268000000000001	0.7794333333333333	0.84162	0.5015571428571428	0.9338764705882353	0.89255	0.9647	0.8934799999999999	0.882075	0.9375	0.943
breast_basal_epithelial	0.9709999999999999	0.9458	0.8815000000000001	0.9699687499999999	0.9439772727272727	0.9765000000000001	0.9484705882352942	0.9742500000000001	0.90635	0.9635833333333333	0.284375	0.9499090909090909	0.9691874999999999	0.6176666666666668	0.80765	0.7484375000000001	0.9746666666666666	0.8996875000000001	0.9663333333333333	0.9245833333333334	0.06535	0.9706071428571429	0.8804264705882353	0.77625	0.11149999999999999	0.6286	0.9758125	0.94975	0.9716666666666667
