	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
adipocytes	0.6570666666666666	0.894	0.9634166666666667	0.9691428571428572	0.9418888888888888	0.8415555555555555	0.9290555555555556	0.8843333333333333	0.9555833333333332	0.9295416666666667	0.9656111111111111	0.9007083333333332	0.9177777777777777	0.9592666666666667	0.8942666666666668	0.8936666666666667	0.9623809523809524	0.8842777777777778	0.8617500000000001	0.8176111111111112	0.9063333333333334	0.85	0.8302222222222221	0.8966666666666666	0.9222222222222222	0.9767777777777779
aorta_endothel	0.7875000000000001	0.8861666666666668	0.931375	0.9427857142857143	0.8255	0.9204166666666667	0.9263333333333335	0.772	0.8755	0.9151249999999999	0.9395833333333333	0.8778125000000001	0.8168333333333333	0.9608000000000001	0.9557	0.9286428571428571	0.9602142857142857	0.8048333333333334	0.8671249999999999	0.93875	0.93625	0.859	0.93	0.7398333333333332	0.8915555555555555	0.9648333333333334
bladder_epithelial	0.9010399999999998	0.8656666666666666	0.9487499999999999	0.9429714285714285	0.9079333333333333	0.8296666666666667	0.9542666666666666	0.83015	0.9240999999999999	0.9666	0.6288	0.9449249999999999	0.8788	0.48436	0.18996	0.9389714285714286	0.9496	0.8711333333333334	0.80895	0.9503333333333334	0.12680000000000002	0.9580666666666666	0.9794666666666666	0.8124666666666667	0.9252888888888888	0.9745999999999999
blood_b	0.025	0.9489333333333333	0.8103999999999999	0.9824571428571429	0.9548666666666668	0.6947333333333334	0.8496	0.89975	0.9527999999999999	0.983225	0.9763	0.9614	0.9526666666666668	0.9381600000000001	0.90012	0.28839999999999993	0.9574285714285715	0.9381999999999999	0.9238	0.9362666666666668	0.7615000000000001	0.792	0.08	0.8795333333333334	0.8147555555555556	0.9762000000000001
blood_granulocytes	0.008333333333333333	0.8426666666666667	0.9575833333333333	0.9701428571428571	0.9675555555555556	0.9321666666666667	0.9542777777777779	0.9432499999999999	0.9565833333333332	0.9805	0.9297222222222222	0.977	0.8842222222222221	0.9616666666666666	0.9704666666666665	0.9357142857142856	0.9560476190476189	0.9408888888888889	0.028666666666666663	0.6518333333333334	0.9155000000000001	0.9084444444444445	0.7323333333333334	0.9406666666666667	0.9422222222222222	0.984
blood_monocytes	0.012266666666666667	0.9357777777777779	0.9714166666666667	0.9605714285714285	0.9603333333333333	0.949388888888889	0.9345555555555555	0.8983333333333334	0.9299166666666667	0.9844583333333334	0.9840555555555556	0.9671666666666666	0.8976666666666665	0.9706	0.9718	0.9335714285714286	0.9280952380952381	0.9678333333333334	0.47691666666666666	0.9149999999999999	0.9225	0.9062222222222224	0.05255555555555556	0.9279999999999999	0.9435555555555554	0.9772222222222222
blood_nk	0.06733333333333333	0.9382222222222222	0.9351666666666668	0.9802380952380951	0.9436666666666667	0.9645555555555555	0.9602777777777778	0.9166666666666666	0.9695	0.9862500000000001	0.9736666666666666	0.9587916666666666	0.9072222222222223	0.9372666666666666	0.8460666666666666	0.9586666666666667	0.982095238095238	0.928111111111111	0.9116666666666666	0.22366666666666668	0.83875	0.8721111111111112	0.6044444444444445	0.8801111111111112	0.892	0.9777777777777777
blood_t_cd4	0.06810000000000001	0.9235333333333333	0.9102499999999999	0.9734714285714287	0.9311333333333334	0.8315666666666667	0.9413500000000001	0.8689500000000001	0.9397	0.9651250000000001	0.9600166666666666	0.9399624999999998	0.8971666666666668	0.93402	0.90282	0.9499285714285713	0.9565285714285713	0.8895666666666667	0.857175	0.9490500000000001	0.769625	0.7935666666666666	0.8487333333333333	0.7956000000000001	0.8279555555555556	0.9716333333333335
blood_t_cd8	0.11698000000000001	0.8945000000000001	0.9361499999999999	0.9767999999999999	0.9295	0.9081499999999998	0.9421666666666665	0.9056	0.9518249999999998	0.9673250000000001	0.9563999999999998	0.9580000000000002	0.8715999999999999	0.9233	0.8996999999999999	0.9431285714285714	0.9579857142857143	0.9048499999999999	0.8752749999999999	0.79625	0.7855749999999999	0.9391	0.8439333333333334	0.7606	0.7974222222222223	0.9740333333333334
breast_basal_epithelial	0.95635	0.95875	0.9609375	0.9821428571428572	0.9743333333333333	0.7511666666666668	0.9725833333333334	0.8747499999999999	0.9656875	0.9426875000000001	0.9833333333333333	0.34728125	0.9674166666666666	0.8308	0.97515	0.9645714285714284	0.943357142857143	0.9565416666666666	0.9008750000000001	0.9717083333333334	0.045125	0.57325	0.9810833333333333	0.9723333333333334	0.8092222222222223	0.9758333333333332
