	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
adipocytes	0.9373999999999999	0.927	0.8900888888888888	0.9722333333333332	0.8867058823529411	0.8916666666666666	0.9494358974358974	0.9511538461538462	0.8687777777777778	0.8998095238095237	0.9153333333333333	0.8359523809523809	0.915	0.9345555555555555	0.8190833333333334	0.839	0.9032777777777777	0.9102	0.7412	0.8768888888888888	0.9463333333333334	0.9517777777777777	0.9551000000000002	0.7640000000000001
aorta_endothel	0.9175	0.9402499999999999	0.9137666666666666	0.9743999999999999	0.8787352941176472	0.9280499999999999	0.960076923076923	0.9461538461538461	0.931	0.9434285714285715	0.9634285714285714	0.8662142857142856	0.9213749999999999	0.9059999999999999	0.8363750000000001	0.9641	0.9279999999999999	0.90625	0.8492999999999999	0.849	0.927	0.8534999999999999	0.96225	0.8186666666666667
bladder_epithelial	0.91928	0.9798666666666666	0.9003066666666667	0.9396000000000001	0.9387176470588233	0.96072	0.9601846153846154	0.9352461538461538	0.7985333333333332	0.9712571428571428	0.936657142857143	0.9285714285714285	0.94255	0.9512	0.81885	0.9268799999999999	0.19906666666666667	0.9209200000000001	0.8793200000000001	0.8844666666666667	0.9655333333333334	0.7674666666666667	0.9626000000000001	0.9020666666666666
blood_b	0.9816800000000001	0.9581999999999999	0.8734399999999999	0.9386000000000001	0.9683882352941175	0.93324	0.9791538461538462	0.9198000000000001	0.6489333333333334	0.23657142857142857	0.9431714285714285	0.9699714285714286	0.81275	0.9193333333333333	0.8792500000000001	0.09436	0.9243666666666666	0.94962	0.94024	0.9491999999999999	0.9678000000000001	0.9667999999999999	0.97782	0.9080666666666666
blood_granulocytes	0.9744	0.7814444444444444	0.9483777777777777	0.9714666666666667	0.9661764705882353	0.9602	0.9860000000000001	0.9554102564102563	0.9472222222222223	0.9694761904761905	0.2956190476190476	0.9628095238095239	0.7689166666666667	0.969	0.9024166666666668	0.7552666666666669	0.9643333333333333	0.9291	0.9168	0.9285555555555556	0.934	0.9544444444444444	0.9690666666666669	0.9215555555555556
blood_monocytes	0.9563333333333334	0.8837222222222222	0.9584	0.9819666666666667	0.9857254901960784	0.9605333333333334	0.9796153846153847	0.9511794871794872	0.8765555555555555	0.9389047619047619	0.7345238095238096	0.8999047619047618	0.773	0.9843333333333333	0.9390000000000001	0.13793333333333332	0.9477777777777777	0.9560000000000001	0.9531999999999999	0.9731111111111111	0.9435555555555556	0.980111111111111	0.9596666666666667	0.9327777777777778
blood_nk	0.9457999999999999	0.9775555555555555	0.927577777777778	0.9661	0.9690980392156864	0.9606	0.9818461538461539	0.9376153846153846	0.9111111111111111	0.11838095238095238	0.9530952380952381	0.9720476190476189	0.7375833333333334	0.9692222222222222	0.8808333333333334	0.8938666666666667	0.9075000000000001	0.9628333333333333	0.9550000000000001	0.9683333333333334	0.28122222222222226	0.9876666666666667	0.9606333333333333	0.9321111111111112
blood_t_cd4	0.9374400000000002	0.9636666666666667	0.88838	0.9636899999999999	0.9617000000000001	0.9420499999999998	0.9687615384615386	0.9259461538461539	0.8623666666666667	0.0561	0.9575714285714285	0.9611000000000001	0.830875	0.9412333333333333	0.8542	0.95184	0.8723000000000001	0.90504	0.9187999999999998	0.9360333333333333	0.9565666666666667	0.9504666666666667	0.96539	0.9290333333333333
blood_t_cd8	0.9152000000000001	0.9713499999999999	0.8740933333333334	0.9498099999999999	0.9560647058823528	0.9502099999999999	0.9663923076923077	0.8868230769230768	0.8781000000000001	0.09045714285714286	0.9366428571428571	0.9638857142857141	0.758725	0.9328333333333335	0.840075	0.9577399999999999	0.9128833333333333	0.9135200000000001	0.9375	0.9682999999999999	0.9340999999999999	0.9616	0.9604100000000001	0.8990333333333332
breast_basal_epithelial	0.9624999999999999	0.9699583333333334	0.9135333333333333	0.982075	0.9109705882352941	0.864175	0.9696538461538462	0.9638461538461539	0.9241666666666666	0.9641428571428571	0.966392857142857	0.9529642857142857	0.23068749999999996	0.9606666666666668	0.9021249999999998	0.9731500000000001	0.9447083333333334	0.928075	0.11779999999999999	0.9093333333333334	0.9825	0.9619166666666666	0.9734	0.94275
