	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
adipocytes	0.7120000000000001	0.9167254901960785	0.950095238095238	0.8931333333333332	0.9172499999999998	0.8555555555555556	0.865904761904762	0.9112380952380952	0.9156666666666666	0.8248333333333333	0.8938888888888888	0.9231481481481483	0.895	0.8155555555555556	0.9451333333333333	0.9259166666666667	0.9347500000000001	0.9351904761904762	0.911969696969697	0.9392222222222223	0.8617500000000001	0.9427500000000001	0.9545	0.8361666666666666	0.8728750000000001	0.9492857142857143	0.8997777777777779	0.9283666666666667	0.9400666666666667	0.9352380952380951
aorta_endothel	0.8889666666666667	0.8859117647058823	0.9444285714285714	0.9268000000000001	0.9370624999999999	0.9005000000000001	0.9054285714285715	0.9330714285714286	0.9119333333333334	0.8423750000000001	0.9487222222222221	0.9374444444444445	0.8469	0.8911666666666667	0.9206	0.9170625000000001	0.9795	0.9352857142857143	0.9574999999999999	0.8780000000000001	0.9353750000000001	0.9652499999999999	0.9383333333333332	0.866625	0.8668750000000001	0.9432499999999999	0.89825	0.9504999999999999	0.9228999999999999	0.9224999999999999
bladder_epithelial	0.8662266666666667	0.9328235294117647	0.9658	0.951	0.9187750000000001	0.92835	0.9469	0.9463999999999999	0.9512533333333334	0.90395	0.9567777777777777	0.9541222222222222	0.94472	0.9551999999999999	0.93256	0.8982249999999998	0.968	0.2518857142857143	0.9751454545454544	0.8264666666666667	0.9617000000000001	0.96875	0.9423333333333332	0.0978	0.9404	0.9572142857142858	0.8815999999999999	0.96852	0.9552400000000001	0.9599428571428572
blood_b	0.015359999999999999	0.9330117647058824	0.9550000000000001	0.9429399999999999	0.961275	0.9376666666666666	0.9361571428571427	0.9644	0.8525600000000001	0.8394	0.9492666666666668	0.9346444444444444	0.82828	0.9497333333333333	0.90944	0.9696999999999999	0.9652499999999999	0.9692285714285716	0.9423999999999999	0.978	0.9574999999999999	0.97285	0.068	0.9295	0.8779	0.9547571428571429	0.5656666666666668	0.97872	0.92096	0.9203142857142858
blood_granulocytes	0.006155555555555556	0.9516470588235294	0.9747142857142856	0.9425	0.9659166666666666	0.93575	0.9373809523809523	0.9691428571428572	0.9702444444444444	0.9086666666666666	0.9751851851851852	0.9272222222222223	0.9503999999999998	0.9769444444444444	0.9694666666666668	0.95925	0.9827499999999999	0.9659999999999999	0.9089090909090909	0.969	0.94625	0.08016666666666668	0.9809444444444445	0.9714166666666667	0.8081666666666667	0.9762857142857143	0.6785555555555556	0.9528666666666666	0.9296000000000001	0.9677619047619048
blood_monocytes	0.0033111111111111106	0.9329215686274509	0.9645238095238096	0.9622999999999999	0.9750833333333334	0.9541944444444445	0.9660714285714286	0.9766666666666666	0.9708666666666667	0.9119999999999999	0.966074074074074	0.9582962962962962	0.9446666666666667	0.9527222222222221	0.9747333333333335	0.9624583333333333	0.9824166666666668	0.9602857142857143	0.9072727272727272	0.9762222222222222	0.94225	0.6429166666666667	0.9760555555555556	0.9668333333333333	0.8096666666666666	0.9753571428571428	0.6353333333333334	0.9654333333333334	0.9362666666666667	0.9831428571428571
blood_nk	0.009555555555555555	0.9398627450980394	0.9708095238095238	0.9518	0.9755833333333334	0.9497222222222224	0.9632380952380952	0.9721904761904763	0.9465555555555555	0.8293333333333334	0.952962962962963	0.9473888888888888	0.9336666666666668	0.928388888888889	0.9695999999999999	0.9758749999999999	0.9805833333333333	0.9630476190476189	0.9701515151515151	0.9733333333333333	0.915	0.9754166666666667	0.9823333333333334	0.9619166666666666	0.19399999999999998	0.9625238095238094	0.44344444444444453	0.9714333333333333	0.9598	0.9590952380952382
blood_t_cd4	0.012866666666666665	0.9041235294117648	0.9473857142857144	0.9430800000000001	0.9580124999999999	0.9301083333333334	0.9394857142857143	0.9594714285714285	0.9470866666666667	0.8708	0.9385777777777777	0.9354333333333333	0.9397399999999999	0.9305999999999999	0.9316199999999999	0.9513375	0.9544499999999999	0.9422	0.9349909090909092	0.9352	0.94795	0.9647249999999999	0.9606499999999999	0.9222250000000001	0.7504625	0.9405428571428571	0.020566666666666667	0.9634	0.8909	0.9194714285714285
blood_t_cd8	0.009179999999999999	0.8884764705882354	0.9412142857142858	0.9459800000000002	0.9613125	0.949425	0.9371428571428572	0.9654714285714286	0.9446666666666668	0.8275750000000001	0.9203222222222222	0.9329388888888888	0.9232599999999997	0.9151499999999999	0.91998	0.9456749999999999	0.9393499999999999	0.9424857142857143	0.9460636363636363	0.9302666666666666	0.959475	0.9359500000000001	0.96065	0.941325	0.7514875000000001	0.9518071428571429	0.03431666666666667	0.9656399999999999	0.9122199999999999	0.9224285714285715
breast_basal_epithelial	0.9532333333333333	0.9298970588235294	0.9819285714285715	0.9128500000000002	0.963375	0.9215208333333333	0.913517857142857	0.9695714285714285	0.8961999999999999	0.0525625	0.9385	0.9328055555555557	0.96055	0.9459583333333333	0.9720500000000001	0.9315625	0.9689999999999999	0.9686428571428571	0.9343181818181818	0.9094166666666668	0.931625	0.973	0.979125	0.9688749999999999	0.97228125	0.9631071428571428	0.9737916666666667	0.919475	0.96685	0.9531785714285714
