	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
adipocytes	0.8372	0.9380000000000001	0.9541794871794872	0.8787254901960786	0.9359999999999999	0.048444444444444436	0.8349333333333333	0.9319166666666666	0.9093111111111112	0.9354666666666667	0.9467777777777777	0.8861111111111111	0.9335416666666667	0.1013888888888889	0.8978888888888891	0.914	0.939	0.04660416666666667	0.9480833333333333	0.9248888888888889	0.9466666666666667	0.857111111111111	0.9269166666666667	0.8693333333333334	0.6915833333333333	0.9783333333333334	0.847111111111111
aorta_endothel	0.8807	0.9771666666666667	0.9538076923076924	0.9466764705882353	0.8777499999999999	0.07280952380952381	0.8578	0.8851249999999999	0.9158333333333333	0.9259	0.9493333333333333	0.9229166666666667	0.9484999999999999	0.08566666666666667	0.96	0.9555	0.9391666666666667	0.21953125	0.971625	0.9169999999999999	0.9633333333333333	0.9109999999999999	0.9655	0.847	0.8616250000000001	0.9412499999999999	0.7143333333333333
bladder_epithelial	0.89556	0.9432	0.9378615384615385	0.9615176470588235	0.9719666666666666	0.10097142857142856	0.7867599999999999	0.9479750000000001	0.8557733333333333	0.87584	0.7834666666666666	0.8716333333333331	0.967325	0.32389999999999997	0.13746666666666668	0.8791333333333334	0.6432666666666667	0.010912500000000002	0.9405000000000001	0.9659333333333333	0.08420000000000001	0.9314666666666666	0.9113	0.9314666666666668	0.9281	0.974	0.8589333333333332
blood_b	0.025519999999999998	0.9703333333333333	0.9312615384615384	0.967764705882353	0.9728666666666668	0.23599047619047622	0.84588	0.872425	0.9440133333333334	0.92012	0.9606	0.9242666666666667	0.94285	0.2248666666666667	0.7782666666666667	0.18053333333333335	0.9196666666666667	0.1169625	0.9303000000000001	0.9706666666666667	0.9536	0.7448666666666667	0.7726	0.1728	0.45760000000000006	0.9773	0.9209333333333332
blood_granulocytes	0.011866666666666666	0.9864444444444445	0.887948717948718	0.9638235294117647	0.9835555555555556	0.07117460317460317	0.9187333333333334	0.9447500000000001	0.9427777777777777	0.9574666666666666	0.7805555555555556	0.9332777777777778	0.956125	0.0825	0.8345555555555556	0.9374444444444444	0.9375555555555555	0.04895833333333335	0.10791666666666666	0.8521111111111112	0.9581111111111111	0.9543333333333334	0.9594999999999999	0.7943333333333333	0.9201666666666667	0.9781666666666666	0.8783333333333333
blood_monocytes	0.004866666666666666	0.9816666666666666	0.8973076923076923	0.9724509803921567	0.972111111111111	0.08600000000000001	0.9215999999999999	0.9435833333333333	0.9575333333333331	0.9514666666666667	0.633	0.9272777777777779	0.9362083333333334	0.09961111111111111	0.8286666666666668	0.9471111111111111	0.9327777777777778	0.059187500000000004	0.61375	0.961	0.9714444444444443	0.9365555555555556	0.9682499999999999	0.8464444444444444	0.9510833333333334	0.9880833333333333	0.8803333333333332
blood_nk	0.006666666666666667	0.9736666666666668	0.7237435897435898	0.9718039215686275	0.9647222222222221	0.14857142857142858	0.8867999999999999	0.9075833333333333	0.9595555555555556	0.8428	0.9556666666666667	0.9535	0.9733749999999999	0.081	0.7998888888888889	0.9554444444444444	0.8524444444444444	0.04920833333333333	0.8839166666666666	0.9688888888888888	0.9792222222222221	0.022444444444444444	0.9105833333333333	0.35544444444444445	0.8819166666666667	0.9440833333333334	0.8824444444444444
blood_t_cd4	0.0171	0.9642	0.9223538461538461	0.9661470588235292	0.8516166666666667	0.18224761904761905	0.8328199999999999	0.837425	0.9548599999999998	0.65576	0.9539666666666667	0.9246500000000001	0.9296249999999999	0.17858333333333334	0.8295999999999999	0.9582	0.9362	0.027825	0.9500249999999999	0.9452	0.974	0.29533333333333334	0.8951500000000001	0.8427333333333333	0.799775	0.8262750000000001	0.9000333333333334
blood_t_cd8	0.00906	0.9669333333333334	0.8821307692307692	0.967235294117647	0.9234	0.3002857142857143	0.8090999999999999	0.8167875	0.9550599999999999	0.71478	0.945	0.9195	0.9364125000000001	0.23038333333333338	0.8317666666666665	0.9570333333333334	0.9175333333333333	0.07847500000000002	0.9249	0.9646333333333332	0.9559666666666666	0.019766666666666665	0.9108	0.7608	0.7956749999999999	0.8474999999999999	0.9079666666666666
breast_basal_epithelial	0.9466	0.9536666666666668	0.9707115384615385	0.9139117647058824	0.7155833333333335	0.014083333333333333	0.95425	0.952375	0.9732833333333333	0.9557499999999999	0.9741666666666665	0.17354166666666668	0.9815624999999999	0.3585	0.9363333333333332	0.9348333333333333	0.9611666666666667	0.85021875	0.9474374999999999	0.917	0.8846666666666666	0.9111666666666667	0.9810625	0.9640833333333334	0.9008125	0.928125	0.058583333333333334
