	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
adipocytes	0.8141428571428571	0.9563333333333334	0.9288888888888889	0.9587777777777777	0.9252777777777778	0.8781666666666667	0.9506060606060606	0.9300416666666665	0.769888888888889	0.8477916666666666	0.03291666666666667	0.9289999999999999	0.8979999999999998	0.9686666666666667	0.9466666666666667	0.8953703703703703	0.9503650793650794	0.8498235294117648	0.9605	0.9457777777777777	0.8988	0.9020666666666667	0.9336666666666668	0.6512	0.9294761904761905	0.9776666666666666	0.9576190476190476	0.9808
aorta_endothel	0.9238571428571428	0.8988333333333334	0.9060833333333335	0.9443333333333335	0.9436666666666667	0.944625	0.9521818181818182	0.927	0.8785000000000001	0.8752187499999999	0.031375	0.9291428571428572	0.9316111111111112	0.9299999999999999	0.9680000000000001	0.917111111111111	0.9385238095238095	0.9237352941176471	0.81525	0.8641666666666666	0.9261999999999999	0.9087	0.9271666666666667	0.8394999999999999	0.8790714285714286	0.9735	0.9587857142857144	0.8801
bladder_epithelial	0.9379142857142856	0.9424666666666666	0.9415500000000001	0.9408333333333333	0.9656666666666667	0.85	0.9696181818181818	0.96645	0.9867333333333335	0.9683249999999999	0.008499999999999999	0.9352571428571428	0.9480888888888888	0.3554666666666667	0.9134399999999999	0.8120666666666667	0.9649714285714286	0.9222588235294118	0.8640000000000001	0.08533333333333333	0.9496399999999999	0.96904	0.8956666666666667	0.95178	0.9486000000000001	0.9523333333333334	0.8319428571428572	0.97582
blood_b	0.02002857142857143	0.9564666666666666	0.9436500000000001	0.9049333333333334	0.9672333333333334	0.9642	0.9776363636363635	0.9644499999999999	0.9571999999999999	0.970125	0.0252	0.9678857142857143	0.9176777777777778	0.9251333333333334	0.70964	0.9737555555555556	0.9226761904761904	0.9410823529411765	0.054380000000000005	0.9694666666666667	0.5914	0.94744	0.9616666666666667	0.8564400000000001	0.8780285714285714	0.9782666666666667	0.9141428571428571	0.9643
blood_granulocytes	0.02204761904761905	0.9912222222222221	0.9664166666666666	0.9628333333333333	0.9818888888888889	0.8154166666666667	0.9668787878787878	0.9820833333333333	0.961	0.9817083333333333	0.017666666666666667	0.9523809523809522	0.9584814814814816	0.9408888888888889	0.9725999999999999	0.9707037037037036	0.9388095238095239	0.03056862745098039	0.9632666666666667	0.9756666666666667	0.8083333333333335	0.9732	0.984	0.9714333333333335	0.984047619047619	0.9716666666666667	0.9307142857142856	0.9587
blood_monocytes	0.011142857142857144	0.9801111111111113	0.9730277777777778	0.9549444444444443	0.9819444444444444	0.8246666666666668	0.9413636363636364	0.9772916666666666	0.9524444444444443	0.9742083333333333	0.017499999999999998	0.955	0.9650370370370371	0.9608888888888889	0.9719333333333333	0.9745185185185186	0.955031746031746	0.5717254901960783	0.9605333333333334	0.9551111111111111	0.8328666666666668	0.9664	0.9925555555555556	0.9475000000000001	0.9702380952380952	0.9713333333333334	0.9259047619047619	0.9662000000000001
blood_nk	0.00842857142857143	0.9696666666666666	0.9444166666666667	0.9492222222222222	0.9835555555555554	0.9576666666666668	0.9485454545454545	0.9690416666666667	0.9656666666666666	0.9884375	0.029583333333333333	0.9670952380952382	0.9477222222222221	0.9776666666666666	0.8966	0.9873333333333334	0.7382857142857141	0.9490784313725489	0.8911666666666668	0.9497777777777778	0.19093333333333332	0.9569333333333333	0.9887777777777776	0.6024333333333333	0.9274285714285714	0.9683333333333333	0.9258571428571427	0.9626333333333333
blood_t_cd4	0.061457142857142856	0.9595333333333332	0.92615	0.8888666666666667	0.9577500000000001	0.957925	0.9019545454545455	0.9695375	0.9276333333333333	0.968825	0.037974999999999995	0.9538857142857143	0.9249055555555555	0.9545999999999999	0.83354	0.9639	0.8948714285714285	0.9343411764705885	0.8847100000000001	0.9199999999999999	0.73594	0.9414600000000002	0.9539000000000002	0.09462	0.8686857142857143	0.9565333333333333	0.9143285714285714	0.9380700000000001
blood_t_cd8	0.03805714285714286	0.9627333333333334	0.9145916666666668	0.8692	0.96455	0.9708	0.8798727272727274	0.9678749999999999	0.9217333333333333	0.96655625	0.0402	0.9537142857142857	0.9121944444444445	0.9536333333333333	0.8362599999999999	0.9679	0.8622809523809524	0.9268941176470589	0.85747	0.9337000000000002	0.6580600000000001	0.9523999999999999	0.9561	0.14071000000000003	0.8572857142857144	0.9569333333333333	0.9071571428571428	0.93688
breast_basal_epithelial	0.9481428571428572	0.9713333333333333	0.9624166666666666	0.9670416666666666	0.96525	0.9809375	0.9767727272727273	0.8865625	0.9628333333333333	0.25840625	0.00675	0.9437499999999999	0.9587916666666667	0.9830833333333333	0.9788499999999999	0.9385277777777777	0.9658690476190477	0.9783529411764706	0.964325	0.9628333333333333	0.9246499999999999	0.9733	0.9719166666666667	0.964425	0.9637142857142856	0.9531666666666666	0.9804285714285714	0.9817
breast_luminal_epithelial	0.9480952380952381	0.9847777777777779	0.9752222222222221	0.9665555555555555	0.9727222222222222	0.96975	0.9548484848484847	0.7902083333333335	0.9540000000000001	0.9052083333333334	0.0025833333333333333	0.9334285714285714	0.9356481481481481	0.9758888888888889	0.9801333333333333	0.2690740740740741	0.9616507936507936	0.9728039215686275	0.9002	0.5522222222222222	0.9693333333333333	0.9582	0.9822222222222222	0.9745666666666667	0.9785238095238097	0.987111111111111	0.9813809523809525	0.9849
colon_endocrine	0.9117619047619047	0.03233333333333334	0.9369722222222222	0.9442222222222223	0.9788333333333333	0.9491666666666666	0.929939393939394	0.9509583333333333	0.8193333333333334	0.9590625	0.007	0.9686666666666667	0.9545370370370371	0.9806666666666666	0.9385333333333333	0.8735185185185186	0.9403015873015873	0.9397254901960784	0.8553000000000001	0.8714444444444444	0.9683333333333333	0.9639333333333333	0.7466666666666667	0.9564666666666667	0.939857142857143	0.9905555555555555	0.9535714285714286	0.8986333333333333
colon_epithelial	0.9042	0.019133333333333332	0.9310333333333333	0.9700333333333333	0.9676666666666666	0.9567500000000001	0.9313818181818181	0.953275	0.8404666666666667	0.9516375	0.0058	0.9569714285714286	0.9600777777777779	0.9836666666666666	0.9416400000000001	0.8899333333333332	0.9501714285714286	0.944670588235294	0.8491000000000002	0.9115333333333332	0.93072	0.9350799999999999	0.8092666666666666	0.94002	0.9226285714285714	0.9707333333333332	0.9517714285714286	0.9565999999999999
endometrium_epithelial	0.9364761904761904	0.8786666666666667	0.9408333333333333	0.9576666666666666	0.9684444444444446	0.9737499999999999	0.9455151515151515	0.8487083333333333	0.063	0.9309999999999999	0.015916666666666666	0.9569523809523809	0.9516481481481481	0.9483333333333333	0.5927333333333332	0.8943703703703703	0.9543650793650794	0.9539019607843137	0.8312333333333334	0.8584444444444445	0.9437333333333333	0.9625333333333334	0.7901111111111111	0.9435333333333333	0.9342857142857143	0.954888888888889	0.9422857142857145	0.9652
fallopian_epithelial	0.9555714285714285	0.8785555555555556	0.9140555555555556	0.9541666666666667	0.9752222222222221	0.9582499999999999	0.9877272727272728	0.9140416666666665	0.20655555555555558	0.9244791666666666	0.009916666666666666	0.9659047619047619	0.9583148148148148	0.9853333333333332	0.9150666666666666	0.9782962962962963	0.9606825396825397	0.9744313725490196	0.8919333333333332	0.960111111111111	0.9499333333333334	0.9661333333333334	0.8990000000000001	0.9744333333333334	0.979952380952381	0.04744444444444445	0.944952380952381	0.9730666666666669
fibroblast	0.7317959183673469	0.9292857142857143	0.873047619047619	0.9196190476190476	0.8781428571428572	0.8887142857142856	0.9438701298701299	0.9328392857142856	0.8604761904761905	0.9036071428571428	0.04732142857142857	0.8811428571428571	0.8748174603174602	0.9484761904761905	0.8966000000000001	0.7355079365079364	0.9023469387755102	0.8594705882352941	0.7789714285714285	0.7569047619047619	0.8695142857142858	0.8844	0.8706190476190475	0.8732285714285715	0.8981836734693877	0.9615238095238096	0.9345102040816325	0.8957714285714286
gastric_epithelial	0.907063492063492	0.7911481481481482	0.9480462962962962	0.9602037037037038	0.8921481481481481	0.9409722222222222	0.09811111111111112	0.9348333333333334	0.8343333333333333	0.9465277777777779	0.022305555555555554	0.9726031746031746	0.9724074074074074	0.9727407407407408	0.9538444444444445	0.7977654320987654	0.9434444444444442	0.9578823529411764	0.9351	0.9548148148148149	0.9363111111111111	0.9616444444444446	0.8730370370370371	0.9648555555555556	0.8600476190476191	0.9814074074074074	0.8944761904761904	0.9631666666666666
heart_cardiomyocyte	0.9608809523809524	0.9254444444444445	0.9680277777777778	0.9676944444444445	0.06041666666666667	0.9774583333333333	0.9678636363636363	0.92125	0.9722777777777777	0.9461666666666666	0.012708333333333334	0.9777857142857141	0.9699629629629629	0.9685	0.9504	0.9620555555555557	0.9468650793650794	0.9602745098039215	0.9744537037037038	0.9661111111111111	0.9056916666666668	0.05933333333333334	0.9448888888888889	0.9703333333333332	0.891952380952381	0.9789444444444445	0.9853333333333333	0.7947000000000001
kidney_glomerular_endothel	0.9501428571428572	0.9845555555555555	0.9373611111111112	0.9860000000000001	0.9694444444444446	0.9704166666666666	0.9796666666666667	0.939625	0.8568888888888889	0.9176458333333333	0.02708333333333333	0.9518571428571428	0.9529074074074074	0.9697777777777778	0.9421333333333335	0.8754444444444444	0.9715714285714285	0.9268235294117648	0.9437666666666668	0.8993333333333333	0.9316	0.9352666666666667	0.9357777777777777	0.7058666666666666	0.9632857142857142	0.9785555555555555	0.9816190476190476	0.9773999999999999
kidney_glomerular_podocytes	0.9474761904761904	0.9703333333333334	0.9730555555555557	0.9825555555555555	0.953	0.9694166666666667	0.9685454545454547	0.7667083333333333	0.8945555555555557	0.9232083333333333	0.009416666666666667	0.9555714285714285	0.9597222222222221	0.9635555555555556	0.08486666666666666	0.9303333333333335	0.9620634920634922	0.9633725490196078	0.7525333333333334	0.8645555555555555	0.9464	0.8786666666666666	0.8742222222222221	0.8117333333333333	0.949	0.8248888888888888	0.9651904761904763	0.9817999999999999
