	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
adipocytes	0.7547777777777779	0.9255555555555556	0.9224242424242425	0.9603999999999999	0.9054545454545454	0.9047777777777779	0.9074444444444446	0.8784736842105264	0.9430606060606062	0.93575	0.9545185185185184	0.9593333333333333	0.9618000000000001	0.7595555555555555	0.9418888888888889	0.8928333333333334	0.9183333333333333	0.9676666666666666	0.8997272727272728	0.8296666666666667	0.9590555555555556	0.9143333333333333	0.9276666666666666
aorta_endothel	0.8395833333333333	0.727	0.9160454545454546	0.9254	0.863	0.8971666666666667	0.9463333333333332	0.9171842105263159	0.940590909090909	0.9255	0.9107222222222222	0.959	0.9518	0.9513333333333334	0.8939999999999999	0.913875	0.8587	0.9522857142857144	0.9033181818181817	0.8919999999999999	0.94025	0.7429999999999999	0.9475
bladder_epithelial	0.08218333333333334	0.9257	0.9796727272727273	0.96316	0.9486545454545455	0.9504666666666667	0.9531333333333333	0.9376947368421051	0.9746545454545454	0.9147500000000001	0.9635111111111112	0.8852666666666668	0.93348	0.9583333333333334	0.9676	0.8583500000000001	0.84784	0.6640571428571429	0.05318181818181818	0.9006000000000001	0.9817333333333333	0.661	0.9336499999999999
blood_b	0.8057000000000001	0.9650666666666666	0.941690909090909	0.9675600000000001	0.9373454545454545	0.9151333333333334	0.26313333333333333	0.9477578947368421	0.9282	0.9297000000000001	0.9579555555555554	0.9827999999999999	0.9369599999999998	0.8157333333333334	0.9881333333333332	0.84745	0.8950800000000001	0.969	0.6248	0.8626000000000001	0.8922333333333332	0.8117333333333334	0.9702
blood_granulocytes	0.8716111111111111	0.9806666666666666	0.9573333333333333	0.8724666666666668	0.9696666666666666	0.023888888888888887	0.9482222222222222	0.9685964912280701	0.9714242424242426	0.9333333333333332	0.9725740740740739	0.9798888888888889	0.8789333333333332	0.0022222222222222222	0.9748888888888888	0.627	0.9441333333333333	0.9679047619047619	0.9653333333333333	0.8557777777777779	0.8897222222222222	0.9366666666666666	0.9721666666666665
blood_monocytes	0.87	0.9893333333333333	0.9644545454545455	0.9316666666666666	0.974090909090909	0.7036666666666666	0.9693333333333333	0.9783508771929824	0.9590303030303029	0.9639166666666666	0.9795370370370371	0.9625555555555555	0.9564	0.0024444444444444444	0.9673333333333334	0.8336666666666667	0.902	0.973095238095238	0.9526363636363637	0.8921111111111112	0.8969444444444443	0.9486666666666667	0.9726666666666667
blood_nk	0.8691944444444445	0.9824444444444445	0.9403939393939393	0.9590666666666667	0.9732121212121211	0.8969999999999999	0.940111111111111	0.9679122807017544	0.09954545454545455	0.9029999999999999	0.9730555555555555	0.990888888888889	0.9321333333333334	0.9175555555555556	0.9626666666666667	0.89	0.9398	0.9734285714285713	0.9623636363636363	0.9217777777777778	0.023555555555555555	0.886888888888889	0.9834166666666667
blood_t_cd4	0.8183833333333335	0.9442499999999999	0.9176	0.93782	0.9384272727272729	0.9446333333333333	0.9005333333333333	0.9500842105263156	0.35605454545454546	0.87585	0.9547222222222222	0.9686	0.92332	0.9498333333333335	0.9632666666666667	0.8546249999999999	0.87144	0.9591	0.9564727272727274	0.9029333333333334	0.7336833333333332	0.8554666666666668	0.9671750000000001
blood_t_cd8	0.7916166666666667	0.9446	0.9058454545454545	0.9373600000000002	0.9483545454545455	0.9309666666666668	0.8556666666666668	0.9459052631578947	0.16198181818181817	0.8519	0.9569611111111112	0.9673666666666667	0.9197199999999999	0.9334666666666666	0.9613666666666667	0.8564250000000001	0.8718200000000002	0.9541714285714284	0.9517636363636365	0.9044333333333332	0.4470666666666666	0.8291666666666666	0.964575
breast_basal_epithelial	0.9247916666666667	0.8964583333333334	0.9425227272727272	0.977	0.9513863636363636	0.9675833333333334	0.9765833333333332	0.4208947368421052	0.9807727272727271	0.935375	0.9591944444444445	0.9347500000000001	0.6572499999999999	0.9068333333333334	0.9416666666666667	0.90125	0.8848499999999999	0.9731785714285714	0.10618181818181818	0.9552499999999999	0.9595	0.7129166666666666	0.775
breast_luminal_epithelial	0.5551388888888888	0.9390555555555555	0.9771818181818183	0.9757999999999999	0.969030303030303	0.9694444444444444	0.976	0.895578947368421	0.9786666666666668	0.9466666666666667	0.9673148148148148	0.9574444444444444	0.18553333333333333	0.9283333333333333	0.9107777777777777	0.874	0.9138000000000001	0.9785714285714285	0.8591212121212122	0.9177777777777778	0.9714444444444443	0.7795555555555556	0.8801666666666667
colon_endocrine	0.09516666666666666	0.9421666666666667	0.9746363636363636	0.9604	0.9388787878787879	0.9458888888888889	0.8834444444444444	0.9476140350877191	0.971818181818182	0.941	0.9765740740740741	0.08722222222222221	0.9788	0.9492222222222222	0.9115555555555556	0.9836666666666667	0.9362	0.732904761904762	0.926121212121212	0.7330000000000001	0.9667222222222223	0.88	0.87
colon_epithelial	0.09513333333333333	0.9079666666666666	0.9660727272727272	0.945	0.9086727272727273	0.9340666666666667	0.9121333333333332	0.9378631578947368	0.9653454545454545	0.94815	0.9700111111111112	0.017733333333333337	0.9498800000000001	0.9327333333333334	0.9199999999999999	0.9511499999999999	0.92072	0.8159142857142857	0.9541818181818181	0.6832666666666667	0.9577	0.8832666666666666	0.9506499999999999
endometrium_epithelial	0.11972222222222222	0.8766666666666666	0.9455757575757576	0.9697999999999999	0.9391515151515151	0.8423333333333334	0.9682222222222222	0.9530350877192982	0.9663636363636364	0.8476666666666667	0.9431296296296295	0.6754444444444445	0.9306666666666666	0.9458888888888889	0.7773333333333333	0.08891666666666666	0.7820666666666667	0.9669523809523809	0.8952121212121211	0.9426666666666667	0.9476666666666667	0.653	0.91375
fallopian_epithelial	0.07697222222222222	0.9659444444444444	0.9562727272727273	0.9754666666666667	0.968969696969697	0.9772222222222222	0.9635555555555556	0.9426140350877193	0.9733333333333333	0.8458333333333333	0.12296296296296298	0.9631111111111111	0.9802	0.960111111111111	0.8324444444444444	0.9406666666666667	0.8418	0.981904761904762	0.851090909090909	0.9205555555555556	0.9723333333333333	0.6272222222222222	0.9479166666666666
fibroblast	0.7357857142857142	0.8599761904761906	0.8813506493506494	0.9267428571428572	0.8028441558441558	0.774	0.831095238095238	0.8857518796992482	0.9090129870129869	0.8669999999999999	0.9247857142857143	0.9358571428571427	0.940657142857143	0.8063809523809525	0.8475714285714285	0.8051071428571429	0.6837142857142858	0.9143877551020407	0.864103896103896	0.8373333333333334	0.9219999999999999	0.6714761904761904	0.9278571428571427
gastric_epithelial	0.03325925925925926	0.8470925925925926	0.9514141414141414	0.8702666666666666	0.9625757575757576	0.9273333333333333	0.9307777777777778	0.8994035087719298	0.9585656565656565	0.9645833333333331	0.9434567901234568	0.9588518518518518	0.9690444444444444	0.9311111111111112	0.19751851851851854	0.9030833333333335	0.843488888888889	0.9599841269841269	0.9124040404040404	0.8210370370370371	0.9513888888888888	0.7728888888888888	0.9364722222222223
heart_cardiomyocyte	0.6070416666666667	0.9359444444444445	0.9495	0.7989666666666668	0.07257575757575757	0.9715555555555556	0.9505	0.9237368421052631	0.9800303030303031	0.8241666666666667	0.9669351851851852	0.977	0.9580666666666665	0.7633333333333332	0.947388888888889	0.9553333333333333	0.9412666666666668	0.9880714285714286	0.9128333333333334	0.9074444444444443	0.9135555555555556	0.8308333333333332	0.941
kidney_glomerular_endothel	0.6921111111111111	0.9421666666666667	0.9204848484848484	0.9619333333333332	0.9314545454545454	0.9366666666666666	0.9611111111111111	0.9088421052631578	0.9630606060606061	0.9636666666666667	0.9554074074074074	0.9693333333333333	0.9805333333333334	0.8753333333333333	0.9512222222222223	0.9164166666666667	0.902	0.9644761904761906	0.9177878787878787	0.9302222222222222	0.9465	0.9496666666666665	0.9460833333333333
kidney_glomerular_podocytes	0.15194444444444444	0.8867777777777778	0.9517878787878788	0.9299333333333334	0.9485151515151515	0.9222222222222222	0.9464444444444444	0.9377368421052631	0.9766666666666666	0.9091666666666667	0.9331851851851853	0.9758888888888889	0.7545999999999999	0.7684444444444445	0.9171111111111111	0.7651666666666667	0.8422666666666666	0.9761428571428571	0.7856969696969697	0.8045555555555556	0.9207222222222223	0.8186666666666668	0.9366666666666665
kidney_tubular_endothel	0.6441111111111111	0.9639444444444445	0.9481515151515151	0.9577333333333332	0.9571818181818182	0.9278888888888889	0.9819999999999999	0.9203333333333333	0.9548181818181818	0.9434166666666667	0.9560740740740741	0.9742222222222222	0.9707333333333333	0.8233333333333333	0.9597777777777777	0.8661666666666666	0.8618	0.9697619047619047	0.9355757575757576	0.8955555555555557	0.9503333333333334	0.9418888888888889	0.9658333333333333
kidney_tubular_epithelial	0.051638888888888894	0.8981666666666666	0.9561212121212121	0.9601333333333333	0.9627272727272728	0.9504444444444444	0.9463333333333335	0.924719298245614	0.9755757575757577	0.9206666666666665	0.9427592592592594	0.9816666666666666	0.6942666666666666	0.8982222222222221	0.9347777777777777	0.75625	0.9006000000000002	0.9784285714285715	0.7268484848484849	0.7745555555555556	0.9301111111111112	0.8407777777777777	0.9485
liver_hepatocytes	0.5832361111111112	0.062	0.9668636363636364	0.9373000000000001	0.8870757575757576	0.9556666666666667	0.9697777777777778	0.9317631578947368	0.947469696969697	0.8211666666666667	0.9144907407407407	0.9514999999999999	0.9187666666666666	0.9510555555555555	0.853611111111111	0.9315833333333333	0.7913333333333333	0.9720476190476192	0.9698787878787879	0.8285	0.963111111111111	0.7549999999999999	0.8406249999999998
lung_alveolar_endothel	0.6487777777777777	0.7862222222222223	0.9631818181818183	0.9777333333333335	0.8406060606060607	0.9478888888888889	0.9501111111111111	0.9200350877192983	0.9580909090909091	0.9089166666666667	0.9271481481481483	0.9476666666666667	0.9749333333333333	0.8916666666666666	0.9795555555555556	0.9427499999999999	0.8403333333333333	0.9683809523809522	0.9402727272727273	0.9097777777777778	0.9578333333333333	0.8482222222222222	0.9286666666666666
