	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
adipocytes	0.7253333333333334	0.9055555555555556	0.8518888888888889	0.7391481481481481	0.8888888888888888	0.9212916666666667	0.8911250000000001	0.9763333333333334	0.9217777777777778	0.9045	0.8991250000000001	0.8210555555555555	0.9255925925925926	0.8830666666666667	0.9402499999999999	0.9650833333333333	0.9511	0.8248333333333333	0.9687575757575758	0.8805333333333333	0.9366333333333333	0.9396666666666667	0.7435333333333333	0.9453333333333332	0.8956666666666666	0.8093888888888889
aorta_endothel	0.9293333333333333	0.9424999999999999	0.9286666666666668	0.8860555555555555	0.8757499999999999	0.94028125	0.895125	0.9756428571428573	0.966	0.9361249999999999	0.9432499999999999	0.8745833333333333	0.9453888888888888	0.8649	0.941875	0.907875	0.91595	0.8992500000000001	0.9577727272727272	0.8748	0.9562000000000002	0.9241666666666668	0.8532	0.9093333333333333	0.804625	0.9060833333333334
bladder_epithelial	0.9364666666666667	0.9476666666666667	0.9386000000000001	0.9558444444444444	0.9215333333333333	0.9202375	0.886275	0.8955428571428572	0.8320666666666666	0.9467500000000001	0.9323750000000001	0.9359666666666667	0.9399111111111111	0.07851999999999999	0.9722500000000001	0.9169	0.9559999999999998	0.7768	0.9654	0.8921199999999999	0.13163999999999998	0.9699333333333333	0.8567200000000001	0.9301999999999999	0.8915000000000001	0.9632666666666667
blood_b	0.074	0.9160666666666666	0.9685333333333335	0.9795333333333334	0.8542000000000002	0.9168749999999999	0.8583250000000001	0.9106571428571428	0.9309000000000001	0.9339000000000001	0.9508749999999999	0.8473	0.9633111111111111	0.90428	0.9713499999999999	0.8566	0.9472800000000001	0.9496499999999999	0.4483090909090909	0.82012	0.89444	0.9547666666666668	0.9169999999999998	0.8426	0.924	0.9759
blood_granulocytes	0.035555555555555556	0.7775555555555554	0.9613333333333333	0.9672962962962962	0.9499999999999998	0.9687708333333332	0.9676666666666667	0.9591904761904763	0.9685	0.7106666666666666	0.7192500000000001	0.9460555555555555	0.9662592592592594	0.8298	0.93825	0.92125	0.9605666666666667	0.051583333333333335	0.9521515151515151	0.9756	0.8831333333333333	0.9697777777777777	0.009866666666666664	0.9386666666666666	0.9373333333333335	0.9835555555555556
blood_monocytes	0.014444444444444446	0.8725555555555555	0.963	0.9669259259259259	0.9343888888888888	0.9712083333333333	0.9667916666666666	0.9767142857142858	0.9775555555555556	0.8262499999999999	0.8245000000000001	0.9357222222222222	0.9758148148148148	0.8701333333333333	0.9556666666666667	0.8881666666666667	0.9561333333333333	0.7748333333333334	0.9675454545454545	0.9594666666666667	0.9264000000000001	0.9674999999999999	0.0048000000000000004	0.9532222222222222	0.8955000000000001	0.9625
blood_nk	0.061	0.9495555555555555	0.9881111111111109	0.9611481481481481	0.9082777777777779	0.9572708333333333	0.9732083333333333	0.9662380952380952	0.9450555555555556	0.9662499999999999	0.8037916666666666	0.9020555555555556	0.9702592592592593	0.9358666666666667	0.98325	0.8566666666666668	0.9438666666666666	0.9276666666666668	0.9606363636363637	0.1268	0.9291666666666667	0.9409444444444444	0.9402666666666667	0.9285555555555555	0.9024166666666668	0.9589444444444445
blood_t_cd4	0.07573333333333333	0.9106333333333332	0.9567666666666668	0.9492	0.8527333333333333	0.9463437499999999	0.9337499999999999	0.9641571428571428	0.9274833333333333	0.9558500000000001	0.9422499999999999	0.8572666666666666	0.9499444444444445	0.8878599999999999	0.9735250000000001	0.760725	0.93233	0.924925	0.9575363636363635	0.86806	0.88911	0.9560833333333332	0.90184	0.8757666666666666	0.895675	0.9551666666666666
blood_t_cd8	0.08596666666666666	0.9223333333333332	0.9623999999999999	0.9486333333333332	0.89315	0.9511875	0.9503	0.9595428571428573	0.9022333333333332	0.95	0.9488000000000001	0.8251666666666667	0.9495666666666667	0.8872199999999999	0.955275	0.75755	0.9119499999999998	0.925075	0.9450181818181818	0.56542	0.9103600000000001	0.9573	0.8866200000000001	0.8574333333333332	0.9000999999999999	0.9473166666666666
breast_basal_epithelial	0.9793333333333333	0.9247500000000001	0.9191666666666666	0.9299444444444444	0.9138333333333333	0.9529062500000001	0.93296875	0.8643571428571429	0.9746250000000001	0.9577499999999999	0.90671875	0.17558333333333334	0.9469166666666667	0.9414	0.9565625000000001	0.869125	0.19785000000000003	0.9610625	0.9718863636363637	0.9170999999999999	0.8275750000000001	0.9740416666666667	0.9082000000000001	0.8991666666666668	0.9796875	0.9765833333333332
breast_luminal_epithelial	0.9651111111111111	0.9794444444444445	0.7966666666666667	0.907962962962963	0.8995555555555557	0.9676041666666667	0.9439166666666666	0.9735714285714286	0.9645	0.9746666666666668	0.9475416666666668	0.8671666666666665	0.8957407407407407	0.9542	0.94875	0.9471666666666666	0.3165	0.9500833333333333	0.9438787878787879	0.8944666666666667	0.9498666666666667	0.9855	0.9242666666666667	0.9433333333333334	0.9473333333333334	0.9611666666666666
