	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
adipocytes	0.882888888888889	0.9271333333333333	0.9446666666666665	0.8717619047619047	0.9406666666666667	0.8222222222222223	0.973375	0.8709166666666667	0.9015238095238097	0.9547083333333334	0.04999999999999999	0.9173333333333332	0.9240833333333333	0.8501666666666666	0.7078888888888888	0.8544	0.8389047619047618	0.9234999999999999	0.9140303030303031	0.8947948717948718	0.8187500000000001	0.9388666666666667	0.9267380952380954	0.958888888888889	0.9367222222222221
aorta_endothel	0.867	0.9135	0.90925	0.8931428571428571	0.9409000000000001	0.9616666666666667	0.9593125	0.9351875	0.8823571428571428	0.9623125000000001	0.063875	0.9149	0.9126875	0.945125	0.7891666666666667	0.8358	0.9362857142857143	0.889375	0.9056363636363637	0.8920384615384616	0.94325	0.958	0.9590357142857142	0.906	0.895
bladder_epithelial	0.12146666666666668	0.95076	0.8577999999999999	0.8034571428571429	0.9396000000000001	0.9718666666666665	0.9748000000000001	0.9534749999999999	0.9288285714285716	0.956775	0.16067857142857145	0.97118	0.95845	0.97835	0.6749333333333334	0.92316	0.6481142857142858	0.6901499999999999	0.9242181818181818	0.8480000000000001	0.9149500000000002	0.9528800000000001	0.9558285714285715	0.2309333333333333	0.9410666666666666
blood_b	0.8863333333333333	0.9553200000000001	0.9537000000000001	0.910142857142857	0.9508000000000001	0.9578666666666666	0.9725249999999999	0.30884999999999996	0.9314285714285715	0.927575	0.13422857142857145	0.9239	0.8686499999999999	0.9335000000000001	0.8633999999999998	0.9115200000000001	0.8986571428571428	0.90805	0.9474363636363636	0.8931076923076924	0.90005	0.8942	0.016214285714285716	0.9679333333333334	0.9689666666666665
blood_granulocytes	0.9420000000000001	0.0896	0.9735833333333334	0.9450476190476191	0.9580000000000001	0.7655555555555557	0.9827916666666666	0.9747500000000001	0.9761428571428571	0.9348333333333333	0.056226190476190464	0.9185666666666669	0.9286249999999999	0.21491666666666664	0.8006666666666667	0.9564666666666667	0.9498571428571428	0.949	0.9644242424242423	0.9665641025641025	0.9575833333333333	0.9050666666666668	0.9316428571428571	0.9482222222222223	0.9838333333333334
blood_monocytes	0.9279999999999999	0.8502666666666666	0.9658333333333333	0.9418095238095239	0.9853	0.8163333333333332	0.9757916666666667	0.9651249999999999	0.9646666666666667	0.9436666666666667	0.05970238095238096	0.9477666666666668	0.9528333333333333	0.01891666666666667	0.8753333333333333	0.9604666666666667	0.968904761904762	0.9639166666666666	0.9642727272727273	0.9656153846153845	0.9743333333333334	0.9006	0.7017142857142856	0.9555555555555556	0.9730555555555557
blood_nk	0.8932222222222221	0.9598666666666666	0.96175	0.8980952380952382	0.9648666666666665	0.9701111111111111	0.9860416666666666	0.96325	0.9729999999999999	0.136125	0.10000000000000002	0.9643333333333333	0.9340833333333333	0.9615	0.8977777777777778	0.9266	0.8726666666666668	0.9224166666666666	0.9434242424242424	0.9220769230769231	0.9489166666666667	0.10446666666666667	0.5703095238095238	0.952111111111111	0.9749444444444445
blood_t_cd4	0.8589	0.9583	0.9418500000000002	0.8865714285714285	0.9520799999999998	0.9703333333333332	0.9596625	0.9368624999999999	0.9241000000000001	0.23763749999999995	0.10365357142857143	0.9543800000000001	0.9224375	0.9512500000000002	0.8297000000000001	0.8635599999999999	0.9252285714285714	0.8916499999999999	0.9482636363636363	0.8863384615384616	0.9245000000000001	0.89666	0.8030428571428573	0.9567666666666665	0.9555333333333333
blood_t_cd8	0.8517333333333333	0.9496800000000001	0.9319	0.8742285714285714	0.93628	0.9675333333333332	0.960375	0.9446375	0.9441571428571429	0.1461375	0.14593928571428574	0.9509999999999998	0.9263875	0.95	0.8480666666666666	0.84518	0.9034428571428572	0.9022499999999999	0.9540909090909093	0.8531538461538462	0.936275	0.75536	0.8244	0.9536333333333333	0.9483666666666666
breast_basal_epithelial	0.06075	0.9675000000000001	0.9794375	0.9328571428571428	0.947875	0.9618333333333333	0.97990625	0.93846875	0.9558928571428572	0.95184375	0.10530357142857144	0.932225	0.8973437499999999	0.9326249999999999	0.10716666666666665	0.9360999999999999	0.95675	0.869	0.9046363636363637	0.9762307692307691	0.952375	0.8627	0.9305178571428572	0.9285	0.9669166666666666
