	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
adipocytes	0.8224166666666667	0.9433030303030304	0.9292916666666665	0.9591666666666666	0.9314999999999999	0.9361999999999999	0.9755555555555556	0.9378888888888889	0.9568571428571429	0.9162222222222223	0.9161666666666667	0.8937777777777778	0.8553333333333334	0.85175	0.8941111111111112	0.8987333333333334	0.9109230769230771	0.9455	0.8489999999999999	0.9686666666666666	0.7915208333333333	0.8304814814814815	0.9574999999999999	0.9515555555555556	0.9472222222222223	0.8755000000000001
aorta_endothel	0.791625	0.940590909090909	0.9119375000000001	0.9259	0.914625	0.9126999999999998	0.8236666666666665	0.9336666666666666	0.9312857142857143	0.8021666666666667	0.8007500000000001	0.8614166666666666	0.7455999999999999	0.9361250000000001	0.9384999999999999	0.9317	0.944423076923077	0.92025	0.855	0.9626	0.9124062500000001	0.9234444444444445	0.67125	0.9739999999999999	0.8291666666666666	0.904875
bladder_epithelial	0.8605	0.9149090909090909	0.95875	0.9488800000000002	0.95525	0.9033599999999999	0.9566666666666667	0.8010666666666666	0.9640857142857143	0.8881333333333332	0.9317	0.9360333333333333	0.7695599999999999	0.1902	0.9082666666666664	0.9319599999999999	0.9487384615384615	0.9348666666666668	0.8662000000000001	0.9765599999999999	0.1082125	0.952	0.058499999999999996	0.9670666666666665	0.7408666666666666	0.9436
blood_b	0.08460000000000001	0.9813818181818181	0.9426	0.95444	0.8120999999999998	0.96004	0.9338666666666666	0.9553333333333333	0.9641428571428572	0.9728666666666668	0.9368000000000002	0.9198666666666666	0.88148	0.90465	0.9569333333333333	0.03372	0.9098923076923077	0.8996333333333333	0.9087333333333334	0.61512	0.9172875000000001	0.9631333333333332	0.8895	0.9713333333333333	0.7392000000000001	0.9516
blood_granulocytes	0.06674999999999999	0.9743333333333334	0.9480416666666667	0.9493333333333333	0.9592499999999999	0.9778666666666668	0.9593333333333334	0.948111111111111	0.9507142857142857	0.9647777777777776	0.9171666666666666	0.9342777777777779	0.9483333333333333	0.9364166666666666	0.9778888888888889	0.9596	0.9465897435897435	0.03216666666666666	0.9359999999999999	0.7785333333333333	0.9080625000000001	0.9734444444444444	0.9743333333333334	0.9851111111111112	0.9117777777777777	0.95425
blood_monocytes	0.09891666666666667	0.9694545454545453	0.945625	0.9613666666666667	0.9274166666666667	0.9788666666666668	0.9644444444444445	0.9547777777777777	0.982095238095238	0.9500000000000001	0.8989444444444444	0.961	0.9575333333333332	0.9630833333333332	0.9700000000000001	0.9660000000000001	0.9277179487179487	0.47872222222222227	0.92	0.8449333333333334	0.9060625	0.9811851851851853	0.9823333333333334	0.9792222222222221	0.9159999999999999	0.9648333333333333
blood_nk	0.07775	0.9771212121212121	0.9347916666666668	0.9716333333333335	0.9109166666666667	0.9654666666666666	0.9633333333333334	0.9621111111111111	0.9618571428571429	0.9378888888888889	0.9197222222222222	0.9567222222222221	0.9192	0.9000833333333332	0.9886666666666666	0.9829333333333334	0.9606666666666666	0.9352222222222223	0.9191111111111111	0.016666666666666666	0.6965416666666666	0.96	0.8624166666666667	0.12455555555555557	0.5314444444444445	0.9803333333333333
blood_t_cd4	0.113025	0.9618181818181817	0.8991624999999999	0.9501899999999999	0.8096500000000001	0.95594	0.9457666666666666	0.9155	0.9398428571428571	0.9333	0.96035	0.9185833333333333	0.80854	0.9257	0.9603333333333334	0.9488	0.9504769230769231	0.9501833333333334	0.8737	0.0362	0.5534125000000001	0.9546777777777778	0.92595	0.9551666666666666	0.7260333333333333	0.9492249999999999
blood_t_cd8	0.12277500000000001	0.9678545454545455	0.8975125	0.9465900000000002	0.757725	0.9564600000000001	0.9273666666666666	0.9558666666666668	0.9481571428571428	0.9075999999999999	0.9296833333333332	0.9205499999999999	0.81104	0.9112500000000001	0.9563	0.9303800000000001	0.9643846153846155	0.9379500000000001	0.8952	0.0507	0.56351875	0.9525444444444444	0.8109	0.7998666666666666	0.6731	0.9612
breast_basal_epithelial	0.9538125000000001	0.9098409090909091	0.9184062500000001	0.960725	0.9491875000000001	0.9706999999999999	0.93925	0.8978333333333334	0.9552142857142857	0.9528333333333333	0.063375	0.91425	0.9677	0.94425	0.9739166666666667	0.97845	0.8599615384615384	0.9725	0.9338333333333333	0.9313999999999999	0.10875	0.9646388888888889	0.8806875000000001	0.9771666666666666	0.6740833333333334	0.89325
breast_luminal_epithelial	0.9466666666666667	0.9508484848484849	0.8365833333333333	0.9621666666666666	0.9470833333333334	0.6988666666666666	0.9086666666666666	0.9371111111111112	0.9284285714285714	0.9803333333333333	0.5650000000000001	0.8946666666666667	0.8506666666666666	0.9161666666666667	0.9697777777777778	0.9736666666666666	0.8930256410256411	0.9517777777777777	0.9465555555555557	0.9837999999999999	0.8221666666666666	0.9682962962962963	0.01	0.9739999999999999	0.8064444444444443	0.6651666666666667
colon_endocrine	0.9042499999999999	0.895818181818182	0.938125	0.18743333333333334	0.972	0.8698	0.9495555555555555	0.9535555555555555	0.9297619047619047	0.9779999999999999	0.9710000000000001	0.9261111111111111	0.906	0.90525	0.941	0.9861333333333334	0.9636923076923077	0.9782222222222222	0.7852222222222222	0.9750666666666667	0.9413958333333334	0.9764444444444443	0.9648333333333333	0.244	0.9567777777777778	0.6940833333333334
colon_epithelial	0.8676999999999999	0.8695454545454545	0.95015	0.05056000000000001	0.9700000000000001	0.87416	0.9435333333333332	0.9232666666666667	0.9399428571428571	0.9340666666666666	0.9796333333333334	0.9017333333333333	0.87188	0.8242	0.9553333333333333	0.952	0.9543384615384616	0.9715666666666666	0.9099333333333333	0.97752	0.9400375000000001	0.9650444444444444	0.9486000000000001	0.18646666666666667	0.9525333333333335	0.8061
endometrium_epithelial	0.9215000000000001	0.9428181818181818	0.9481666666666665	0.9565333333333333	0.9674166666666667	0.9383333333333331	0.950888888888889	0.7994444444444443	0.20576190476190478	0.9619999999999999	0.8989444444444444	0.7735	0.8805333333333335	0.9169999999999999	0.9498888888888888	0.899	0.9155897435897437	0.9583333333333331	0.9488888888888889	0.9812666666666666	0.9320208333333334	0.9238518518518518	0.9770833333333333	0.9773333333333333	0.7493333333333333	0.18866666666666668
fallopian_epithelial	0.9665833333333333	0.9531818181818182	0.9185833333333333	0.9567666666666668	0.9716666666666667	0.9710000000000001	0.9748888888888888	0.9453333333333335	0.7468095238095237	0.7680000000000001	0.03688888888888888	0.8547777777777777	0.8490666666666667	0.9203333333333333	0.9774444444444444	0.12986666666666669	0.9035384615384615	0.9613333333333333	0.9768888888888889	0.9846	0.7660833333333334	0.9742222222222221	0.969	0.9823333333333334	0.9445555555555556	0.95175
fibroblast	0.6688571428571428	0.9218051948051948	0.8442142857142858	0.924185714285714	0.8203214285714286	0.8526285714285714	0.888	0.9086190476190478	0.9100816326530613	0.8870952380952379	0.7302380952380952	0.8423809523809523	0.6782285714285715	0.8907499999999999	0.8842380952380952	0.7466857142857143	0.8466263736263736	0.9161904761904761	0.747	0.9358571428571428	0.8675714285714287	0.8376031746031745	0.6551071428571429	0.9219047619047619	0.877952380952381	0.8613214285714285
