	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
adipocytes	0.9556666666666667	0.9286666666666666	0.9536944444444444	0.9415	0.9164761904761903	0.8215925925925925	0.9325	0.9598888888888889	0.7620666666666667	0.8095833333333333	0.8070666666666666	0.934	0.6135	0.9279333333333333	0.7305555555555555	0.9605925925925926	0.5733333333333334	0.8241999999999999	0.9313157894736842	0.891	0.6021666666666666	0.889611111111111	0.8071666666666667
aorta_endothel	0.8442	0.92625	0.941125	0.90425	0.8475714285714284	0.8308888888888888	0.9575833333333335	0.9203333333333334	0.8768	0.871375	0.791	0.9244	0.8983749999999999	0.91915	0.8306666666666667	0.9521666666666666	0.9005000000000001	0.9172999999999999	0.8688947368421052	0.9024090909090908	0.87975	0.8453333333333333	0.939375
bladder_epithelial	0.11332	0.9131	0.9089333333333334	0.9353999999999999	0.9277714285714286	0.9202444444444445	0.8352666666666666	0.9345333333333332	0.9471200000000002	0.89455	0.9151199999999999	0.9533200000000001	0.9218	0.9395000000000001	0.9762000000000001	0.9568222222222221	0.61652	0.9037600000000001	0.9366315789473683	0.9306181818181818	0.892	0.12293333333333334	0.9029999999999999
blood_b	0.93544	0.9067000000000001	0.8952	0.9551000000000001	0.8763142857142856	0.9185777777777778	0.9465666666666668	0.9586	0.11132	0.96915	0.8221999999999999	0.9294400000000002	0.92785	0.9080800000000002	0.8702	0.9710888888888889	0.9611199999999999	0.91396	0.9484842105263158	0.9529090909090909	0.9592	0.8909666666666667	0.9675499999999999
blood_granulocytes	0.9591333333333333	0.9228333333333333	0.9275555555555554	0.96225	0.9138571428571428	0.9745185185185186	0.9607222222222221	0.31288888888888894	0.9804666666666666	0.9659999999999999	0.8377333333333333	0.9673999999999999	0.0031666666666666666	0.9738666666666665	0.957	0.9711481481481482	0.9688666666666667	0.7879999999999999	0.9522280701754386	0.8865151515151514	0.9360833333333334	0.9113888888888888	0.97575
blood_monocytes	0.9706666666666667	0.9799166666666667	0.9496388888888889	0.9880833333333333	0.9118571428571429	0.9651111111111111	0.9783333333333334	0.9201111111111112	0.9427333333333333	0.9526666666666667	0.8630666666666666	0.969	0.017499999999999998	0.9683333333333334	0.959	0.9674814814814815	0.9457333333333334	0.9067333333333334	0.9662807017543859	0.9127878787878788	0.9507499999999999	0.9542777777777777	0.9679166666666666
blood_nk	0.9308	0.9073333333333333	0.9203333333333333	0.9322500000000001	0.9219047619047619	0.959925925925926	0.9473888888888888	0.9756666666666667	0.9100666666666667	0.9554166666666667	0.8679333333333333	0.17486666666666664	0.9321666666666667	0.9265333333333333	0.9446666666666667	0.9571481481481481	0.9308000000000001	0.8817999999999998	0.9539298245614036	0.38663636363636367	0.93925	0.9183333333333333	0.9639166666666665
blood_t_cd4	0.94274	0.8623999999999998	0.9030000000000001	0.9442250000000001	0.8548142857142856	0.9221333333333334	0.9516499999999999	0.9677	0.8649000000000001	0.8933	0.83102	0.3661	0.930925	0.9060899999999998	0.9515333333333332	0.9449555555555555	0.9400000000000001	0.88386	0.9285736842105262	0.9196454545454547	0.9140999999999998	0.8591666666666666	0.9412
blood_t_cd8	0.9398800000000002	0.8247	0.8900750000000001	0.9233750000000001	0.8628428571428571	0.9122555555555556	0.9343499999999999	0.9753333333333334	0.86152	0.9471999999999999	0.8587199999999999	0.33737999999999996	0.93835	0.8950699999999999	0.9566666666666667	0.9560666666666666	0.9466800000000001	0.9235599999999999	0.9246315789473684	0.9094090909090911	0.9045250000000001	0.8634666666666668	0.9571999999999999
breast_basal_epithelial	0.9497	0.9224375	0.9664583333333333	0.9484999999999999	0.94075	0.9452222222222222	0.9672083333333332	0.9500833333333333	0.953	0.8928125	0.07765000000000001	0.87395	0.821625	0.9336	0.9906666666666667	0.9862222222222223	0.7605999999999999	0.95385	0.9493157894736842	0.9535454545454546	0.9259999999999999	0.9533333333333334	0.9632499999999999
breast_luminal_epithelial	0.9200666666666667	0.9334166666666667	0.9635555555555556	0.971	0.9653333333333333	0.9591481481481482	0.9656111111111111	0.9388888888888888	0.9620666666666665	0.931	0.8734666666666667	0.9834666666666667	0.9147499999999998	0.9337	0.9878888888888889	0.9750740740740742	0.12420000000000002	0.9406	0.9399122807017543	0.9706363636363636	0.9166666666666666	0.9292777777777778	0.9288333333333333
colon_endocrine	0.015533333333333335	0.91675	0.9274166666666668	0.94525	0.9659047619047619	0.9625185185185184	0.8815555555555554	0.985	0.9313333333333333	0.9235000000000001	0.9734000000000002	0.9575999999999999	0.9208333333333334	0.12986666666666666	0.971	0.9853703703703705	0.9379333333333332	0.9288666666666666	0.6788947368421053	0.9199999999999999	0.8330833333333333	0.5792777777777779	0.9512499999999999
