	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
adipocytes	0.9022222222222224	0.9590666666666667	0.7792222222222223	0.9014444444444445	0.9512222222222223	0.9202666666666667	0.9488888888888888	0.795111111111111	0.8503333333333334	0.7624444444444444	0.9406250000000002	0.9576666666666668	0.8254444444444444	0.8874	0.0083859649122807	0.7585714285714286	0.9678095238095237	0.906	0.7944166666666668	0.9333333333333332	0.9455555555555556	0.8094444444444445	0.7404285714285713	0.9305	0.7776666666666667	0.9465833333333333
aorta_endothel	0.9235555555555555	0.9244999999999999	0.9073333333333334	0.8440000000000001	0.9309166666666668	0.9202	0.7468333333333332	0.9235	0.854	0.8403333333333334	0.9373125	0.889	0.8628333333333333	0.7957000000000001	0.028131578947368424	0.911142857142857	0.9486428571428571	0.938	0.8029999999999999	0.959125	0.9288333333333334	0.907	0.8759999999999999	0.947	0.8916785714285714	0.8714999999999999
bladder_epithelial	0.8438222222222223	0.9642	0.9152666666666667	0.9496666666666667	0.9128000000000001	0.9297599999999999	0.9481999999999999	0.9225333333333333	0.9480285714285713	0.8688666666666667	0.9481000000000002	0.9514666666666667	0.24726666666666666	0.8904	0.009768421052631577	0.8418000000000001	0.9636857142857144	0.9136857142857142	0.9154499999999999	0.95275	0.9239333333333333	0.9637	0.07185714285714287	0.9304	0.9409285714285713	0.9778500000000001
blood_b	0.9112444444444445	0.9565999999999999	0.8958	0.9738666666666667	0.9557333333333332	0.9455199999999999	0.8420666666666665	0.16306666666666664	0.8347142857142856	0.8226666666666667	0.93735	0.9608000000000001	0.8854	0.93492	0.05141052631578948	0.9354857142857143	0.9521714285714286	0.9644	0.9106500000000001	0.82115	0.19313333333333335	0.9238333333333333	0.9635714285714286	0.8211999999999999	0.9324714285714284	0.9521499999999999
blood_granulocytes	0.9495185185185185	0.9756666666666666	0.8425555555555556	0.9496666666666668	0.9657222222222223	0.977	0.9726666666666667	0.10244444444444445	0.9668095238095238	0.8988888888888887	0.8650833333333333	0.9785555555555555	0.9384444444444444	0.9342666666666667	0.006666666666666668	0.987	0.9592857142857142	0.9743333333333334	0.11475	0.9621666666666666	0.9684444444444446	0.7255555555555556	0.9715714285714285	0.652	0.8773095238095238	0.9673333333333334
blood_monocytes	0.917074074074074	0.9521333333333334	0.8678888888888889	0.961	0.9581666666666666	0.9582	0.9580000000000001	0.07866666666666666	0.9767619047619047	0.8908888888888887	0.9155000000000001	0.967111111111111	0.9407777777777778	0.9196	0.002701754385964912	0.9703809523809523	0.9720952380952381	0.9624285714285715	0.9329999999999999	0.9634166666666667	0.9852222222222222	0.570388888888889	0.9693809523809523	0.9193333333333333	0.9077142857142858	0.9562500000000002
blood_nk	0.9005555555555556	0.9551333333333334	0.9236666666666667	0.9619999999999999	0.9670555555555556	0.9514666666666667	0.9027777777777778	0.9634444444444443	0.9268095238095239	0.9009999999999999	0.03716666666666666	0.9768888888888889	0.8938888888888888	0.9336666666666668	0.027192982456140352	0.9640000000000001	0.9500000000000001	0.9584285714285713	0.87475	0.9440833333333334	0.9488888888888889	0.9438333333333334	0.9573809523809523	0.025333333333333333	0.9603809523809524	0.9561666666666667
blood_t_cd4	0.9060666666666666	0.9505799999999999	0.7684999999999998	0.9554666666666668	0.9327	0.95466	0.8873666666666666	0.9653666666666666	0.9349428571428572	0.8283666666666667	0.21155000000000004	0.9532	0.8472333333333333	0.90718	0.04245789473684211	0.8615285714285713	0.8356285714285715	0.9321857142857141	0.8478	0.7467750000000001	0.9605	0.9317	0.9428142857142857	0.700575	0.9388642857142859	0.903575
blood_t_cd8	0.9183333333333333	0.9564199999999998	0.8414333333333334	0.9567666666666665	0.9229499999999999	0.94676	0.8315666666666667	0.9658	0.917657142857143	0.8306333333333333	0.13735	0.9286333333333333	0.8809666666666667	0.90108	0.07352105263157895	0.9356714285714286	0.8455	0.9028142857142857	0.7936249999999999	0.8873	0.9591999999999998	0.9469999999999998	0.9467857142857143	0.48790000000000006	0.9376214285714285	0.8994500000000001
breast_basal_epithelial	0.9364444444444444	0.9652499999999999	0.9245	0.9731666666666667	0.9752916666666668	0.93755	0.9630833333333334	0.9580833333333334	0.9477142857142858	0.15150000000000002	0.98171875	0.9875833333333334	0.8415000000000001	0.8545999999999999	0.00955263157894737	0.8632500000000001	0.97275	0.026357142857142857	0.976125	0.9745625	0.9589166666666666	0.9522083333333333	0.023642857142857143	0.97375	0.9159464285714286	0.9759374999999999
