	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
adipocytes	0.8487999999999999	0.9614666666666668	0.9499166666666667	0.9654285714285713	0.8537083333333334	0.9653333333333333	0.8214166666666666	0.9569166666666667	0.9453030303030303	0.9133999999999999	0.9364	0.04777777777777778	0.8395555555555555	0.9563333333333334	0.9307777777777777	0.8872222222222222	0.7833333333333333	0.9064166666666665	0.9205555555555556	0.7631111111111112	0.9132999999999999	0.892888888888889	0.7447777777777778	0.8786111111111111	0.9186666666666666	0.9519047619047619	0.9547619047619046	0.9739999999999999
aorta_endothel	0.8826999999999998	0.9526	0.953125	0.9184285714285714	0.9088125	0.9056666666666666	0.81025	0.9570000000000001	0.8846363636363636	0.9083000000000001	0.8627999999999999	0.09316666666666668	0.8921666666666668	0.8896428571428572	0.8355833333333333	0.9231666666666667	0.9336666666666666	0.9168333333333333	0.8745833333333334	0.7948333333333333	0.9518000000000001	0.915	0.7641666666666667	0.9136666666666667	0.9466249999999999	0.843	0.9528571428571431	0.9651666666666666
bladder_epithelial	0.9536800000000001	0.97696	0.8060499999999999	0.9649142857142857	0.949475	0.9591333333333335	0.9211499999999999	0.9665000000000001	0.8664181818181819	0.9657199999999999	0.8835599999999999	0.055400000000000005	0.8131333333333334	0.7247428571428571	0.1286	0.7339333333333332	0.7328666666666666	0.8822166666666666	0.9608666666666666	0.6995333333333333	0.96236	0.6892666666666666	0.9233333333333335	0.6959333333333333	0.92935	0.9452285714285713	0.9001714285714284	0.6515333333333333
blood_b	0.15328000000000003	0.977	0.9594000000000001	0.973942857142857	0.9561250000000001	0.9447333333333333	0.7126249999999998	0.9832000000000001	0.9113454545454545	0.9543400000000002	0.9145200000000001	0.11513333333333334	0.9116666666666667	0.9466857142857142	0.8185666666666667	0.9316666666666666	0.9289999999999999	0.8779	0.9429333333333332	0.7674000000000001	0.1325	0.7764666666666666	0.9287999999999998	0.9570666666666666	0.7630000000000001	0.8960571428571429	0.7379428571428571	0.9769333333333334
blood_granulocytes	0.21266666666666667	0.9759333333333334	0.9630833333333334	0.9702857142857142	0.9699166666666666	0.9515555555555556	0.9504166666666668	0.9817499999999999	0.942090909090909	0.9406666666666667	0.9220666666666667	0.049777777777777775	0.9415555555555555	0.8906666666666666	0.9123333333333333	0.9706666666666667	0.9249999999999999	0.9464444444444445	0.2532777777777777	0.717111111111111	0.9213999999999999	0.8853333333333334	0.8686666666666666	0.9676666666666667	0.7321666666666667	0.8881904761904762	0.9737142857142858	0.9750000000000001
blood_monocytes	0.2006	0.9784	0.9434999999999999	0.9734761904761905	0.9729583333333333	0.986111111111111	0.9510833333333332	0.9768333333333333	0.9475757575757576	0.9517666666666665	0.9476666666666667	0.051555555555555556	0.9453333333333332	0.9293333333333335	0.9299444444444444	0.975	0.9418888888888889	0.9434166666666668	0.8134999999999999	0.8047777777777778	0.8907666666666666	0.8915555555555557	0.872	0.968	0.7399999999999999	0.8773809523809524	0.9693333333333333	0.9778888888888888
blood_nk	0.0051333333333333335	0.9782666666666667	0.9588333333333333	0.9856190476190475	0.9410416666666667	0.9083333333333333	0.88325	0.9614166666666667	0.9285151515151515	0.9698333333333333	0.9073333333333333	0.09566666666666668	0.8927777777777778	0.8713333333333333	0.9136666666666665	0.9557777777777777	0.9011111111111112	0.782222222222222	0.9274444444444444	0.6965555555555555	0.9478	0.104	0.8872222222222222	0.9511666666666666	0.0	0.9380952380952382	0.9437142857142858	0.9876666666666667
blood_t_cd4	0.08030000000000001	0.9572200000000001	0.941975	0.9596571428571428	0.9414	0.8465	0.8235374999999999	0.9446999999999999	0.8907181818181819	0.94206	0.93272	0.11396666666666666	0.8277999999999999	0.9417428571428571	0.8118166666666667	0.9662333333333333	0.8863333333333333	0.9095583333333332	0.9454333333333335	0.6712666666666667	0.94214	0.6326666666666666	0.8624	0.9490666666666667	0.15972500000000003	0.8987714285714287	0.9106428571428571	0.9737666666666666
blood_t_cd8	0.032479999999999995	0.9735800000000001	0.9395749999999999	0.9627428571428572	0.917575	0.8726333333333333	0.8366625000000001	0.9266500000000001	0.8717	0.9305499999999999	0.9232400000000001	0.11896666666666667	0.8051	0.9272142857142857	0.7989333333333333	0.9418000000000001	0.8692333333333334	0.8818666666666667	0.9641500000000001	0.6845666666666668	0.9453299999999999	0.6173	0.8446333333333333	0.9496333333333334	0.05505000000000001	0.8968714285714287	0.9311	0.9697333333333333
breast_basal_epithelial	0.94215	0.9777	0.08512499999999999	0.898	0.9233125000000001	0.97075	0.9182812499999999	0.9858750000000001	0.9558409090909091	0.9521499999999998	0.9797	0.029249999999999998	0.9418333333333334	0.9448928571428572	0.9370416666666667	0.5508333333333333	0.9725833333333332	0.9680416666666668	0.9773749999999999	0.17766666666666667	0.955475	0.9505833333333333	0.8753333333333333	0.7638750000000001	0.957125	0.97225	0.9583214285714285	0.9231666666666667
breast_luminal_epithelial	0.9472666666666667	0.976	0.7918333333333334	0.9723333333333333	0.9712083333333333	0.9817777777777777	0.9764583333333334	0.975	0.9659999999999999	0.9705	0.951	0.044333333333333336	0.9039999999999999	0.9145714285714286	0.9376666666666665	0.8396666666666667	0.9745555555555555	0.9496666666666668	0.9082222222222222	0.20877777777777776	0.9670333333333333	0.9313333333333333	0.916	0.8244444444444444	0.9645	0.9388095238095238	0.9596666666666668	0.8254444444444444
colon_endocrine	0.9040666666666667	0.9746666666666667	0.9319166666666666	0.9664285714285713	0.95725	0.0928888888888889	0.9297916666666666	0.9755833333333334	0.9454242424242424	0.8739666666666667	0.9209999999999999	0.062	0.6113333333333334	0.9664285714285713	0.9498333333333333	0.8993333333333333	0.91	0.9100555555555555	0.8738888888888888	0.8638888888888888	0.9644333333333334	0.8928888888888888	0.8335555555555557	0.8422777777777778	0.9531666666666667	0.9458571428571428	0.9156666666666666	0.9704444444444444
colon_epithelial	0.9443599999999999	0.96372	0.9257000000000002	0.9580285714285713	0.9487249999999999	0.09366666666666668	0.9055	0.9600500000000001	0.9506363636363636	0.8776999999999999	0.9163599999999998	0.03266666666666666	0.6722	0.958	0.9051333333333333	0.9232666666666667	0.9366666666666665	0.8957166666666667	0.8639333333333333	0.8348000000000001	0.95536	0.8471333333333332	0.8478	0.8888000000000001	0.96365	0.9364000000000001	0.93	0.9780666666666665
endometrium_epithelial	0.9351333333333333	0.9568	0.9073333333333334	0.954857142857143	0.9714583333333334	0.9697777777777778	0.8315	0.96	0.9433636363636363	0.3972333333333333	0.9622666666666667	0.016333333333333335	0.777	0.933047619047619	0.9336666666666665	0.6348888888888888	0.903	0.8538611111111112	0.9134444444444444	0.7502222222222222	0.8631333333333334	0.9327777777777776	0.9338888888888889	0.9353888888888888	0.96	0.924952380952381	0.9581428571428571	0.9842222222222222
fallopian_epithelial	0.9771333333333333	0.9719333333333333	0.006833333333333334	0.9702857142857143	0.9445416666666667	0.9783333333333334	0.9326249999999999	0.9758333333333332	0.9574545454545454	0.9643666666666667	0.9709333333333333	0.04066666666666666	0.8034444444444443	0.9801904761904762	0.9547222222222222	0.4895555555555555	0.9636666666666667	0.9218333333333333	0.9452777777777778	0.9391111111111113	0.9607	0.9557777777777777	0.8884444444444445	0.9103888888888889	0.9243333333333332	0.9251428571428572	0.9710952380952381	0.9802222222222223
fibroblast	0.7772571428571429	0.9494857142857143	0.8778571428571428	0.9438367346938774	0.843	0.8553333333333334	0.7470714285714285	0.9576428571428572	0.8848961038961038	0.9288571428571429	0.7730571428571428	0.059476190476190474	0.8032380952380952	0.9048775510204081	0.8359047619047619	0.872047619047619	0.8371904761904763	0.7801666666666668	0.8861904761904761	0.6894761904761906	0.8015571428571429	0.8412380952380952	0.6954285714285715	0.8563809523809524	0.9247500000000001	0.8168571428571428	0.891061224489796	0.9330952380952381
gastric_epithelial	0.9142222222222222	0.962911111111111	0.9491111111111111	0.6825873015873016	0.8865833333333333	0.9370370370370371	0.9435	0.22719444444444445	0.935959595959596	0.9470999999999999	0.8791333333333333	0.06351851851851852	0.8370740740740741	0.9597619047619048	0.9467222222222222	0.8201481481481481	0.9552222222222222	0.8938425925925925	0.9093148148148147	0.7985185185185186	0.9496777777777778	0.8555555555555556	0.9077037037037038	0.9073888888888888	0.9774166666666666	0.8936666666666666	0.9631904761904762	0.9622222222222222
heart_cardiomyocyte	0.9397333333333333	0.9727666666666667	0.98375	0.9808333333333333	0.2380833333333333	0.9691111111111109	0.897875	0.9837083333333334	0.9669696969696969	0.9517648148148149	0.9718666666666667	0.015222222222222222	0.9446666666666667	0.9474999999999999	0.920388888888889	0.8531666666666666	0.9182777777777779	0.7995000000000001	0.9710277777777777	0.8711666666666668	0.94965	0.8963333333333332	0.9190555555555555	0.7913611111111111	0.9585	0.9755952380952381	0.9688095238095239	0.9705555555555555
kidney_glomerular_endothel	0.9689333333333332	0.9603999999999999	0.9340833333333333	0.9735714285714284	0.8939583333333333	0.9744444444444444	0.9031250000000001	0.985	0.9395454545454545	0.9251333333333333	0.9400000000000001	0.030111111111111113	0.8684444444444445	0.8529047619047619	0.954388888888889	0.9194444444444443	0.7517777777777779	0.9313333333333332	0.9614444444444444	0.8174444444444445	0.9502666666666667	0.9608888888888888	0.805888888888889	0.9100555555555555	0.9565833333333332	0.9421428571428572	0.9610952380952381	0.9696666666666666
kidney_glomerular_podocytes	0.9308666666666667	0.9622666666666667	0.7890833333333335	0.8853809523809524	0.9431666666666668	0.9637777777777777	0.6529166666666666	0.9826666666666667	0.9690303030303031	0.9558	0.9648	0.06311111111111112	0.9651111111111109	0.7587619047619046	0.941	0.9415555555555556	0.15433333333333335	0.8744722222222222	0.9379444444444444	0.9535555555555555	0.8856666666666667	0.9501111111111111	0.5136666666666666	0.9197222222222222	0.9720833333333333	0.9538095238095238	0.9721904761904763	0.9607777777777778
kidney_tubular_endothel	0.9538666666666668	0.9764666666666666	0.9506666666666667	0.970857142857143	0.945125	0.9703333333333334	0.8691666666666666	0.9564166666666667	0.9325454545454547	0.9619	0.9207333333333333	0.05466666666666667	0.8687777777777779	0.907047619047619	0.9512222222222221	0.9172222222222222	0.8223333333333332	0.9411388888888889	0.9422222222222222	0.8347777777777776	0.9648666666666669	0.9485555555555556	0.8927777777777778	0.9291111111111112	0.9681666666666667	0.964904761904762	0.9853809523809524	0.9802222222222222
kidney_tubular_epithelial	0.9596	0.9749333333333333	0.8374166666666666	0.8906190476190475	0.9564583333333334	0.9706666666666668	0.6858333333333334	0.9754166666666665	0.9654545454545455	0.9659	0.9756666666666668	0.07688888888888888	0.9596666666666667	0.834047619047619	0.9097777777777778	0.9294444444444445	0.17066666666666666	0.8767222222222223	0.9436111111111112	0.9488888888888889	0.8922333333333333	0.9194444444444444	0.5102222222222221	0.9076666666666666	0.9790000000000001	0.931047619047619	0.9796666666666667	0.9642222222222223
liver_hepatocytes	0.9313000000000001	0.30759999999999993	0.9292083333333333	0.9747619047619048	0.9607916666666666	0.9582222222222224	0.9415208333333333	0.9794583333333332	0.971939393939394	0.9531666666666666	0.9268666666666667	0.04805555555555555	0.9151111111111111	0.9535	0.9678333333333334	0.9377222222222223	0.8962777777777777	0.9150416666666668	0.9634166666666667	0.714111111111111	0.9702500000000001	0.8179444444444445	0.8639444444444444	0.8858333333333334	0.9748333333333333	0.8601666666666666	0.9678809523809525	0.9727222222222222
lung_alveolar_endothel	0.9444666666666667	0.9778666666666668	0.9610833333333333	0.9747142857142856	0.94325	0.987111111111111	0.8947916666666668	0.9877500000000001	0.9363939393939393	0.9591666666666666	0.8804666666666666	0.058666666666666666	0.9076666666666666	0.9166666666666666	0.9132222222222223	0.9156666666666667	0.9084444444444445	0.9531944444444446	0.9226111111111109	0.6723333333333333	0.9540333333333333	0.8570000000000001	0.767	0.9308333333333333	0.9688333333333333	0.9231428571428572	0.975952380952381	0.9809999999999999
lung_alveolar_epithelial	0.9128666666666666	0.9678	0.88375	0.9671904761904763	0.9054583333333334	0.9747777777777779	0.7529583333333333	0.9463333333333334	0.917181818181818	0.9481333333333332	0.09733333333333333	0.07422222222222222	0.8607777777777779	0.9014285714285714	0.9263333333333335	0.8993333333333334	0.9422222222222222	0.9100277777777777	0.9713888888888889	0.8561111111111109	0.9533666666666666	0.8816666666666667	0.9077777777777777	0.7761111111111111	0.9779166666666667	0.951809523809524	0.9558095238095238	0.9528888888888889
lung_bronchus_epithelial	0.9425333333333334	0.9770666666666666	0.9199166666666668	0.957142857142857	0.8264999999999999	0.9783333333333334	0.9337916666666666	0.9694166666666666	0.7255151515151516	0.9582333333333334	0.9293999999999999	0.026999999999999996	0.8719999999999999	0.24609523809523806	0.8912777777777777	0.7982222222222223	0.9666666666666667	0.9193888888888889	0.9566666666666667	0.9049999999999999	0.9243	0.9609999999999999	0.9124444444444443	0.17744444444444443	0.9721666666666665	0.9571904761904761	0.8855238095238095	0.9456666666666665
macrophage	0.28859999999999997	0.968225	0.95790625	0.9695178571428572	0.96921875	0.9555	0.952109375	0.976875	0.9391704545454546	0.97085	0.911375	0.060750000000000005	0.9043749999999999	0.9065357142857142	0.9149166666666666	0.9700416666666666	0.9329583333333333	0.9265833333333333	0.8059166666666666	0.7251666666666667	0.86165	0.8729166666666667	0.8655833333333334	0.9714375	0.72084375	0.9080178571428572	0.9587321428571428	0.9834999999999999
myeloid	0.16326666666666667	0.8844	0.7559166666666667	0.850047619047619	0.8225833333333332	0.6316666666666667	0.7780833333333333	0.8983333333333334	0.6409393939393939	0.8598	0.5872	0.02155555555555556	0.6384444444444445	0.6651428571428571	0.6518333333333334	0.8853333333333332	0.6873333333333335	0.18572222222222223	0.6913333333333332	0.6396666666666667	0.746	0.5306666666666667	0.5596666666666668	0.8636111111111111	0.6465	0.670904761904762	0.867047619047619	0.875
neural	0.96492	0.9774800000000001	0.781325	0.8278285714285716	0.9401125	0.9622999999999999	0.82515	0.9784749999999999	0.9607454545454545	0.9450799999999999	0.84296	0.8230333333333333	0.9540666666666668	0.9603285714285714	0.8830166666666666	0.8408999999999999	0.7834000000000001	0.9444250000000001	0.9555999999999999	0.8239333333333333	0.88533	0.6830666666666667	0.8742333333333334	0.2940333333333333	0.9319000000000001	0.7697142857142858	0.9632714285714286	0.9608666666666666
oligodendrocytes	0.9604499999999999	0.9628000000000001	0.0625	0.9521071428571428	0.91434375	0.6895833333333333	0.8128125	0.9731249999999999	0.9572499999999999	0.91605	0.9548000000000001	0.10433333333333333	0.9286666666666666	0.9516428571428571	0.9326666666666665	0.8248333333333333	0.5884166666666667	0.9427916666666667	0.9699166666666666	0.6690833333333334	0.9104749999999999	0.958	0.8948333333333334	0.9262499999999999	0.9340624999999999	0.05567857142857143	0.9642857142857142	0.9589166666666666
pancreas_acinar	0.9246999999999999	0.90915	0.8585624999999999	0.048928571428571425	0.9543125	0.9325833333333333	0.93625	0.961875	0.9489545454545455	0.8747749999999999	0.76375	0.14083333333333334	0.6380833333333333	0.9130714285714285	0.8642083333333334	0.7911666666666667	0.9455833333333333	0.7487500000000001	0.7741250000000001	0.7034166666666667	0.937325	0.8594999999999999	0.8668333333333333	0.9222083333333334	0.94075	0.8231428571428572	0.9768571428571429	0.9248333333333333
pancreas_alpha	0.9232666666666667	0.9736666666666668	0.9867499999999999	0.9595238095238096	0.9430000000000001	0.7691111111111111	0.9245833333333332	0.9466666666666667	0.8717272727272727	0.953	0.8698666666666667	0.7921111111111111	0.9248888888888889	0.9538571428571428	0.884	0.8143333333333332	0.9625555555555554	0.8967499999999999	0.8900555555555555	0.924111111111111	0.9492333333333334	0.9556666666666667	0.5224444444444445	0.9100555555555555	0.9673333333333333	0.9226666666666666	0.9331428571428572	0.024999999999999998
pancreas_beta	0.93	0.9560666666666666	0.9908333333333333	0.9082380952380952	0.9367916666666666	0.9500000000000001	0.9394166666666667	0.9725	0.924969696969697	0.9444666666666667	0.9124666666666666	0.8638888888888888	0.8817777777777778	0.9645238095238096	0.9233333333333333	0.636888888888889	0.9495555555555555	0.9428055555555556	0.9741111111111111	0.9332222222222222	0.9461666666666666	0.9406666666666667	0.07933333333333335	0.7414999999999999	0.9605	0.9537619047619047	0.9577619047619047	0.01077777777777778
pancreas_delta	0.9103333333333333	0.9444	0.9499999999999998	0.9106666666666667	0.9142916666666666	0.9745555555555555	0.96525	0.9485833333333334	0.9074848484848484	0.9480333333333334	0.8882666666666666	0.7386666666666667	0.926	0.9820000000000001	0.9174444444444444	0.6675555555555555	0.9768888888888888	0.9218333333333333	0.9436666666666667	0.9521111111111112	0.9444333333333335	0.9728888888888889	0.6796666666666668	0.877611111111111	0.9613333333333335	0.9054285714285714	0.9451904761904762	0.46577777777777785
pancreas_duct	0.96605	0.9347	0.9753124999999999	0.9705357142857143	0.9450000000000001	0.9575833333333332	0.9628125000000001	0.97225	0.9603636363636362	0.9537749999999998	0.95345	0.10308333333333333	0.9089166666666667	0.9810000000000001	0.9546666666666667	0.05533333333333334	0.98225	0.9452708333333334	0.955625	0.9027499999999999	0.9619249999999999	0.9382499999999999	0.9164166666666668	0.9416666666666667	0.9351875000000001	0.9224285714285714	0.982	0.9626666666666667
pancreas_endothel	0.9451333333333333	0.9630666666666666	0.9146666666666666	0.9129999999999999	0.8943749999999998	0.9540000000000001	0.7497083333333334	0.9560833333333334	0.9376060606060607	0.9278999999999998	0.9171333333333332	0.08422222222222221	0.8773333333333334	0.9228571428571429	0.9278333333333334	0.8204444444444445	0.8711111111111111	0.89575	0.9357222222222225	0.7932222222222224	0.9369333333333333	0.9035555555555556	0.8973333333333332	0.9097777777777777	0.9364166666666667	0.9137619047619049	0.9365714285714285	0.8658888888888888
prostate_epithelial	0.96055	0.97405	0.8060625	0.9759642857142857	0.88378125	0.9774166666666667	0.947375	0.990625	0.9125681818181819	0.8952749999999999	0.9493999999999999	0.08033333333333334	0.91025	0.8786785714285714	0.6572083333333334	0.7240833333333333	0.7184166666666667	0.9337291666666666	0.9669583333333334	0.8454999999999999	0.972175	0.71925	0.8753333333333334	0.22533333333333333	0.981625	0.9192857142857143	0.9516071428571428	0.8389166666666666
saphenous_vein_endothel	0.9604666666666667	0.9738666666666665	0.9654999999999999	0.9792380952380952	0.9184999999999999	0.9885555555555556	0.8812916666666667	0.9616666666666666	0.9648484848484848	0.8448333333333333	0.9207333333333333	0.050666666666666665	0.8674444444444444	0.9389523809523809	0.9534444444444444	0.9076666666666666	0.9524444444444443	0.9379444444444444	0.9312222222222223	0.7392222222222222	0.9436666666666667	0.9363333333333334	0.8961111111111112	0.9368333333333333	0.9162500000000001	0.8940476190476191	0.963047619047619	0.9775555555555556
skeletal_muscle	0.8099000000000001	0.9691000000000001	0.8175	0.8225	0.7783125000000001	0.9309999999999999	0.8	0.9572499999999999	0.9282727272727274	0.90815	0.9039999999999999	0.04933333333333334	0.7833333333333333	0.9065000000000001	0.7321666666666666	0.751	0.6083333333333334	0.9102083333333333	0.8588333333333333	0.6916666666666667	0.903	0.8973333333333333	0.9225000000000001	0.8920833333333333	0.7847500000000001	0.6681428571428571	0.9555714285714285	0.9263333333333332
small_int_epithelial	0.9482999999999999	0.9704999999999999	0.9105000000000001	0.9428214285714285	0.96821875	0.6795833333333334	0.9261875	0.97175	0.9450454545454545	0.9217749999999999	0.9238999999999999	0.014666666666666668	0.19541666666666666	0.9692857142857143	0.9422916666666666	0.9357500000000001	0.8656666666666667	0.886625	0.884	0.8565833333333334	0.9581999999999999	0.889	0.8454166666666667	0.8597083333333333	0.9753749999999999	0.9305714285714285	0.93475	0.9788333333333333
smooth_muscle	0.82796	0.95368	0.8282	0.9510571428571428	0.8138250000000001	0.8343333333333331	0.728775	0.9466999999999999	0.7605818181818182	0.9141600000000001	0.6908799999999999	0.04126666666666667	0.7771333333333332	0.8724000000000001	0.8341333333333333	0.909	0.6450666666666667	0.834	0.8949333333333334	0.6702666666666667	0.91252	0.9142666666666667	0.49300000000000005	0.8520999999999999	0.8999	0.8292857142857143	0.9111714285714285	0.9511333333333333
thyroid_epithelial	0.9244	0.9560666666666666	0.9206666666666665	0.9592857142857144	0.9377083333333333	0.9636666666666667	0.0625	0.9596666666666667	0.9425454545454545	0.9431666666666668	0.8652666666666667	0.037333333333333336	0.9484444444444445	0.9286190476190477	0.9436666666666667	0.9344444444444444	0.8930000000000001	0.9089166666666667	0.9548333333333332	0.9089999999999999	0.8079666666666666	0.8974444444444445	0.9217777777777778	0.8591111111111113	0.9241666666666667	0.9515238095238095	0.9491904761904761	0.9706666666666667
tongue_epithelial	0.9451999999999999	0.9712	0.9586666666666667	0.945095238095238	0.8990416666666666	0.9659999999999999	0.9006250000000001	0.9841666666666665	0.07215151515151515	0.9609	0.9657999999999999	0.036444444444444446	0.8751111111111111	0.7256666666666667	0.684	0.8011111111111111	0.9593333333333334	0.9485555555555556	0.9023333333333334	0.7314444444444445	0.8250666666666667	0.9372222222222223	0.9168888888888889	0.016555555555555553	0.9604166666666667	0.9466666666666667	0.7897142857142857	0.7756666666666666
