	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
adipocytes	0.8092222222222224	0.9112666666666667	0.9130769230769231	0.96125	0.9771428571428572	0.9322380952380952	0.9619166666666666	0.9437777777777777	0.8446060606060607	0.8688666666666666	0.8912222222222224	0.92975	0.8974166666666666	0.9365476190476191	0.8902777777777778	0.6708333333333334	0.939111111111111	0.8424761904761905	0.8575714285714285	0.9733809523809523	0.8645	0.8601666666666667	0.7366666666666667	0.9307499999999999	0.7985555555555556	0.8814444444444444	0.9260833333333333
aorta_endothel	0.9286666666666665	0.9594	0.9118076923076923	0.9241250000000001	0.9537142857142856	0.9412142857142858	0.8496250000000001	0.9593333333333334	0.8751818181818183	0.9257000000000001	0.8228333333333334	0.92775	0.9714999999999999	0.9205714285714286	0.8549166666666668	0.8618333333333332	0.9621666666666666	0.8214285714285715	0.8840714285714286	0.9351428571428573	0.8855833333333333	0.8558333333333332	0.8755	0.84425	0.9359166666666667	0.8013333333333332	0.91025
bladder_epithelial	0.8513333333333334	0.95214	0.9592	0.9446999999999999	0.9773714285714284	0.9509714285714285	0.8470000000000001	0.9531333333333333	0.8983090909090908	0.83084	0.8488666666666667	0.3075	0.9416	0.9784857142857144	0.8700666666666667	0.8835666666666666	0.9614666666666667	0.9352571428571428	0.9280285714285714	0.9669142857142857	0.8698666666666666	0.06623333333333334	0.9338666666666666	0.8897	0.9566000000000001	0.9433999999999999	0.915
blood_b	0.21783333333333338	0.9549600000000001	0.9421538461538462	0.86395	0.9693142857142856	0.9272571428571428	0.9292	0.9513333333333334	0.9276545454545454	0.9494800000000001	0.8951333333333334	0.96505	0.88765	0.9470285714285713	0.8801333333333332	0.9380666666666666	0.9391999999999999	0.14679999999999999	0.7812	0.9343714285714284	0.8619	0.8467666666666667	0.9419333333333334	0.9071000000000001	0.16046666666666667	0.9437333333333335	0.9225
blood_granulocytes	0.14927777777777776	0.8410333333333332	0.9613076923076923	0.9755833333333334	0.9765714285714285	0.9593809523809523	0.9660833333333333	0.9745555555555555	0.9239999999999999	0.9798666666666667	0.9500000000000001	0.9889166666666668	0.9560833333333333	0.963309523809524	0.9489444444444444	0.009111111111111111	0.8435555555555555	0.9686666666666667	0.9657142857142856	0.9735714285714284	0.8889999999999999	0.9293333333333335	0.9284444444444445	0.9411666666666666	0.9771111111111109	0.979	0.9831666666666666
blood_monocytes	0.1491111111111111	0.7345333333333333	0.9563333333333333	0.9588333333333333	0.9785714285714286	0.9591666666666666	0.96975	0.9803333333333333	0.932060606060606	0.9561333333333333	0.9592222222222221	0.9701666666666666	0.9692500000000001	0.9612380952380951	0.9341666666666666	0.6079444444444445	0.8167777777777777	0.9326190476190476	0.9556190476190477	0.9598571428571429	0.9113888888888888	0.9143333333333333	0.9562222222222223	0.9743333333333334	0.05711111111111111	0.9556666666666667	0.9720833333333333
blood_nk	0.059555555555555556	0.8584666666666667	0.9582051282051282	0.9286666666666666	0.9786190476190476	0.9524285714285714	0.8726666666666666	0.9706666666666667	0.9159999999999999	0.9692000000000002	0.915	0.90275	0.9594999999999999	0.9560476190476189	0.9017222222222222	0.9374444444444444	0.9330000000000002	0.9422857142857142	0.16214285714285714	0.955047619047619	0.8877222222222221	0.8951111111111111	0.9576666666666666	0.9216666666666667	0.8871666666666668	0.9580000000000001	0.9588333333333333
blood_t_cd4	0.22649999999999998	0.95346	0.9195384615384615	0.895825	0.9746285714285714	0.9417142857142858	0.9108	0.9464333333333332	0.8754545454545456	0.9470599999999999	0.9074000000000002	0.96585	0.9373250000000001	0.9302071428571427	0.8569666666666667	0.9086000000000001	0.9545	0.9105714285714285	0.9035857142857143	0.9314	0.8392333333333333	0.7375333333333334	0.8998666666666665	0.9204500000000001	0.8638833333333334	0.9360666666666667	0.9001250000000001
blood_t_cd8	0.22628333333333334	0.9568000000000001	0.9242846153846154	0.82325	0.9698857142857141	0.9341785714285715	0.865	0.9317333333333334	0.8634181818181818	0.9591400000000002	0.8633666666666666	0.956825	0.940925	0.9157785714285716	0.8411833333333334	0.9295166666666667	0.9603666666666667	0.8978142857142858	0.7699285714285714	0.9312999999999999	0.8208	0.7437333333333334	0.8860000000000001	0.9095500000000001	0.9400166666666665	0.9388	0.8932249999999999
breast_basal_epithelial	0.9555833333333333	0.9751000000000001	0.9510961538461539	0.9643125000000001	0.9806428571428571	0.9581071428571428	0.930625	0.9331666666666667	0.9486363636363635	0.07025	0.95675	0.9595625	0.9530624999999999	0.9738571428571428	0.9564166666666666	0.9055833333333334	0.6439166666666666	0.84425	0.9644642857142857	0.9873214285714286	0.8436666666666667	0.8278749999999999	0.9405	0.9668749999999999	0.9404166666666668	0.9775	0.92
breast_luminal_epithelial	0.9661666666666667	0.9459	0.9489230769230769	0.92175	0.9855714285714287	0.9650952380952381	0.9135	0.9621111111111111	0.9625757575757575	0.8932000000000001	0.9384444444444444	0.9235833333333332	0.9745	0.9690476190476192	0.9351666666666666	0.9075000000000001	0.07577777777777776	0.8739523809523809	0.9425238095238093	0.973047619047619	0.7788333333333334	0.6754444444444442	0.8451111111111111	0.9078333333333334	0.9718888888888889	0.970888888888889	0.953
colon_endocrine	0.9442222222222223	0.9587333333333333	0.9748974358974359	0.09966666666666668	0.9782857142857143	0.922595238095238	0.9578333333333333	0.9772222222222223	0.9158181818181816	0.9067333333333334	0.9016666666666665	0.9664999999999999	0.9366666666666666	0.9764523809523808	0.9264999999999999	0.9296666666666665	0.9743333333333334	0.9385238095238094	0.962857142857143	0.954095238095238	0.9314444444444444	0.8772222222222222	0.6572222222222223	0.9463333333333334	0.9811111111111112	0.9208888888888889	0.9421666666666667
colon_epithelial	0.9472666666666667	0.9623999999999999	0.9553692307692307	0.040049999999999995	0.9682285714285715	0.9317857142857143	0.9540500000000002	0.9656	0.8971090909090907	0.90868	0.9353999999999999	0.9654	0.91945	0.9752857142857143	0.9035	0.9425666666666667	0.9505333333333335	0.8944571428571428	0.9496	0.9421428571428571	0.9122666666666668	0.8679	0.6442	0.9147000000000001	0.9618333333333332	0.9342666666666666	0.9252
endometrium_epithelial	0.9266666666666667	0.8377333333333334	0.9540000000000001	0.8995000000000001	0.9695238095238096	0.9510952380952382	0.8766666666666666	0.14577777777777778	0.8652121212121212	0.8682666666666666	0.8838888888888888	0.9026666666666667	0.9344166666666668	0.9602380952380952	0.9223333333333333	0.9423888888888889	0.9686666666666666	0.7965238095238095	0.8452380952380952	0.9622857142857142	0.0583888888888889	0.8877222222222222	0.8455555555555555	0.7239166666666667	0.9496666666666665	0.5013333333333333	0.9664999999999999
fallopian_epithelial	0.9625555555555555	0.9765333333333333	0.9812820512820513	0.9695	0.9839047619047618	0.9668333333333332	0.9196666666666667	0.04733333333333333	0.9247878787878787	0.6622666666666667	0.8354444444444445	0.9669166666666665	0.8333333333333334	0.9699761904761904	0.8726666666666666	0.9634444444444443	0.7913333333333333	0.7395714285714287	0.9466666666666667	0.9893333333333333	0.9435555555555556	0.8521111111111112	0.8812222222222222	0.9069166666666667	0.975	0.975111111111111	0.9836666666666667
fibroblast	0.7893095238095239	0.9323428571428573	0.8646153846153847	0.9193928571428571	0.9536530612244898	0.914	0.8626071428571428	0.9262857142857143	0.7239350649350648	0.8717142857142858	0.7862857142857143	0.9396785714285715	0.83	0.8553367346938776	0.7743333333333334	0.8374761904761906	0.945952380952381	0.7189591836734693	0.7320816326530613	0.8778163265306124	0.7877857142857143	0.7629761904761904	0.6959047619047619	0.77325	0.8406666666666668	0.7022380952380952	0.8718214285714285
gastric_epithelial	0.9543333333333334	0.9555666666666666	0.8818547008547009	0.06383333333333333	0.9785238095238095	0.8872380952380952	0.9098333333333333	0.9751481481481482	0.9356363636363637	0.6852666666666667	0.8199999999999998	0.9458888888888889	0.9606111111111111	0.9672539682539684	0.8403703703703704	0.9436666666666667	0.8460740740740742	0.887015873015873	0.9358412698412698	0.10290476190476192	0.8963703703703705	0.7916666666666666	0.9484814814814815	0.6753055555555556	0.9484814814814815	0.9467777777777777	0.9205555555555556
heart_cardiomyocyte	0.9507500000000001	0.9775333333333333	0.9632307692307692	0.968875	0.9596666666666667	0.08930952380952382	0.9713750000000001	0.9893888888888888	0.9260909090909091	0.8524666666666666	0.6797777777777777	0.9496666666666668	0.9537916666666667	0.9747619047619048	0.7827777777777779	0.917611111111111	0.9659444444444444	0.8574126984126984	0.9700238095238096	0.9827142857142857	0.8865555555555554	0.9013333333333334	0.9518333333333332	0.9192499999999999	0.8525555555555555	0.5317777777777778	0.9618333333333334
kidney_glomerular_endothel	0.8822777777777778	0.9734666666666666	0.9529230769230769	0.9516666666666667	0.979952380952381	0.9464761904761906	0.9350833333333334	0.9613333333333333	0.8591212121212122	0.9046000000000002	0.972	0.9732500000000001	0.8915000000000001	0.9421428571428571	0.9012222222222221	0.7030555555555557	0.984111111111111	0.8552857142857143	0.8372380952380953	0.9727619047619047	0.8461666666666666	0.8587222222222222	0.9411111111111111	0.9500000000000001	0.9089444444444444	0.8013333333333333	0.9685833333333332
kidney_glomerular_podocytes	0.9501111111111111	0.9206333333333333	0.9502307692307692	0.8925833333333332	0.9747619047619048	0.9218809523809522	0.924	0.9345555555555555	0.9458181818181818	0.9204666666666667	0.8876666666666667	0.7079166666666667	0.18225	0.9657142857142856	0.8993888888888888	0.8932222222222221	0.9672222222222221	0.7252857142857142	0.914047619047619	0.9720952380952381	0.8440555555555557	0.8797222222222222	0.8908888888888887	0.9391666666666666	0.9451666666666667	0.9055555555555556	0.9699166666666666
kidney_tubular_endothel	0.9202222222222223	0.9716999999999999	0.9518205128205128	0.9601666666666667	0.9760476190476192	0.9482142857142857	0.9064166666666668	0.9571111111111111	0.8970909090909092	0.9053333333333334	0.9792222222222221	0.9425	0.8775	0.9401904761904762	0.899	0.8352777777777779	0.9572222222222222	0.8313809523809524	0.8627619047619047	0.9674285714285714	0.8444444444444444	0.8912222222222222	0.9302222222222222	0.9466666666666667	0.9207777777777778	0.854	0.94775
kidney_tubular_epithelial	0.9536666666666666	0.9225	0.9556410256410256	0.9591666666666666	0.9806666666666667	0.9317380952380953	0.9216666666666667	0.9414444444444444	0.9337272727272726	0.9144	0.879	0.8559166666666668	0.17425000000000002	0.9777142857142859	0.9146111111111112	0.9435000000000001	0.9642222222222222	0.7408571428571428	0.888904761904762	0.9874761904761904	0.8291666666666666	0.8873888888888889	0.9031111111111111	0.9507500000000001	0.9580555555555555	0.9510000000000001	0.9609166666666668
liver_hepatocytes	0.9221111111111111	0.10611666666666665	0.8987692307692307	0.8918333333333334	0.9822380952380954	0.9565476190476191	0.9123333333333333	0.9757777777777777	0.9336363636363636	0.952	0.8153888888888888	0.9506666666666667	0.7047083333333332	0.9720952380952381	0.8575833333333334	0.87575	0.9687222222222224	0.8393571428571427	0.869642857142857	0.9693571428571427	0.9238888888888889	0.8145000000000001	0.6967777777777778	0.9479166666666666	0.9466666666666668	0.8028333333333334	0.92975
lung_alveolar_endothel	0.9495	0.9756666666666667	0.9226923076923077	0.9656666666666668	0.9710000000000001	0.9561190476190475	0.8699166666666667	0.9704444444444444	0.8752424242424243	0.9250666666666666	0.9644444444444443	0.9514999999999999	0.9289166666666665	0.9542857142857143	0.8609444444444444	0.838	0.9538888888888889	0.8105238095238095	0.8844285714285715	0.9846190476190476	0.8906111111111111	0.8125555555555556	0.9095555555555556	0.8741666666666666	0.9402222222222222	0.6032222222222222	0.9665833333333333
lung_alveolar_epithelial	0.9678333333333334	0.9720666666666666	0.9224615384615386	0.96975	0.9821904761904762	0.9187857142857142	0.9285833333333334	0.9418888888888889	0.11703030303030304	0.8460666666666666	0.6764444444444445	0.9568333333333333	0.8645	0.9541190476190476	0.8226111111111112	0.9187777777777777	0.8140000000000001	0.8000952380952381	0.9415238095238095	0.9750000000000001	0.883888888888889	0.6635	0.9538888888888889	0.9550833333333334	0.9517222222222221	0.968111111111111	0.949
lung_bronchus_epithelial	0.9587777777777777	0.9718	0.9632051282051283	0.9456666666666665	0.9768571428571429	0.9515714285714285	0.8846666666666666	0.103	0.7343333333333333	0.7844666666666665	0.8608888888888888	0.9709166666666667	0.6214166666666666	0.9630000000000001	0.903	0.9263333333333335	0.03566666666666666	0.8444285714285714	0.970095238095238	0.9804761904761904	0.9102222222222224	0.006777777777777778	0.8934444444444445	0.9405833333333334	0.9419444444444444	0.9712222222222221	0.7971666666666666
macrophage	0.25758333333333333	0.8504	0.9679807692307694	0.92984375	0.9829285714285715	0.9631160714285714	0.9409687499999999	0.9748749999999999	0.9361818181818181	0.96655	0.9676666666666667	0.98265625	0.94103125	0.9581785714285714	0.9381666666666666	0.7872083333333334	0.8303750000000001	0.9169107142857142	0.9464107142857143	0.9685892857142857	0.9144583333333334	0.9082708333333334	0.9357500000000001	0.9347812499999999	0.14641666666666667	0.9616666666666667	0.9575624999999999
