	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
adipocytes	0.5601666666666667	0.9507499999999999	0.9398333333333332	0.9367777777777778	0.91025	0.9643888888888889	0.8024444444444444	0.9509166666666666	0.8867333333333333	0.8602857142857143	0.9523333333333334	0.9273333333333332	0.9199722222222221	0.8893703703703704	0.8859166666666667	0.9402051282051281	0.9040370370370371	0.6482222222222221	0.9305555555555555	0.88375	0.7925555555555556	0.7857500000000001	0.9335555555555556	0.9426666666666668	0.8408666666666665	0.8945555555555557
aorta_endothel	0.70625	0.9470624999999999	0.9285625	0.9431666666666667	0.903	0.9459166666666665	0.9394444444444443	0.9453125	0.8997999999999999	0.9077857142857143	0.9421666666666666	0.9027499999999999	0.9297083333333334	0.8994444444444445	0.9204375	0.904423076923077	0.9273333333333333	0.8958333333333333	0.928074074074074	0.904	0.9098333333333334	0.9372499999999999	0.9358333333333333	0.9161428571428571	0.8709999999999999	0.8465
bladder_epithelial	0.8576	0.925925	0.9186250000000001	0.9792666666666667	0.90815	0.9440333333333333	0.9436666666666668	0.9602250000000001	0.90392	0.8935714285714287	0.9600666666666667	0.8411666666666667	0.30838333333333334	0.9304444444444446	0.96915	0.9536153846153846	0.8501777777777779	0.7256666666666666	0.9609333333333334	0.8945500000000001	0.8066000000000001	0.661975	0.8903333333333332	0.9562000000000002	0.7609999999999999	0.8455999999999999
blood_b	0.8426499999999999	0.849375	0.945525	0.9771333333333333	0.8429	0.9071666666666667	0.0374	0.917225	0.9510400000000001	0.8396000000000001	0.9528000000000001	0.898	0.9597666666666667	0.9134222222222222	0.9651250000000001	0.9200307692307692	0.8134222222222223	0.8604666666666667	0.9595777777777776	0.91005	0.8453333333333333	0.9515249999999998	0.03373333333333334	0.9353428571428571	0.83152	0.9461999999999999
blood_granulocytes	0.9154166666666667	0.8810416666666668	0.9721666666666667	0.9821111111111112	0.9486666666666667	0.1487777777777778	0.7873703703703704	0.9541666666666666	0.9628	0.9487142857142857	0.9900000000000001	0.9378888888888888	0.9559166666666666	0.9525185185185187	0.9328750000000001	0.9581282051282051	0.9305555555555557	0.9216666666666667	0.973925925925926	0.94375	0.7964444444444444	0.9767083333333333	0.9491111111111111	0.964952380952381	0.9175999999999999	0.9461111111111111
blood_monocytes	0.8871666666666668	0.8804583333333333	0.9627500000000001	0.9613333333333333	0.9578333333333333	0.7774444444444444	0.05955555555555556	0.94975	0.9571999999999999	0.9644285714285714	0.986111111111111	0.9435555555555556	0.9649444444444445	0.9618518518518518	0.9663333333333334	0.9641538461538461	0.925185185185185	0.9496666666666668	0.9745061728395061	0.9734166666666666	0.8432222222222222	0.9753333333333333	0.9716666666666667	0.9597619047619048	0.9096000000000001	0.9557777777777777
blood_nk	0.8928333333333333	0.04783333333333333	0.9569166666666667	0.983	0.9195000000000001	0.957388888888889	0.9446296296296296	0.94725	0.9312666666666667	0.9061904761904763	0.9853333333333333	0.9151111111111111	0.9532777777777778	0.8974074074074073	0.9546250000000001	0.934974358974359	0.8623703703703703	0.9153333333333333	0.9595555555555556	0.9321666666666667	0.9057777777777778	0.9615	0.9013333333333334	0.15861904761904763	0.7912666666666667	0.9544444444444444
blood_t_cd4	0.8870250000000001	0.13623749999999996	0.8843249999999999	0.9697666666666667	0.8919749999999999	0.9400833333333333	0.9478	0.959975	0.9327399999999999	0.8678714285714285	0.9186	0.9059000000000001	0.9393	0.8950444444444445	0.9209499999999998	0.9123076923076923	0.7078444444444444	0.8768333333333335	0.9612259259259259	0.8916999999999999	0.9105666666666666	0.9617749999999999	0.9174666666666667	0.8323	0.83988	0.9445333333333334
blood_t_cd8	0.8879250000000001	0.13735	0.921625	0.9702	0.878275	0.9339333333333334	0.9339444444444446	0.95625	0.93108	0.8307571428571429	0.9593999999999999	0.9004999999999999	0.9491083333333334	0.8634000000000001	0.9151999999999999	0.9025000000000001	0.827	0.8524666666666667	0.9565518518518518	0.894575	0.9258333333333335	0.9573249999999998	0.8893333333333333	0.7954142857142859	0.8471	0.9413
breast_basal_epithelial	0.947875	0.9545937499999999	0.9666250000000001	0.9424166666666666	0.9581250000000001	0.9446249999999999	0.79775	0.9757812499999999	0.97295	0.6357499999999999	0.07983333333333334	0.969125	0.9481666666666666	0.9502499999999999	0.8515624999999999	0.9656346153846154	0.9367777777777777	0.8059999999999999	0.9299444444444445	0.9193125	0.9339166666666666	0.9134375	0.9698333333333333	0.9403928571428571	0.9525499999999999	0.9619166666666666
breast_luminal_epithelial	0.9364166666666667	0.96775	0.9542083333333333	0.9796666666666667	0.9559166666666666	0.9584444444444444	0.9322962962962963	0.9669166666666666	0.9284666666666667	0.697952380952381	0.8466666666666667	0.969388888888889	0.9359166666666666	0.9542592592592593	0.9507499999999999	0.8644102564102564	0.9487777777777778	0.06322222222222222	0.9644197530864197	0.9101666666666666	0.9253333333333332	0.8955000000000001	0.9575555555555556	0.9413333333333332	0.9209333333333335	0.8684444444444445
