	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
adipocytes	0.8896666666666667	0.9540000000000001	0.9629629629629629	0.9629166666666666	0.94	0.9406666666666667	0.9388000000000001	0.9571515151515152	0.9100833333333332	0.9398888888888889	0.06316666666666666	0.7413333333333334	0.7745833333333332	0.8396111111111111	0.883	0.9394166666666667	0.8845	0.9735	0.8754000000000001	0.7648888888888888	0.8682	0.9337407407407406	0.7679166666666667	0.9394545454545454
aorta_endothel	0.9209999999999999	0.9613	0.9421111111111112	0.975125	0.9250833333333333	0.9165999999999999	0.9488000000000002	0.9570454545454545	0.9336875	0.9156249999999999	0.071125	0.9299999999999999	0.93625	0.9424722222222222	0.9616666666666667	0.6975	0.82375	0.94925	0.9089	0.8218333333333332	0.9181999999999999	0.929	0.899625	0.9454545454545454
bladder_epithelial	0.09595000000000001	0.91432	0.9368444444444444	0.9836500000000001	0.9509666666666666	0.897	0.9762000000000001	0.9705636363636364	0.9578	0.9485500000000002	0.02515	0.9655333333333334	0.9581500000000001	0.9571222222222222	0.3404666666666667	0.95055	0.93445	0.9395000000000001	0.19752	0.9418666666666666	0.8479599999999999	0.9241333333333334	0.9648	0.9304181818181817
blood_b	0.9561	0.9417599999999998	0.9532666666666666	0.9625	0.10573333333333332	0.87896	0.95312	0.9721090909090909	0.8782	0.9355333333333334	0.0814	0.9608666666666666	0.9779500000000001	0.03973333333333333	0.8448666666666668	0.93895	0.8890500000000001	0.93495	0.96064	0.8840666666666666	0.93916	0.9539	0.9718	0.9659818181818182
blood_granulocytes	0.9818333333333333	0.9541333333333334	0.9718888888888889	0.9395000000000001	0.888388888888889	0.9579333333333334	0.2441333333333333	0.972121212121212	0.899	0.96875	0.09775	0.979	0.9536666666666666	0.8072222222222223	0.964111111111111	0.96375	0.9279166666666666	0.9555833333333333	0.9596666666666667	0.9089999999999999	0.9738666666666668	0.9740000000000001	0.9528333333333334	0.974121212121212
blood_monocytes	0.9759166666666665	0.9671333333333333	0.9772962962962963	0.9330000000000002	0.8514444444444443	0.9678666666666667	0.8614666666666668	0.971	0.9435833333333333	0.9705277777777778	0.11891666666666667	0.9577777777777778	0.9795000000000001	0.06801851851851852	0.9620000000000001	0.9614166666666666	0.9174166666666667	0.9603333333333334	0.9642666666666667	0.8588888888888889	0.9258666666666665	0.9652962962962963	0.9589166666666666	0.9626969696969697
blood_nk	0.96775	0.9601333333333333	0.9721111111111113	0.9493333333333333	0.0941111111111111	0.9436	0.9786888888888888	0.9814242424242424	0.948125	0.9588055555555556	0.10833333333333332	0.9632222222222221	0.9389166666666666	0.765574074074074	0.9581111111111111	0.9333333333333332	0.9215833333333333	0.96975	0.9711333333333333	0.8203333333333332	0.3274666666666667	0.9571666666666667	0.9768333333333334	0.9798484848484849
blood_t_cd4	0.948425	0.9525600000000001	0.9678444444444443	0.938175	0.12721666666666664	0.9225000000000001	0.9653333333333334	0.9685545454545454	0.8938749999999999	0.939025	0.08220000000000001	0.9465	0.9312249999999999	0.9215888888888888	0.9578666666666666	0.9277749999999999	0.849225	0.956825	0.95658	0.7451333333333333	0.9300999999999998	0.9482722222222222	0.961125	0.9407909090909092
blood_t_cd8	0.96175	0.94278	0.9464444444444444	0.9385249999999999	0.09036666666666665	0.9022600000000001	0.9600399999999999	0.970890909090909	0.9073499999999999	0.9280416666666665	0.07835	0.9317333333333332	0.90535	0.9003222222222224	0.9624333333333335	0.9037000000000001	0.8675750000000001	0.948475	0.9569799999999999	0.7489666666666668	0.8568	0.9360666666666665	0.9573499999999999	0.9541999999999999
breast_basal_epithelial	0.9730625	0.9677499999999999	0.9750555555555556	0.9725625	0.9666250000000001	0.85885	0.9639166666666666	0.9528636363636364	0.9324375	0.16687499999999997	0.0645625	0.9487499999999999	0.9841875	0.9605138888888889	0.8213333333333334	0.9683125	0.9639374999999999	0.9755625	0.0759	0.8895833333333333	0.9718500000000001	0.9505694444444445	0.732625	0.9586136363636364
breast_luminal_epithelial	0.9448333333333333	0.9682666666666666	0.9388888888888888	0.9680833333333333	0.9815	0.8296666666666667	0.9852	0.7061818181818182	0.9379166666666667	0.6546666666666666	0.03216666666666667	0.9833333333333334	0.9848333333333333	0.979111111111111	0.18833333333333335	0.9703333333333334	0.9588333333333333	0.8805	0.8547333333333333	0.8257777777777778	0.8612000000000001	0.9185185185185186	0.7392499999999999	0.9785757575757575
colon_endocrine	0.03208333333333333	0.9730666666666666	0.9597037037037036	0.97625	0.9604444444444445	0.9237333333333333	0.9789777777777778	0.9679090909090909	0.9395416666666666	0.953	0.03225	0.977	0.9400833333333333	0.9729629629629629	0.9652222222222222	0.9439166666666665	0.9198333333333334	0.9631666666666666	0.9498000000000001	0.8843333333333333	0.8549333333333333	0.9195925925925926	0.98325	0.9539696969696969
colon_epithelial	0.0132	0.96512	0.9695777777777776	0.9651000000000002	0.9560333333333333	0.95496	0.9697866666666666	0.9649090909090908	0.937025	0.94295	0.047900000000000005	0.9679333333333334	0.9558500000000001	0.9575888888888888	0.9556666666666667	0.92415	0.94015	0.9659500000000001	0.9312400000000001	0.8443999999999999	0.83988	0.9188444444444445	0.96105	0.9532363636363638
endometrium_epithelial	0.8761666666666666	0.9639333333333333	0.9180740740740742	0.9507499999999999	0.9627777777777777	0.9361333333333333	0.9634	0.07215151515151515	0.9330416666666667	0.9384444444444444	0.044250000000000005	0.9347777777777778	0.8504999999999999	0.9461666666666666	0.910888888888889	0.9533333333333335	0.8898333333333334	0.9724166666666667	0.9074666666666665	0.8737777777777777	0.9491999999999999	0.1613888888888889	0.9554999999999999	0.8806969696969698
fallopian_epithelial	0.9742500000000001	0.9732	0.9565185185185184	0.9613333333333333	0.9782222222222222	0.9497333333333332	0.9637111111111111	0.012060606060606058	0.9250833333333334	0.9455	0.12316666666666669	0.9796666666666667	0.9594999999999999	0.9723518518518519	0.9248888888888889	0.9823333333333334	0.93925	0.9741666666666666	0.8638	0.698111111111111	0.9666	0.9586666666666668	0.9670833333333334	0.9508787878787879
fibroblast	0.8577142857142857	0.8982571428571429	0.9116825396825396	0.9314285714285714	0.7632142857142857	0.812457142857143	0.9262666666666666	0.9529220779220778	0.883767857142857	0.9402499999999999	0.06357142857142857	0.9147619047619047	0.9591071428571428	0.8412142857142858	0.9208571428571428	0.7901071428571429	0.6405357142857143	0.8711071428571427	0.8678571428571429	0.7159047619047618	0.8274571428571429	0.9108095238095238	0.8887499999999999	0.8185454545454546
gastric_epithelial	0.043388888888888894	0.9732444444444445	0.9544567901234566	0.9632499999999999	0.9602777777777778	0.9529111111111112	0.9564592592592595	0.758090909090909	0.9277361111111111	0.9505092592592592	0.11241666666666666	0.9738148148148148	0.9626944444444443	0.9625555555555556	0.9725555555555556	0.016111111111111114	0.9211666666666667	0.9650833333333334	0.9036666666666666	0.7984074074074073	0.9079777777777779	0.9448024691358025	0.9408333333333333	0.9540101010101011
heart_cardiomyocyte	0.9535416666666667	0.07716666666666668	0.9651296296296296	0.9795416666666666	0.9585555555555557	0.9685333333333334	0.9655246031746031	0.9766969696969697	0.8997291666666666	0.9764444444444443	0.065125	0.6468333333333335	0.8897083333333332	0.9469907407407406	0.9793333333333334	0.8380000000000001	0.6500833333333333	0.9803749999999999	0.9283666666666668	0.7605	0.8707666666666666	0.9515092592592592	0.9736666666666668	0.9340757575757576
kidney_glomerular_endothel	0.9274999999999999	0.9029999999999999	0.9744444444444444	0.9686666666666667	0.9748888888888888	0.9519333333333334	0.975	0.9677878787878789	0.9252916666666667	0.9714999999999999	0.06649999999999999	0.9534444444444444	0.9294166666666667	0.948425925925926	0.966111111111111	0.9498333333333333	0.9248333333333333	0.9693333333333333	0.8596666666666666	0.8328888888888889	0.8945333333333334	0.927074074074074	0.9736666666666666	0.9692121212121213
kidney_glomerular_podocytes	0.9380833333333335	0.9491333333333333	0.9496296296296296	0.9602499999999999	0.9599444444444444	0.9485333333333333	0.9530222222222222	0.9475454545454545	0.9487916666666667	0.9689444444444444	0.08683333333333333	0.971111111111111	0.16441666666666668	0.9597592592592593	0.7883333333333334	0.9324166666666667	0.9366666666666666	0.9780000000000001	0.7195999999999999	0.738	0.9272	0.9565925925925924	0.9808333333333333	0.962909090909091
kidney_tubular_endothel	0.9489166666666667	0.8996666666666666	0.9487037037037037	0.9678333333333334	0.9792222222222221	0.9760666666666665	0.9567111111111112	0.971	0.9441666666666667	0.9581666666666666	0.09849999999999999	0.9373333333333332	0.9435833333333333	0.9386481481481481	0.9635555555555556	0.9569166666666667	0.9012500000000001	0.9726666666666667	0.8762	0.9164444444444445	0.8693333333333335	0.9588703703703704	0.9588333333333333	0.9481212121212121
kidney_tubular_epithelial	0.9553333333333334	0.9687333333333333	0.9719259259259259	0.9784166666666666	0.9623333333333332	0.9650666666666666	0.9772888888888889	0.9555151515151515	0.9460416666666666	0.9575555555555555	0.06374999999999999	0.9741111111111111	0.05983333333333333	0.972851851851852	0.794888888888889	0.94525	0.9178333333333333	0.9580833333333333	0.7522666666666668	0.7559999999999999	0.9528	0.9453888888888887	0.9688333333333333	0.9739696969696969
liver_hepatocytes	0.07241666666666667	0.9646666666666667	0.9227962962962962	0.9766666666666666	0.930138888888889	0.9552666666666666	0.9654888888888887	0.9514242424242423	0.9617916666666667	0.9214583333333333	0.10466666666666664	0.9268333333333333	0.08533333333333333	0.9231851851851852	0.9599444444444445	0.7134583333333335	0.9664583333333333	0.9689583333333333	0.9697	0.8091666666666666	0.9697333333333332	0.9613240740740739	0.8784583333333332	0.9550757575757576
lung_alveolar_endothel	0.96175	0.9560000000000001	0.962888888888889	0.9739166666666667	0.9695555555555555	0.9541999999999998	0.9531777777777778	0.9665757575757575	0.9370833333333334	0.9350277777777779	0.03975	0.9784444444444444	0.95775	0.9437407407407408	0.9774444444444444	0.8580833333333334	0.68775	0.9704166666666666	0.9398	0.8552222222222223	0.9005999999999998	0.9410000000000002	0.9635000000000001	0.900060606060606
lung_alveolar_epithelial	0.7897500000000001	0.9625333333333335	0.9586296296296296	0.9788333333333333	0.9525	0.9182	0.9727555555555556	0.9594242424242424	0.2780416666666667	0.9675833333333332	0.06016666666666667	0.9571111111111111	0.9850833333333334	0.957037037037037	0.9545555555555557	0.9110833333333334	0.939	0.9771666666666666	0.7879333333333332	0.8114444444444445	0.9383333333333334	0.9410925925925926	0.9859166666666667	0.9283939393939394
lung_bronchus_epithelial	0.83625	0.9237333333333333	0.9511481481481483	0.9923333333333333	0.9548333333333333	0.10113333333333334	0.9684444444444443	0.9224848484848485	0.8785833333333333	0.9056388888888889	0.09749999999999999	0.9372222222222223	0.9843333333333334	0.9404074074074074	0.8265555555555556	0.8931666666666667	0.9573333333333333	0.9665833333333333	0.6573333333333333	0.8381111111111111	0.9264	0.9396481481481481	0.9738333333333333	0.9154545454545455
