	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
adipocytes	0.9062222222222222	0.8293333333333334	0.9459166666666666	0.8929999999999999	0.9204166666666667	0.8897333333333334	0.9231666666666666	0.9647142857142855	0.7601111111111111	0.8937333333333334	0.9339999999999998	0.818047619047619	0.9435555555555556	0.9128	0.9455555555555556	0.8678888888888888	0.7185555555555556	0.922888888888889	0.9034166666666668	0.87575	0.908	0.9537222222222222	0.9025333333333333	0.968125
aorta_endothel	0.9258333333333334	0.8361666666666666	0.931875	0.9256	0.9241874999999999	0.8529	0.8969375	0.9680714285714286	0.8990833333333332	0.8729	0.853	0.9144285714285715	0.9208333333333334	0.8896	0.8245	0.937	0.712	0.9163333333333332	0.871625	0.6921250000000001	0.8828749999999999	0.9284999999999999	0.8558000000000001	0.949125
bladder_epithelial	0.11493333333333333	0.8596666666666668	0.9544	0.9343199999999999	0.8776249999999999	0.75744	0.8632500000000001	0.9676	0.93495	0.9444800000000001	0.8788666666666666	0.8714571428571428	0.9728	0.866	0.8726666666666667	0.7707333333333333	0.5896666666666667	0.9548	0.9528000000000001	0.22705000000000003	0.9458333333333334	0.9590333333333334	0.9265599999999999	0.9562000000000002
blood_b	0.9685333333333332	0.9570000000000001	0.91365	0.9655999999999999	0.9397249999999999	0.9404	0.912725	0.9720285714285714	0.05988333333333333	0.9078799999999999	0.9387333333333334	0.1151142857142857	0.9658	0.92316	0.9241999999999999	0.9585333333333335	0.7977333333333333	0.9274666666666669	0.9141999999999999	0.8269	0.8857333333333333	0.9360333333333333	0.9606000000000001	0.9650000000000001
blood_granulocytes	0.9358888888888889	0.9683333333333333	0.9010833333333332	0.9510666666666667	0.9706666666666667	0.9259333333333334	0.9070833333333334	0.3001904761904762	0.9315555555555556	0.8545333333333334	0.964	0.9116190476190477	0.9782222222222222	0.9380000000000001	0.9526666666666667	0.9356666666666666	0.9001111111111112	0.9498888888888889	0.9455833333333333	0.9319166666666666	0.8118888888888889	0.9611111111111111	0.9648	0.9746666666666665
blood_monocytes	0.9553333333333334	0.9585555555555555	0.9129999999999999	0.9368	0.9668333333333333	0.9334666666666668	0.938875	0.8598095238095237	0.9346944444444444	0.8883333333333333	0.9628888888888888	0.010904761904761903	0.9635555555555556	0.9632000000000001	0.9341111111111111	0.9605555555555556	0.8851111111111111	0.9483333333333333	0.9356666666666668	0.9562499999999999	0.8585000000000002	0.9648888888888888	0.9640000000000001	0.9813749999999999
blood_nk	0.9304444444444444	0.9596666666666666	0.9158333333333334	0.9443333333333334	0.9470000000000001	0.9585333333333333	0.9100416666666667	0.9643333333333333	0.14247222222222222	0.8875333333333333	0.9485555555555555	0.903047619047619	0.9564444444444445	0.9303333333333333	0.9533333333333335	0.9434444444444443	0.8773333333333334	0.9159999999999999	0.06883333333333334	0.9434166666666667	0.8231388888888889	0.9349999999999999	0.9561333333333334	0.9754166666666667
blood_t_cd4	0.9567333333333334	0.9487333333333334	0.8983000000000001	0.9449200000000001	0.9227124999999999	0.9165199999999999	0.8966000000000001	0.9518714285714285	0.021233333333333333	0.8529	0.9077	0.9485285714285714	0.946	0.8759	0.9234333333333332	0.9452	0.7858333333333333	0.9386000000000001	0.9077999999999999	0.90595	0.8892916666666666	0.9348333333333333	0.9383799999999999	0.96205
blood_t_cd8	0.9602	0.9408666666666665	0.8924749999999999	0.9572799999999999	0.9249124999999999	0.9193200000000001	0.9050750000000001	0.9407	0.015466666666666667	0.8675200000000001	0.9171666666666665	0.9421142857142858	0.9211666666666666	0.8867200000000001	0.9251333333333334	0.9511666666666667	0.7418666666666667	0.9209999999999999	0.7331	0.894525	0.8649166666666666	0.91235	0.9308400000000001	0.9650874999999999
breast_basal_epithelial	0.04575	0.9276666666666666	0.9748749999999999	0.86685	0.9489687500000001	0.9736499999999999	0.967125	0.9642142857142857	0.9538958333333334	0.97235	0.9502499999999999	0.9321785714285714	0.08433333333333334	0.9452500000000001	0.9209999999999999	0.9418333333333334	0.8045833333333332	0.9710833333333334	0.9501875	0.9640625	0.9208333333333333	0.9668333333333332	0.9523	0.9388749999999999
breast_luminal_epithelial	0.17900000000000002	0.8667777777777778	0.9448333333333334	0.923	0.9594999999999999	0.9752666666666667	0.9639166666666666	0.9712380952380952	0.9659444444444444	0.9408666666666665	0.9712222222222223	0.9506190476190476	0.6162222222222222	0.9548666666666668	0.9731111111111111	0.9167777777777776	0.7731111111111111	0.9495555555555555	0.9369166666666665	0.8803333333333333	0.9685277777777777	0.9613333333333332	0.9658666666666665	0.3878333333333333
colon_endocrine	0.9174444444444445	0.7747777777777779	0.97175	0.9483333333333333	0.834625	0.055933333333333335	0.9209583333333334	0.975952380952381	0.9517222222222222	0.9034666666666666	0.7385555555555555	0.949047619047619	0.9677777777777777	0.9748666666666667	0.957	0.9167777777777778	0.6851111111111111	0.8962222222222221	0.9319166666666666	0.8436666666666666	0.9458333333333334	0.9381666666666667	0.9584666666666667	0.9224166666666668
colon_epithelial	0.9381333333333334	0.8405333333333335	0.9099	0.96304	0.8050750000000001	0.031200000000000006	0.9200499999999998	0.9731714285714286	0.95655	0.95204	0.8480000000000001	0.953742857142857	0.9497333333333333	0.9713200000000001	0.9525333333333335	0.9424666666666667	0.7011333333333333	0.8522000000000001	0.8400000000000001	0.85695	0.9618333333333334	0.9236000000000001	0.97012	0.9702
endometrium_epithelial	0.8807777777777779	0.7502222222222222	0.9145	0.9446	0.8760416666666666	0.9335333333333334	0.8354166666666666	0.2724761904761905	0.9547500000000001	0.9361333333333333	0.9359999999999999	0.9499047619047619	0.9382222222222222	0.8974666666666667	0.9494444444444444	0.836	0.6263333333333333	0.9754444444444444	0.9322499999999999	0.6355833333333333	0.9351666666666666	0.32166666666666666	0.9515333333333333	0.9736250000000001
fallopian_epithelial	0.8855555555555555	0.8784444444444444	0.9421666666666667	0.7464	0.9617916666666666	0.9808666666666666	0.8408749999999999	0.8897142857142857	0.954611111111111	0.12300000000000001	0.9776666666666666	0.9162380952380952	0.5455555555555556	0.8205999999999999	0.9414444444444444	0.9227777777777778	0.7144444444444443	0.9575555555555556	0.9508333333333333	0.864	0.9416666666666665	0.8493333333333332	0.9113333333333333	0.9741666666666667
fibroblast	0.8409047619047618	0.8801428571428571	0.9245	0.8246571428571429	0.7410892857142857	0.8337714285714285	0.8093928571428571	0.937	0.7717619047619048	0.7652857142857142	0.8572857142857143	0.8124897959183673	0.8912380952380953	0.8292285714285715	0.7273333333333334	0.8963333333333333	0.5669047619047619	0.8864761904761903	0.8828928571428571	0.7828928571428573	0.8322261904761905	0.8672619047619048	0.7295999999999999	0.95925
gastric_epithelial	0.8196296296296297	0.01962962962962963	0.8988611111111111	0.9380444444444443	0.926875	0.7877111111111111	0.9343750000000001	0.9214285714285714	0.9455462962962964	0.8391111111111111	0.8979999999999999	0.9334603174603175	0.9244444444444445	0.9449555555555555	0.9015555555555557	0.9202592592592593	0.779888888888889	0.9372222222222223	0.9155277777777777	0.8150555555555555	0.898462962962963	0.9459074074074074	0.9746888888888888	0.29179166666666667
heart_cardiomyocyte	0.8638333333333333	0.7395	0.959625	0.8460666666666666	0.08327083333333334	0.9071666666666666	0.9500624999999999	0.9550714285714285	0.9072777777777778	0.9513000000000001	0.9742222222222221	0.9320476190476189	0.9334444444444444	0.9300666666666667	0.9433888888888888	0.9120555555555555	0.7965	0.9579444444444444	0.9697499999999999	0.94875	0.6507133838383838	0.9627777777777777	0.9697333333333332	0.9668125000000001
