	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
adipocytes	0.8068222222222223	0.9017380952380952	0.9335999999999999	0.8493636363636364	0.9578571428571427	0.9342916666666667	0.9728	0.8954666666666666	0.8889666666666667	0.9205333333333332	0.9357333333333333	0.9700000000000001	0.9597619047619047	0.8719259259259259	0.9392777777777779	0.9158823529411765	0.8101111111111111	0.05988888888888889	0.9089999999999999	0.9603703703703704	0.8525833333333335	0.9642962962962963	0.8584999999999999	0.9368333333333333	0.8527777777777777	0.031074074074074073	0.8959999999999999	0.8732380952380953	0.9418958333333333
aorta_endothel	0.8678333333333335	0.8975714285714287	0.9425	0.9499545454545455	0.9613571428571428	0.9355625000000001	0.9594	0.9391	0.8818999999999999	0.9051	0.9245	0.913875	0.9377142857142857	0.9188333333333333	0.9072500000000001	0.9359705882352942	0.9200833333333334	0.045	0.8196666666666668	0.9437222222222222	0.8885000000000001	0.9094444444444445	0.853125	0.9325833333333333	0.9188333333333333	0.1661111111111111	0.9367142857142857	0.9222142857142857	0.9550624999999999
bladder_epithelial	0.9315866666666668	0.8378142857142856	0.95464	0.9371272727272728	0.9650571428571428	0.903575	0.97036	0.9742	0.85395	0.9384399999999999	0.9750399999999999	0.9043500000000002	0.9414857142857143	0.9484444444444444	0.8460000000000001	0.9350588235294117	0.1583	0.009933333333333332	0.9112666666666666	0.9557555555555556	0.8666499999999999	0.9653777777777777	0.13399999999999998	0.9666666666666668	0.8458000000000002	0.03844444444444445	0.9472571428571428	0.9570428571428572	0.954575
blood_b	0.13550666666666666	0.892357142857143	0.91572	0.9411818181818183	0.9388285714285715	0.9438749999999999	0.9481999999999999	0.9578800000000001	0.9560399999999998	0.96176	0.9570399999999999	0.95145	0.9550571428571428	0.9480888888888888	0.8539	0.915329411764706	0.6834	0.21193333333333336	0.9366666666666668	0.9669777777777778	0.91095	0.06826666666666667	0.8856999999999999	0.9652000000000001	0.9146000000000001	0.044222222222222225	0.5781857142857142	0.9620714285714286	0.9629
blood_granulocytes	0.016466666666666668	0.9720476190476189	0.9640666666666666	0.9716969696969698	0.9720476190476189	0.9322499999999999	0.9797333333333332	0.9812666666666668	0.9710666666666667	0.9430666666666667	0.9674666666666667	0.9728333333333333	0.8837142857142858	0.9291851851851852	0.9586666666666667	0.9515686274509804	0.9592222222222221	0.09488888888888887	0.9662222222222222	0.9805185185185185	0.03425	0.9664814814814816	0.9472499999999999	0.9686111111111111	0.8298888888888888	0.01792592592592593	0.9491666666666666	0.9743809523809523	0.9701875000000001
blood_monocytes	0.01684444444444445	0.9650238095238096	0.9789333333333333	0.9565454545454545	0.9737142857142858	0.9230833333333331	0.9469333333333333	0.9696666666666668	0.9703833333333334	0.9666	0.9704666666666667	0.9708333333333333	0.9039047619047619	0.951	0.9514999999999999	0.969843137254902	0.9456111111111111	0.1008888888888889	0.9647777777777778	0.9776666666666666	0.7846666666666667	0.9526296296296296	0.96075	0.9803333333333333	0.7896666666666667	0.023685185185185184	0.947952380952381	0.9689285714285715	0.979375
blood_nk	0.04264444444444446	0.9343809523809524	0.965	0.9578181818181818	0.9637619047619047	0.9369166666666667	0.9532666666666666	0.9728666666666667	0.95515	0.9798	0.9616666666666666	0.97575	0.9724761904761904	0.9691481481481481	0.914	0.9552549019607843	0.9715555555555554	0.10066666666666668	0.8554444444444446	0.9692592592592594	0.9475833333333333	0.8873333333333333	0.9135	0.1055	0.938888888888889	0.056074074074074075	0.5864285714285714	0.9682619047619047	0.980375
blood_t_cd4	0.055299999999999995	0.9045428571428571	0.9445400000000002	0.9295454545454545	0.9625428571428571	0.9384750000000001	0.9387599999999999	0.9293799999999999	0.9440949999999999	0.9513	0.96538	0.9495500000000001	0.9442999999999999	0.9385555555555556	0.8442000000000001	0.9391529411764704	0.9333499999999999	0.18073333333333333	0.9655666666666665	0.9705666666666666	0.9199000000000002	0.9447888888888889	0.8904249999999999	0.91465	0.9066000000000001	0.04836111111111111	0.05045714285714285	0.9662499999999999	0.9473500000000001
blood_t_cd8	0.09845999999999999	0.8785642857142857	0.93796	0.9251818181818183	0.9661571428571427	0.917825	0.9090800000000001	0.9183200000000001	0.9393	0.95062	0.9646399999999999	0.929875	0.9377000000000001	0.9552222222222223	0.81885	0.9323470588235294	0.9404	0.28863333333333335	0.9644000000000001	0.9645333333333331	0.9296	0.9291555555555556	0.8612249999999999	0.7178999999999999	0.8783	0.07573333333333332	0.05309285714285715	0.9610714285714286	0.9510750000000001
breast_basal_epithelial	0.96095	0.9424285714285715	0.9402000000000001	0.9732727272727272	0.9753214285714286	0.9559374999999999	0.9789	0.9418499999999999	0.8343999999999999	0.11929999999999999	0.9491999999999999	0.9924375	0.9508928571428571	0.9589166666666668	0.7536250000000001	0.8909117647058823	0.9453750000000001	0.01575	0.7391666666666667	0.9644444444444444	0.9515625	0.9756388888888888	0.78025	0.9625	0.9550833333333334	0.08590277777777779	0.9582142857142857	0.9604821428571428	0.89178125
