	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
adipocytes	0.9276111111111112	0.8393333333333333	0.8904545454545455	0.9292333333333334	0.9664166666666666	0.8506666666666666	0.9032857142857141	0.9086363636363637	0.653	0.9065555555555557	0.9517619047619048	0.8703333333333333	0.9407777777777778	0.9480666666666666	0.07071794871794872	0.8243333333333333	0.9415999999999999	0.8565555555555555	0.957125	0.8964666666666666	0.9125
aorta_endothel	0.9115000000000001	0.8952	0.8855454545454546	0.9426500000000001	0.954625	0.8511666666666666	0.9181428571428571	0.9415454545454546	0.8928333333333334	0.9571666666666667	0.9565	0.9001666666666668	0.9359999999999999	0.9404000000000001	0.13273076923076924	0.8085833333333333	0.9233999999999999	0.6206666666666667	0.8898125	0.5559999999999999	0.8118125
bladder_epithelial	0.9135	0.94948	0.9618181818181817	0.8969199999999999	0.9577	0.9403333333333335	0.9396857142857142	0.9104363636363637	0.9387333333333334	0.9301	0.14185714285714285	0.9117333333333335	0.8906000000000001	0.9483799999999999	0.8075692307692307	0.8166	0.96316	0.9567333333333334	0.9439500000000001	0.7393999999999998	0.9269000000000001
blood_b	0.8206999999999999	0.95008	0.8770000000000001	0.9491400000000001	0.9246500000000001	0.9014	0.031028571428571426	0.9484363636363635	0.9103333333333333	0.14663333333333334	0.9590285714285715	0.7734666666666666	0.9803333333333335	0.9666599999999999	0.19476923076923078	0.8456666666666667	0.9361200000000001	0.6304666666666667	0.9535500000000001	0.8375200000000002	0.949975
blood_granulocytes	0.8174444444444444	0.9534666666666666	0.9160303030303031	0.9630666666666667	0.9714999999999999	0.9359999999999999	0.9575714285714286	0.27515151515151515	0.9615555555555555	0.9468888888888888	0.9797619047619048	0.9453333333333332	0.9735555555555555	0.9640666666666666	0.12564102564102564	0.915	0.9772666666666666	0.7217777777777777	0.959375	0.9291333333333333	0.9700000000000001
blood_monocytes	0.9066666666666666	0.9779333333333332	0.9642121212121212	0.9615666666666668	0.9819166666666667	0.9724444444444446	0.9558095238095238	0.9438181818181818	0.9618888888888888	0.3716111111111111	0.978095238095238	0.9823333333333334	0.9655555555555556	0.9793	0.13297435897435897	0.9170555555555554	0.9738666666666665	0.7840000000000001	0.9786666666666667	0.9274	0.9598333333333334
blood_nk	0.9401666666666667	0.9438666666666666	0.9501515151515152	0.9711666666666666	0.9341666666666667	0.9428888888888888	0.009238095238095238	0.9589696969696969	0.926	0.9640555555555556	0.9655238095238096	0.9021111111111111	0.9352222222222221	0.9728666666666665	0.14712820512820513	0.9183888888888889	0.9510666666666667	0.16233333333333336	0.954125	0.8885333333333335	0.962125
blood_t_cd4	0.9154833333333332	0.94352	0.9125545454545456	0.9597000000000001	0.880575	0.9028666666666668	0.026471428571428573	0.9461363636363636	0.8961666666666666	0.94725	0.9473857142857144	0.9273	0.9574666666666667	0.952015	0.18013846153846153	0.8333999999999999	0.89516	0.8276666666666668	0.9313	0.84644	0.9283625000000001
blood_t_cd8	0.8789833333333332	0.94826	0.9029636363636364	0.9593300000000001	0.8805999999999999	0.8867	0.015542857142857145	0.9313727272727272	0.8636666666666667	0.9648	0.9424714285714286	0.9033999999999999	0.9680333333333333	0.9623649999999998	0.2211	0.8104833333333333	0.9205	0.6309	0.908	0.83206	0.9285625
breast_basal_epithelial	0.9655	0.9340999999999999	0.9522272727272727	0.9618249999999999	0.9480625	0.8463333333333334	0.9333928571428571	0.9031818181818182	0.10325000000000001	0.97275	0.9386071428571428	0.9121666666666666	0.96475	0.9587749999999999	0.2770961538461538	0.7374999999999999	0.0429	0.9523333333333333	0.9688125000000001	0.9728	0.93203125
breast_luminal_epithelial	0.9622777777777779	0.9484	0.9306969696969696	0.9615333333333332	0.9733333333333333	0.9385555555555555	0.9166666666666666	0.9485757575757575	0.6254444444444444	0.9856111111111111	0.9792857142857142	0.8692222222222222	0.9484444444444443	0.9730833333333333	0.2702307692307692	0.7007222222222222	0.15526666666666666	0.9817777777777777	0.8629583333333333	0.9500666666666667	0.9279166666666666
colon_endocrine	0.07955555555555556	0.8906	0.9316666666666666	0.7750333333333334	0.9808333333333333	0.8691111111111112	0.9256666666666667	0.7787272727272727	0.9506666666666667	0.9616666666666668	0.9801428571428571	0.9056666666666667	0.9812222222222222	0.9650499999999999	0.30925641025641026	0.5974444444444446	0.7871333333333334	0.9646666666666667	0.8943749999999998	0.7492666666666666	0.9667083333333334
colon_epithelial	0.01806666666666667	0.88764	0.9159818181818181	0.91084	0.96235	0.8822666666666666	0.913742857142857	0.7612909090909091	0.9640000000000001	0.9728333333333333	0.9618857142857143	0.8896666666666666	0.9572666666666667	0.95785	0.24207692307692308	0.6593333333333333	0.94008	0.9584000000000001	0.9190000000000002	0.69728	0.9661500000000001
endometrium_epithelial	0.09705555555555555	0.9304666666666668	0.9290909090909091	0.8868	0.9678333333333334	0.9135555555555556	0.8255238095238097	0.9364545454545455	0.9367777777777778	0.8503333333333334	0.9718095238095238	0.19299999999999998	0.9196666666666667	0.9478	0.256	0.7961666666666667	0.2786	0.9514444444444443	0.21099999999999997	0.8924666666666666	0.5970416666666666
fallopian_epithelial	0.07311111111111111	0.9506666666666667	0.9362727272727271	0.9051666666666667	0.9839166666666667	0.918888888888889	0.8601428571428572	0.9270606060606061	0.9357777777777777	0.9666111111111112	0.986095238095238	0.008666666666666666	0.9747777777777777	0.9252333333333332	0.17561538461538462	0.7540555555555556	0.031933333333333334	0.9735555555555555	0.9539166666666666	0.9513333333333334	0.537375
fibroblast	0.8680714285714285	0.8346571428571429	0.914077922077922	0.9299714285714286	0.9108928571428571	0.7803333333333333	0.819204081632653	0.8947662337662337	0.7379047619047618	0.9086428571428572	0.8972040816326531	0.8427619047619047	0.9502380952380953	0.9259642857142857	0.16003296703296702	0.7498333333333332	0.9036571428571428	0.8151904761904761	0.8017678571428571	0.8450571428571428	0.7725714285714286
gastric_epithelial	0.07396296296296295	0.8381333333333333	0.9206464646464645	0.9012888888888888	0.9680555555555556	0.901	0.9120317460317461	0.9378080808080809	0.9363703703703704	0.958888888888889	0.12150793650793651	0.9317037037037037	0.9558148148148149	0.9503555555555556	0.9692307692307691	0.8932407407407408	0.9275333333333333	0.953	0.9625555555555556	0.8103999999999999	0.895638888888889
heart_cardiomyocyte	0.9500833333333335	0.15306666666666666	0.9506212121212121	0.949	0.9690833333333333	0.9176666666666665	0.9113809523809523	0.9332121212121213	0.9221666666666667	0.9748611111111112	0.9437619047619048	0.8832777777777777	0.9646111111111111	0.314975	0.041923076923076924	0.8180555555555555	0.9811333333333333	0.8433888888888889	0.9787291666666667	0.9805333333333333	0.9722916666666667
kidney_glomerular_endothel	0.9101666666666667	0.8766666666666666	0.9586969696969697	0.9432333333333333	0.9689166666666665	0.8578888888888888	0.9221428571428572	0.9487878787878788	0.6963333333333334	0.985	0.9335238095238095	0.9184444444444444	0.9685555555555556	0.94725	0.0823076923076923	0.8357777777777778	0.9603999999999999	0.767	0.9561250000000001	0.9553333333333334	0.9315833333333333
kidney_glomerular_podocytes	0.861111111111111	0.9007333333333333	0.9426363636363636	0.8872333333333332	0.9706666666666667	0.8851111111111111	0.7535714285714287	0.9401515151515151	0.8997777777777779	0.9820555555555557	0.941047619047619	0.20855555555555558	0.786111111111111	0.9216666666666665	0.11123076923076924	0.8348333333333334	0.9702666666666667	0.9581111111111111	0.6955416666666667	0.895	0.5744583333333334
kidney_tubular_endothel	0.9058888888888889	0.9036666666666666	0.9464545454545453	0.9578333333333333	0.9744166666666668	0.902888888888889	0.9523809523809522	0.9456363636363636	0.7728888888888888	0.9694444444444444	0.9545238095238094	0.9264444444444444	0.9623333333333334	0.9339166666666667	0.09799999999999999	0.8185000000000001	0.9668	0.613111111111111	0.9727916666666666	0.9477333333333333	0.9320416666666667
kidney_tubular_epithelial	0.9099444444444446	0.9321333333333333	0.9545757575757575	0.8841333333333332	0.97525	0.9209999999999999	0.7301428571428571	0.9249999999999998	0.9326666666666666	0.9899444444444444	0.9445714285714285	0.13688888888888892	0.8604444444444445	0.8657333333333334	0.11356410256410256	0.7976111111111112	0.9725333333333334	0.9637777777777777	0.651875	0.8361333333333333	0.5822083333333333
liver_hepatocytes	0.9390000000000001	0.1319	0.8602878787878788	0.9416500000000001	0.9830000000000001	0.9556666666666667	0.8538333333333336	0.9361818181818181	0.8995555555555556	0.9508333333333333	0.9415	0.9140555555555556	0.3503333333333334	0.9711583333333332	0.11533333333333333	0.734111111111111	0.9686666666666667	0.9618888888888888	0.9736458333333333	0.9706666666666667	0.7894583333333333
lung_alveolar_endothel	0.9110555555555556	0.9372000000000001	0.9365454545454545	0.9546	0.9698333333333332	0.9041111111111112	0.9397619047619048	0.9480303030303031	0.8731111111111112	0.9743888888888889	0.9361904761904762	0.9416666666666665	0.8937777777777779	0.9665500000000001	0.09305128205128206	0.8366111111111111	0.9680666666666666	0.7458888888888889	0.9533333333333333	0.6123333333333333	0.8716666666666667
lung_alveolar_epithelial	0.9332222222222222	0.8830666666666667	0.9551212121212119	0.9392333333333333	0.18275	0.7080000000000001	0.9402857142857143	0.9442121212121212	0.7534444444444445	0.9585555555555555	0.8714761904761904	0.8437777777777778	0.9534444444444444	0.8879	0.8433076923076923	0.8073888888888888	0.9164	0.9802222222222222	0.9631250000000001	0.8742666666666667	0.9652916666666668
lung_bronchus_epithelial	0.7728888888888888	0.9557333333333333	0.8891515151515152	0.9196333333333332	0.6925833333333333	0.2373333333333333	0.9390000000000001	0.9355757575757576	0.6903333333333334	0.8341111111111111	0.9268571428571429	0.8260000000000001	0.7955555555555556	0.8767166666666665	0.22987179487179485	0.8571666666666667	0.0452	0.9572222222222222	0.9704583333333332	0.8426666666666667	0.9625833333333333
macrophage	0.9010416666666666	0.95445	0.9301022727272727	0.96655	0.9582499999999999	0.9405416666666666	0.8928571428571429	0.917715909090909	0.9434583333333333	0.3700833333333333	0.9717678571428572	0.9537916666666666	0.956375	0.97385625	0.13372115384615385	0.9227916666666667	0.9623999999999999	0.8105416666666667	0.9654375	0.9088750000000001	0.950984375
myeloid	0.668888888888889	0.17659999999999998	0.8490606060606062	0.8218	0.7758333333333334	0.7440000000000001	0.6158571428571429	0.8275454545454545	0.6935555555555556	0.8798888888888889	0.7868571428571428	0.7177777777777777	0.7827777777777777	0.8474333333333334	0.06346153846153847	0.6286666666666667	0.6999333333333334	0.19811111111111113	0.6926249999999999	0.6143333333333334	0.6890416666666667
neural	0.9675499999999999	0.77192	0.7708272727272727	0.95074	0.9461999999999999	0.9232333333333334	0.9163142857142856	0.7547272727272728	0.9036333333333333	0.9746833333333333	0.9641428571428572	0.6614333333333333	0.8923	0.429215	0.2263769230769231	0.8668166666666668	0.94644	0.9533333333333334	0.9467125	0.6641600000000001	0.874625
oligodendrocytes	0.9329583333333332	0.9524000000000001	0.22838636363636364	0.82415	0.9439375	0.915	0.9116785714285714	0.9509545454545454	0.9234166666666668	0.9810416666666666	0.9544285714285714	0.9336666666666666	0.781	0.9303875	0.021576923076923077	0.7718333333333334	0.93555	0.96925	0.8773124999999999	0.87885	0.95625
pancreas_acinar	0.8221666666666667	0.8947	0.9112954545454546	0.08305000000000001	0.9742500000000001	0.85925	0.771	0.9528181818181819	0.8145	0.9646250000000001	0.6094642857142857	0.9615833333333333	0.049916666666666665	0.965175	0.11171153846153846	0.6405833333333334	0.8955	0.936	0.94496875	0.73265	0.7854062500000001
pancreas_alpha	0.865611111111111	0.8192	0.9670303030303029	0.0182	0.9595833333333333	0.9061111111111111	0.774952380952381	0.9513636363636365	0.8495555555555555	0.9837777777777778	0.9684285714285714	0.9616666666666668	0.9722222222222222	0.9303	0.09946153846153845	0.7710555555555555	0.9338000000000001	0.9606666666666667	0.7980416666666666	0.8379333333333333	0.03795833333333334
pancreas_beta	0.8926666666666668	0.8737333333333334	0.9662727272727273	0.014600000000000002	0.9693333333333333	0.9039999999999999	0.9051904761904762	0.9645454545454545	0.8851111111111112	0.9814444444444445	0.9733809523809523	0.9406666666666667	0.9476666666666667	0.9526333333333334	0.10620512820512822	0.7550555555555555	0.9580666666666667	0.979111111111111	0.019125	0.9216000000000001	0.013791666666666667
pancreas_delta	0.9090555555555554	0.8707333333333335	0.9589090909090908	0.14766666666666667	0.9500833333333333	0.8625555555555556	0.8812857142857143	0.9518181818181818	0.8436666666666666	0.9791666666666666	0.9583809523809523	0.9193333333333333	0.976111111111111	0.9288166666666667	0.07579487179487181	0.741	0.9347333333333333	0.9661111111111111	0.058875000000000004	0.9514666666666667	0.5542916666666667
pancreas_duct	0.9355833333333333	0.9550500000000002	0.9384318181818181	0.8912749999999999	0.9724375	0.9066666666666667	0.8960714285714285	0.9470227272727272	0.9690833333333333	0.9815416666666666	0.9521785714285714	0.9084166666666665	0.23808333333333337	0.9483999999999999	0.11440384615384615	0.81925	0.9642	0.9698333333333333	0.6941562499999999	0.9661	0.9535625000000001
pancreas_endothel	0.9099444444444443	0.8387333333333332	0.9290303030303031	0.8952999999999999	0.9579999999999999	0.8597777777777779	0.8942857142857142	0.9249393939393941	0.6012222222222222	0.9737777777777777	0.9349047619047619	0.8618888888888888	0.8643333333333333	0.9517666666666665	0.10625641025641025	0.8211111111111111	0.951	0.791	0.9392916666666666	0.8833333333333334	0.895625
prostate_epithelial	0.8032500000000001	0.95475	0.9649545454545455	0.951825	0.929875	0.9079166666666667	0.9545357142857143	0.9522272727272727	0.6800833333333334	0.9755416666666666	0.7431785714285715	0.9248333333333333	0.9478333333333333	0.9370874999999999	0.9404423076923076	0.8753333333333334	0.9291	0.9521666666666666	0.87453125	0.7553000000000001	0.93671875
saphenous_vein_endothel	0.946888888888889	0.9043999999999999	0.9356666666666665	0.9567666666666667	0.9801666666666667	0.8653333333333334	0.9498571428571428	0.953060606060606	0.9271111111111111	0.9828333333333332	0.9328095238095239	0.9053333333333332	0.9835555555555556	0.96165	0.08848717948717948	0.8257222222222222	0.9526	0.6815555555555556	0.9634166666666667	0.9171333333333332	0.9180416666666668
skeletal_muscle	0.9265833333333333	0.8323999999999999	0.917409090909091	0.9093500000000001	0.9139999999999999	0.8336666666666667	0.8372142857142857	0.8038636363636364	0.6890000000000001	0.9198333333333334	0.9457142857142857	0.9203333333333333	0.9079999999999999	0.859975	0.13565384615384615	0.8405833333333332	0.9203999999999999	0.9048333333333334	0.939375	0.8416000000000001	0.9428124999999999
