	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
adipocytes	0.732095238095238	0.9412222222222222	0.9640833333333333	0.8228333333333334	0.942764705882353	0.9306666666666668	0.9572500000000002	0.945	0.9350833333333334	0.8513333333333333	0.07373333333333333	0.9342307692307692	0.9290555555555556	0.9723888888888889	0.8235000000000001	0.9456444444444445	0.965	0.9475333333333333	0.9250370370370371	0.9039259259259259	0.8828484848484849	0.8470476190476189	0.952	0.6926	0.8812222222222221	0.9547719298245615	0.8521428571428572	0.9589166666666665	0.6431111111111112	0.6766111111111112
aorta_endothel	0.8670714285714286	0.9263333333333335	0.9359999999999999	0.9359999999999999	0.9269705882352941	0.8872142857142857	0.9561249999999999	0.9468333333333334	0.96075	0.9544375	0.09485000000000002	0.9056923076923077	0.8783333333333333	0.95275	0.8246249999999999	0.9527333333333333	0.9441666666666667	0.8900000000000001	0.844388888888889	0.824111111111111	0.8518181818181818	0.8954285714285715	0.9671666666666667	0.9511000000000001	0.9251666666666667	0.9384736842105261	0.9607142857142856	0.942375	0.8029999999999999	0.9012500000000001
bladder_epithelial	0.8892285714285715	0.9154	0.9394499999999999	0.8899999999999999	0.9579529411764703	0.9730428571428572	0.97195	0.9652666666666667	0.96775	0.8546249999999999	0.07461999999999999	0.9629076923076922	0.6735333333333333	0.9676666666666668	0.88195	0.9761333333333333	0.9668666666666667	0.24300000000000002	0.787688888888889	0.9491777777777777	0.922309090909091	0.9367714285714286	0.9572666666666667	0.23371999999999998	0.9683666666666667	0.7458947368421053	0.9677714285714284	0.8905	0.9347333333333333	0.9639333333333333
blood_b	0.013371428571428572	0.9610666666666667	0.9492499999999999	0.9597	0.9583411764705883	0.8914714285714285	0.9635	0.9833999999999999	0.94895	0.8452250000000001	0.03316	0.9616	0.9303000000000001	0.9602999999999999	0.93305	0.9669333333333332	0.8399666666666666	0.9646800000000001	0.9116	0.9280111111111111	0.9479818181818181	0.9241428571428572	0.15553333333333333	0.9606	0.5540666666666667	0.9575368421052632	0.9469428571428571	0.9511499999999999	0.9496	0.9475
blood_granulocytes	0.041523809523809525	0.9666666666666667	0.9685	0.8832222222222224	0.966549019607843	0.9372619047619047	0.9740000000000001	0.9781111111111112	0.9708333333333333	0.8965833333333334	0.010433333333333334	0.7047435897435896	0.9451111111111111	0.9547777777777778	0.8254166666666668	0.9651333333333333	0.9723333333333333	0.9540666666666665	0.9685185185185184	0.9745370370370371	0.9315454545454546	0.09042857142857143	0.9580000000000002	0.9762666666666666	0.5790000000000001	0.9528245614035088	0.6283333333333333	0.9589166666666666	0.9593333333333334	0.9501111111111111
blood_monocytes	0.01742857142857143	0.9668888888888888	0.9691666666666666	0.9267777777777777	0.9746470588235293	0.9205714285714287	0.9700833333333333	0.9734444444444444	0.9664166666666668	0.9278333333333334	0.008466666666666666	0.903	0.9626666666666667	0.9605000000000001	0.8761666666666668	0.9824666666666667	0.9735555555555555	0.9772666666666666	0.9628148148148147	0.9700555555555556	0.948	0.6742857142857144	0.9168888888888889	0.9718666666666665	0.6838333333333333	0.9575964912280703	0.03776190476190477	0.96	0.9620000000000001	0.944
blood_nk	0.005476190476190476	0.8746666666666666	0.9483333333333333	0.9622777777777777	0.9706666666666667	0.932404761904762	0.9786666666666667	0.9767777777777779	0.9670000000000001	0.9342083333333333	0.0257	0.9583846153846154	0.9325000000000001	0.956	0.9095833333333334	0.9716	0.9649999999999999	0.9344	0.9468148148148149	0.9416111111111111	0.7051515151515151	0.9400952380952381	0.9605555555555556	0.9795333333333334	0.075	0.9559824561403509	0.9653333333333333	0.9694166666666666	0.965	0.9343333333333333
blood_t_cd4	0.09958571428571429	0.9077999999999999	0.9411999999999999	0.95415	0.9630235294117646	0.8341857142857142	0.9506499999999999	0.9644333333333333	0.95305	0.9538375	0.05317000000000001	0.9459384615384614	0.9153833333333333	0.9639	0.87285	0.9627266666666665	0.9290833333333334	0.90988	0.8497111111111112	0.8931222222222222	0.8831272727272725	0.9139714285714285	0.96015	0.9614799999999999	0.7646333333333334	0.9450105263157894	0.9695571428571428	0.9412499999999999	0.9416666666666667	0.9544833333333334
blood_t_cd8	0.09444285714285713	0.9220333333333333	0.9337750000000001	0.9652666666666668	0.9579058823529412	0.8854000000000001	0.9429250000000001	0.9594333333333334	0.9530249999999999	0.933175	0.12311999999999998	0.9567153846153845	0.9137166666666667	0.9515	0.8552	0.9574133333333334	0.9143333333333334	0.88588	0.9098111111111111	0.8816277777777778	0.8430636363636366	0.8907857142857143	0.9652666666666667	0.9622399999999999	0.5643	0.9443578947368421	0.9670142857142856	0.9346000000000002	0.9538333333333334	0.9387666666666667
breast_basal_epithelial	0.9239642857142857	0.9645	0.9734375	0.9365416666666667	0.9630441176470589	0.9762321428571428	0.9783125	0.9710833333333334	0.9546250000000001	0.9489062500000001	0.9362499999999999	0.7408653846153846	0.9065416666666666	0.9819166666666667	0.9765625	0.9526333333333333	0.9727083333333333	0.97095	0.9704166666666666	0.9639722222222221	0.9585227272727274	0.96375	0.9771249999999999	0.7564500000000001	0.9759583333333333	0.9714078947368421	0.9648571428571429	0.0953125	0.9034166666666668	0.9374166666666668
breast_luminal_epithelial	0.9447142857142857	0.9661111111111111	0.9600833333333333	0.9540000000000001	0.9817254901960784	0.9766666666666666	0.9736666666666668	0.9824444444444445	0.96975	0.9203749999999999	0.8999666666666667	0.8716410256410256	0.833111111111111	0.976	0.9816666666666668	0.9792	0.9838888888888889	0.7976666666666666	0.9542222222222222	0.8526851851851852	0.9546060606060606	0.9450476190476191	0.9623333333333334	0.8975333333333334	0.961388888888889	0.9698947368421053	0.962095238095238	0.8857500000000001	0.9431111111111111	0.8821666666666667
colon_endocrine	0.9267619047619048	0.9189999999999999	0.05375	0.9121666666666667	0.9660000000000001	0.9787619047619048	0.9511666666666668	0.9591111111111111	0.9763333333333334	0.7374166666666667	0.0336	0.969	0.9493333333333333	0.980111111111111	0.9258333333333333	0.9335111111111111	0.9192777777777779	0.9579333333333334	0.936111111111111	0.9611296296296296	0.9352424242424243	0.9559047619047619	0.9285555555555556	0.9534666666666668	0.9449444444444445	0.9508947368421051	0.9877142857142857	0.99125	0.9543333333333334	0.9192777777777779
colon_epithelial	0.9469142857142858	0.9440666666666665	0.03675	0.9074333333333333	0.9623411764705884	0.9686999999999999	0.9711000000000001	0.9209999999999999	0.9520500000000001	0.755	0.034820000000000004	0.9669076923076924	0.9408333333333333	0.9810000000000001	0.9402000000000001	0.92064	0.9765	0.95976	0.9523333333333334	0.9458333333333334	0.919690909090909	0.9592285714285715	0.9387333333333332	0.9284799999999999	0.9691000000000001	0.9312315789473684	0.9670571428571428	0.9616	0.9423333333333334	0.9309666666666665
endometrium_epithelial	0.8933333333333332	0.9353333333333333	0.9682499999999999	0.9697777777777778	0.9654901960784313	0.9341666666666666	0.9430000000000001	0.9666666666666667	0.9628333333333333	0.08570833333333333	0.05856666666666668	0.9662820512820511	0.9337777777777778	0.9679444444444444	0.8091666666666667	0.9575999999999999	0.8503333333333334	0.7526	0.9358518518518518	0.9327592592592593	0.9546363636363636	0.9371428571428572	0.7708888888888888	0.8810666666666668	0.96	0.9375614035087719	0.9393333333333334	0.9414166666666667	0.941	0.9680555555555556
fallopian_epithelial	0.9435714285714285	0.936888888888889	0.96175	0.9334444444444445	0.9811372549019607	0.9534523809523808	0.9819999999999999	0.9824444444444445	0.9570833333333333	0.7916249999999999	0.07746666666666667	0.0371025641025641	0.9517222222222221	0.9842222222222223	0.9409166666666667	0.9530888888888889	0.944	0.9501333333333332	0.961074074074074	0.7794444444444445	0.9576363636363636	0.9179047619047619	0.8706666666666667	0.9517333333333333	0.9413888888888889	0.9762807017543859	0.9632857142857142	0.92725	0.9185555555555555	0.9785
fibroblast	0.7601224489795918	0.8958571428571428	0.8768571428571429	0.923404761904762	0.8649159663865545	0.9008877551020408	0.914642857142857	0.8916190476190476	0.9142857142857144	0.8616428571428572	0.18135714285714286	0.9037582417582418	0.8390952380952381	0.9513333333333334	0.8555357142857144	0.9278857142857142	0.9112619047619048	0.7998285714285714	0.7318412698412697	0.8713174603174603	0.783909090909091	0.8472857142857143	0.864047619047619	0.8909428571428571	0.8885714285714285	0.9268571428571429	0.9177142857142856	0.9332857142857142	0.681	0.8707857142857144
gastric_epithelial	0.9317142857142857	0.9299259259259259	0.9400000000000001	0.9221111111111112	0.9609411764705883	0.9731269841269842	0.9452500000000001	0.1521851851851852	0.9623055555555555	0.911236111111111	0.022344444444444445	0.9610512820512821	0.9192222222222222	0.978611111111111	0.9526944444444444	0.9400518518518519	0.8744999999999999	0.9657111111111111	0.8883827160493828	0.9507654320987654	0.8979393939393938	0.9603650793650793	0.9605740740740742	0.9611333333333333	0.9560555555555555	0.9595263157894737	0.9527777777777777	0.9617222222222223	0.9282592592592592	0.9411296296296295
heart_cardiomyocyte	0.9316142857142857	0.9682777777777778	0.9822500000000001	0.9724722222222223	0.20238235294117646	0.9666666666666667	0.8780833333333332	0.8370000000000001	0.9805	0.9731458333333333	0.14298333333333332	0.9795512820512821	0.9342499999999999	0.9689444444444444	0.9623750000000001	0.9572333333333333	0.944138888888889	0.9444666666666667	0.6239074074074074	0.9473611111111112	0.8708787878787878	0.8896190476190476	0.9643611111111111	0.957	0.971361111111111	0.9728245614035088	0.9590476190476193	0.9821666666666666	0.7687222222222223	0.95425
kidney_glomerular_endothel	0.9275714285714286	0.9411111111111111	0.9566666666666667	0.9795555555555556	0.961	0.9492857142857143	0.97525	0.9518888888888889	0.9610833333333333	0.949625	0.11133333333333334	0.9584102564102563	0.9694444444444444	0.9721666666666667	0.9444166666666667	0.9496666666666665	0.9779444444444444	0.8564666666666666	0.9309999999999999	0.964111111111111	0.9172424242424242	0.819	0.9742777777777777	0.8712666666666667	0.9092777777777777	0.9661929824561403	0.9468095238095238	0.9288333333333334	0.7829999999999999	0.9190555555555555
kidney_glomerular_podocytes	0.8928095238095238	0.9582222222222222	0.9710833333333334	0.9467222222222222	0.9702745098039216	0.9004047619047618	0.9359999999999999	0.949	0.9494166666666667	0.899375	0.10930000000000001	0.9592307692307692	0.9468333333333333	0.9774444444444444	0.9272499999999999	0.34431111111111107	0.9712222222222223	0.9398666666666666	0.943925925925926	0.9445185185185186	0.9280606060606061	0.9222857142857143	0.8879444444444444	0.915	0.9418888888888888	0.961	0.9298095238095238	0.8410833333333333	0.9247777777777778	0.9512777777777779
kidney_tubular_endothel	0.9044761904761905	0.923111111111111	0.9490833333333333	0.9624444444444444	0.9479215686274509	0.9522142857142857	0.976	0.9663333333333334	0.9413333333333332	0.9637083333333333	0.0472	0.9452051282051284	0.9743888888888889	0.9724444444444446	0.9015833333333333	0.9391555555555554	0.9798333333333332	0.9052666666666666	0.9430740740740741	0.9565925925925925	0.906909090909091	0.8080952380952381	0.9599444444444444	0.9090666666666666	0.9008888888888889	0.9701929824561403	0.9487619047619047	0.9394166666666667	0.708888888888889	0.9194999999999999
kidney_tubular_epithelial	0.8838571428571429	0.9877777777777778	0.9735833333333334	0.9562222222222223	0.9739607843137255	0.8960238095238094	0.9715833333333332	0.958888888888889	0.9499166666666667	0.8948333333333333	0.17520000000000002	0.9544871794871795	0.9500555555555557	0.9668333333333333	0.9453333333333332	0.29235555555555554	0.9715555555555556	0.968	0.9490740740740741	0.9518148148148148	0.9423939393939395	0.9368571428571428	0.8919444444444444	0.9320666666666667	0.9484444444444445	0.9725087719298245	0.9672380952380951	0.7784166666666668	0.9458888888888889	0.9443333333333332
liver_hepatocytes	0.9221904761904761	0.977388888888889	0.9652083333333333	0.04480555555555555	0.9768235294117648	0.9788095238095237	0.9409583333333332	0.9650555555555557	0.9716250000000001	0.9458333333333333	0.0327	0.9651538461538461	0.8826944444444443	0.9800277777777776	0.9133333333333334	0.9666222222222222	0.9800833333333333	0.9680666666666667	0.9467407407407408	0.943324074074074	0.8634545454545455	0.9629047619047619	0.9662499999999999	0.9731333333333333	0.9536111111111111	0.9363333333333334	0.9298809523809525	0.9701666666666666	0.9486666666666665	0.8831111111111111
lung_alveolar_endothel	0.9114761904761904	0.922888888888889	0.9498333333333333	0.9485	0.9218823529411764	0.9251904761904761	0.9689166666666665	0.9571111111111111	0.9381666666666666	0.9494583333333334	0.049166666666666664	0.9541025641025641	0.9067777777777778	0.9802777777777777	0.8904166666666665	0.9498222222222221	0.9687777777777776	0.9316666666666666	0.923037037037037	0.8597407407407408	0.8766060606060605	0.829857142857143	0.9701111111111111	0.9675333333333334	0.9171111111111112	0.9726491228070175	0.9369999999999999	0.9550833333333334	0.8292222222222222	0.9136666666666665
