	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
adipocytes	0.8468666666666667	0.9731666666666666	0.9319166666666666	0.9281904761904762	0.9205555555555555	0.9395416666666666	0.97775	0.9657777777777777	0.9277333333333333	0.9595384615384616	0.9798	0.88325	0.9228333333333333	0.9235833333333333	0.9365555555555556	0.9053999999999999	0.9425555555555555	0.7803999999999999	0.9178888888888889	0.872969696969697	0.8965555555555556	0.8357222222222224	0.21932051282051282	0.9709583333333334	0.9398717948717948	0.9106666666666667	0.9653333333333333	0.9194545454545455	0.8903333333333333	0.9229666666666668
aorta_endothel	0.9132500000000001	0.9641249999999999	0.92975	0.8986428571428572	0.9294166666666666	0.9348749999999999	0.971	0.9535	0.8443999999999999	0.9457692307692308	0.9731999999999998	0.90775	0.923375	0.918	0.968	0.8736	0.8795000000000001	0.9196	0.8716666666666666	0.9173636363636364	0.9233333333333333	0.8465833333333335	0.0695576923076923	0.9651874999999999	0.9475384615384614	0.9050714285714285	0.8783333333333334	0.8214090909090909	0.9406249999999999	0.8916999999999999
bladder_epithelial	0.9606	0.97515	0.9658999999999999	0.9023142857142856	0.9319333333333333	0.957175	0.965325	0.9665333333333332	0.8646	0.9728153846153846	0.9753999999999999	0.8977999999999999	0.967	0.9585000000000001	0.8997333333333334	0.12736	0.9305333333333333	0.9446	0.8738666666666667	0.9017454545454546	0.9420666666666666	0.8626666666666667	0.7718692307692308	0.9663	0.9536	0.9339428571428572	0.9677333333333333	0.8714909090909092	0.8282499999999999	0.9649599999999999
blood_b	0.0768	0.9737	0.9532999999999999	0.9442	0.9582333333333333	0.9651500000000001	0.9831749999999999	0.9810000000000001	0.9571200000000001	0.9771384615384615	0.9790000000000001	0.9195	0.9655250000000001	0.9631000000000001	0.9647333333333332	0.8501199999999999	0.9693333333333334	0.90032	0.8940666666666667	0.9114909090909091	0.9079333333333335	0.03693333333333333	0.15057692307692305	0.9694749999999999	0.9660307692307694	0.9245428571428572	0.8695333333333334	0.9492363636363634	0.88665	0.9543199999999998
blood_granulocytes	0.016433333333333335	0.9655833333333333	0.8305000000000001	0.9652380952380953	0.9510833333333334	0.9529999999999998	0.9824999999999999	0.982888888888889	0.9385333333333333	0.9475897435897437	0.9905333333333334	0.9690833333333333	0.9609583333333332	0.72375	0.9795555555555556	0.9439333333333334	0.9287777777777776	0.8082666666666668	0.9594444444444443	0.9073030303030304	0.09888888888888887	0.923	0.04132051282051282	0.9513333333333334	0.9468717948717948	0.9597142857142856	0.9602222222222222	0.9829696969696969	0.9551666666666666	0.9603666666666667
blood_monocytes	0.0092	0.9805833333333333	0.9479166666666666	0.9806190476190476	0.9526666666666666	0.96325	0.9847083333333333	0.9757777777777777	0.9442	0.9620000000000001	0.9857333333333332	0.9582499999999999	0.9631250000000001	0.968	0.9897777777777778	0.9406666666666665	0.9506666666666667	0.8484666666666666	0.9287777777777778	0.9205151515151515	0.684888888888889	0.9095	0.06198717948717949	0.9575416666666667	0.9546153846153848	0.9365714285714285	0.9718888888888889	0.9732727272727272	0.9624166666666666	0.9659
blood_nk	0.042166666666666665	0.9796666666666667	0.9347499999999999	0.9555714285714285	0.9351944444444444	0.9780416666666666	0.9779166666666668	0.9700000000000001	0.9368	0.9830512820512821	0.9853333333333333	0.9689166666666665	0.9766666666666666	0.9729166666666665	0.985	0.9132000000000001	0.9593333333333334	0.9286	0.9427777777777777	0.8741212121212122	0.9246666666666666	0.8922777777777778	0.08065384615384616	0.36795833333333333	0.9728205128205127	0.9337619047619047	0.8167777777777778	0.9677575757575756	0.9017499999999999	0.9690333333333333
blood_t_cd4	0.06278	0.9536749999999999	0.940325	0.9525999999999998	0.9587916666666667	0.962425	0.9660499999999999	0.9557	0.91278	0.9723230769230768	0.9772399999999999	0.9191499999999999	0.9609375	0.9281249999999999	0.9598333333333333	0.89544	0.9269333333333332	0.8083	0.8976333333333333	0.9065909090909091	0.9119333333333334	0.8818666666666667	0.08754615384615384	0.9336500000000001	0.9590923076923078	0.898842857142857	0.1678	0.9360454545454546	0.8825999999999998	0.9410599999999999
blood_t_cd8	0.07843000000000001	0.9558500000000001	0.9369	0.951	0.9383916666666667	0.95685	0.9651875000000001	0.9634666666666666	0.91712	0.9713923076923077	0.9756599999999999	0.9133749999999999	0.9597999999999999	0.944875	0.9573333333333334	0.8577	0.9440000000000002	0.8814399999999999	0.8577333333333333	0.8735727272727274	0.8984666666666665	0.8768499999999999	0.14017692307692303	0.83815	0.9494384615384615	0.8734142857142857	0.26920000000000005	0.9229727272727274	0.8836	0.95691
breast_basal_epithelial	0.9585	0.976375	0.935375	0.9396428571428571	0.9342083333333333	0.9639375	0.95028125	0.9725	0.84575	0.07651923076923077	0.97375	0.9426875000000001	0.8862187499999999	0.9533125	0.9778333333333332	0.9547000000000001	0.9756666666666668	0.8924000000000001	0.8984166666666666	0.927	0.9668333333333332	0.8858333333333333	0.3295769230769231	0.9731875	0.965076923076923	0.7962142857142858	0.9804999999999999	0.9397045454545456	0.9608125	0.9293750000000001
