	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
adipocytes	0.828288888888889	0.8659166666666667	0.6974444444444444	0.9383333333333335	0.8636666666666667	0.8572380952380954	0.8119999999999999	0.9104358974358974	0.8786666666666667	0.9643333333333333	0.9482777777777778	0.7151818181818181	0.941	0.8967777777777778	0.9516666666666667	0.946111111111111	0.8041666666666666	0.977	0.877095238095238	0.71575	0.9112380952380952	0.8922500000000001	0.9775555555555555	0.9470833333333332	0.8246666666666668	0.8603333333333333	0.8894285714285713
aorta_endothel	0.9314666666666667	0.841	0.8593333333333333	0.9447692307692308	0.8900357142857145	0.9159285714285714	0.8731666666666666	0.9408076923076922	0.865875	0.9003749999999999	0.9525833333333333	0.8279545454545454	0.939625	0.9029999999999999	0.947375	0.9536666666666667	0.79075	0.982	0.9141428571428571	0.8634999999999999	0.8681428571428571	0.82025	0.9740000000000001	0.9484999999999999	0.956	0.8391666666666667	0.9049285714285715
bladder_epithelial	0.9479200000000001	0.85305	0.9078666666666667	0.9318307692307692	0.9466000000000001	0.9494	0.8952666666666668	0.9293230769230769	0.81795	0.9724	0.9726333333333332	0.9292727272727273	0.975	0.8161999999999999	0.08315	0.95	0.8131	0.6702	0.9495571428571429	0.9610999999999998	0.9084571428571427	0.8558999999999999	0.8632666666666667	0.14495	0.9155333333333333	0.6704000000000001	0.9513428571428572
blood_b	0.2648933333333333	0.8124	0.7948666666666667	0.9139999999999999	0.8977714285714284	0.7890857142857142	0.9004000000000001	0.9600923076923076	0.9268000000000001	0.95555	0.8924666666666667	0.9407454545454546	0.9710000000000001	0.8852666666666668	0.9531499999999999	0.27033333333333337	0.9121499999999999	0.907	0.9416571428571429	0.9567499999999999	0.9457428571428572	0.8702500000000001	0.9176666666666666	0.9783999999999999	0.9054666666666666	0.07020000000000001	0.9586
blood_granulocytes	0.28933333333333333	0.8847499999999999	0.9397777777777777	0.9056923076923077	0.9528571428571428	0.9486666666666667	0.8973888888888889	0.98	0.9299166666666667	0.9565	0.9340555555555555	0.970909090909091	0.9830833333333334	0.9386666666666666	0.9614166666666667	0.9723333333333333	0.9216666666666667	0.8494444444444444	0.9704047619047619	0.06741666666666667	0.9730952380952381	0.9365	0.9678888888888889	0.9868333333333332	0.004888888888888888	0.8370000000000001	0.9282380952380952
blood_monocytes	0.3338888888888889	0.8945	0.9249999999999999	0.9104871794871793	0.9645238095238096	0.9613333333333335	0.9260555555555555	0.9818974358974359	0.9412500000000001	0.9670833333333334	0.9452777777777778	0.960090909090909	0.9684166666666667	0.9171111111111111	0.9630000000000001	0.9964444444444444	0.89725	0.9242222222222222	0.9712380952380952	0.5422500000000001	0.9583809523809523	0.9186666666666667	0.9792222222222223	0.9754999999999999	0.018555555555555554	0.8967777777777778	0.9771904761904763
blood_nk	0.06977777777777779	0.8604166666666666	0.9199999999999999	0.8996410256410257	0.9495238095238095	0.9295238095238094	0.8931111111111111	0.9533333333333335	0.9455	0.9346666666666668	0.9714444444444444	0.9567575757575758	0.9794166666666667	0.9102222222222222	0.9454166666666667	0.9653333333333333	0.9430833333333334	0.916111111111111	0.9635238095238096	0.91525	0.9495238095238095	0.034	0.9847777777777776	0.9869166666666667	0.9414444444444445	0.8424444444444444	0.9784285714285713
blood_t_cd4	0.10575333333333334	0.8480000000000001	0.8762666666666666	0.9304692307692308	0.9155642857142858	0.9382571428571428	0.8661833333333334	0.9362076923076922	0.9174	0.9348999999999998	0.9653666666666666	0.9468363636363637	0.9756	0.8541333333333332	0.959075	0.9674666666666667	0.9268000000000001	0.9022	0.8869142857142858	0.933075	0.888942857142857	0.801825	0.9765	0.96465	0.9636666666666667	0.8192999999999999	0.9620714285714286
blood_t_cd8	0.06839333333333333	0.84755	0.8578333333333334	0.9359	0.8932071428571428	0.9338285714285715	0.8751999999999999	0.9527461538461537	0.9051874999999999	0.9247500000000001	0.9572666666666667	0.9366181818181818	0.9700249999999999	0.867	0.946525	0.9695000000000003	0.92795	0.8731	0.9221	0.9229499999999999	0.9199714285714284	0.43702499999999994	0.9647333333333332	0.960075	0.9493666666666666	0.8366333333333333	0.9595142857142858
breast_basal_epithelial	0.9653166666666666	0.8389375	0.9529166666666666	0.974346153846154	0.913375	0.9573928571428573	0.9723333333333334	0.952076923076923	0.9249375	0.9681875	0.97575	0.25136363636363634	0.9531875000000001	0.5016666666666666	0.9368125	0.9541666666666666	0.8113125	0.9525	0.8493214285714286	0.97625	0.10025	0.9291875	0.9864999999999999	0.1348125	0.8481666666666666	0.9305833333333333	0.9618928571428571
