adipocytes	aorta_endothel	bladder_epithelial	blood_b	blood_granulocytes	blood_monocytes	blood_nk	blood_t_cd4	blood_t_cd8	breast_basal_epithelial	breast_luminal_epithelial	colon_endocrine	colon_epithelial	endometrium_epithelial	fallopian_epithelial	fibroblast	gastric_epithelial	heart_cardiomyocyte	kidney_glomerular_endothel	kidney_glomerular_podocytes	kidney_tubular_endothel	kidney_tubular_epithelial	liver_hepatocytes	lung_alveolar_endothel	lung_alveolar_epithelial	lung_bronchus_epithelial	macrophage	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	pancreas_endothel	prostate_epithelial	saphenous_vein_endothel	skeletal_muscle	small_int_epithelial	smooth_muscle	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial
0.0581851026710403	0.0409999999999999	0.0233308570114534	0.0166538617476881	0.0197446664153095	0.0082507014292164	0.0102668109657968	0.0160528294494563	0.0316751567566058	0.0629044690162966	0.0970381113878891	0.0189626012696987	0.0832162911400833	0.1464911407593908	0.0989953234959817	0.1769486903095571	0.0322317993430228	0.0474871002626821	0.0450653845971482	0.0093860942586413	0.0316290224592603	0.0178657545372476	0.0431682396395804	0.0335154285459291	0.025147466308326	0.0130988643367882	0.0648502414756062	0.0273392044281729	0.0404135428346048	0.0891448571458586	0.0981210632614402	0.0222627408382173	0.0150119294126824	0.0232681629572987	0.0850765994723448	0.0817173689925326	0.0171577646821748	0.0169377946878833	0.019	0.0910460811286729	0.1001910619211559	0.0096813426270185	0.0040092485672596	0.1112975103156811
0.0090459882808928	0.0115833333333332	0.0314056218919439	0.0371006572102448	0.0014854114540856	0.0008574694002067	0.0510973478516839	0.0423561749400905	0.0497436812787362	0.0072960436598488	0.0025036324776193	0.0316848334287897	0.0202062635442517	0.0138877283465748	0.0064747584179368	0.0269187443181589	0.0215081376404007	0.0404047678806562	0.0064244581523612	0.0119476739820036	0.0188473945105255	0.0136808367772061	0.0709590798636028	0.0199037981224242	0.0095959882449805	0.0030194840537114	0.023356073574972	0.0577766084876933	0.0407414839999541	0.013386950931669	0.0242684120950935	0.0119198569789156	0.0148249733689794	0.0117987525787375	0.0130133478483525	0.0069528590994686	0.0110310308663927	0.0194168587390489	0.0072777777777777	0.0211825317839434	0.0624144807509235	0.0056994332257383	0.0044317720571493	0.012790895038455
0.0045581143069986	0.0041111111111111	0.0221821416325702	0.0247870336473939	0.008968317959535	0.0051450830203888	0.0133076913927909	0.0143935899656327	0.0122725026375085	0.0065820439431179	0.004693339412641	0.0202364622227349	0.00831835691278	0.011927191099213	0.0152548537329686	0.0550007856285079	0.0607725250574589	0.0169777652543422	0.0058262449584187	0.0094352169882792	0.0090544761910698	0.0032292388482573	0.0557456623888484	0.0307725404466683	0.0563476374076731	0.030936946362008	0.0175720738041296	0.0847897585502333	0.0928165860284427	0.0341110545602137	0.0467364805169486	0.0131158183640222	0.0060702336549357	0.0143436177095817	0.0133852000450838	0.0160818380293823	0.0193649964218884	0.0054594150437595	0.0067222222222221	0.0125495007524524	0.0649432192641776	0.0115281012895257	0.0185479026134499	0.0648452626895632
0.0075212292139575	0.0141	0.0374164455821233	0.0088899043864375	0.0083175851196259	0.0197155325117589	0.0048524907693541	0.0298640184837875	0.0147928225839425	0.0134870308074089	0.0420695720074365	0.0271004715006133	0.0136473294090822	0.1255151872174129	0.0454829882727841	0.0265707526795757	0.0062418737294438	0.0213171813854979	0.0065570996298329	0.0248956935142516	0.025879893525455	0.0503780375428287	0.0234791870008785	0.0095050863576648	0.0307702598118522	0.0047590848793532	0.0105989386261078	0.0365864577253508	0.033028236404628	0.0364059061142557	0.0350897064678518	0.0047590848793532	0.0182751804976646	0.0107347825108641	0.010906305515618	0.0060816664382936	0.0018055470085268	0.0097997732400068	0.0666000000000001	0.0217611465690574	0.0402638100531978	0.0139494324854693	0.013653815095667	0.0100439036235918
0.004501714351085	0.00325	0.1552777940767234	0.0562340940474134	0.0015051352426826	0.0025325047377869	0.0444372910909988	0.0218330534333203	0.0390350127734348	0.0253430285724145	0.013990958279555	0.0129764744398811	0.018309378289099	0.0067773223890732	0.002094967514996	0.0388351069636716	0.0147296859720097	0.044683834456416	0.0047146998909505	0.0130071205570328	0.0049216076867444	0.0047687252741944	0.0154911613588818	0.0180570084885496	0.0023972721122656	0.0025495097567964	0.0188736547533857	0.0122974954792318	0.0164925572439341	0.0182705363905935	0.0195893164618994	0.0039448356613504	0.006403606237075	0.002262141452389	0.0140981184717835	0.0153154082020382	0.0845743734991739	0.0120871322253088	0.0052499999999999	0.0032752756457366	0.0336243959053541	0.0073046577395082	0.0729125554396549	0.0804523093147367
0.0098797210936791	0.0136	0.0136090558085415	0.0530957474756688	0.0420973475015547	0.0134286592364571	0.0074499813571727	0.0589120327267698	0.0409309907038664	0.0115316954521007	0.0049378357832376	0.0223143202649977	0.0244482801031074	0.0119580749100997	0.0119736748280922	0.0552285640381341	0.0135877213998339	0.029735425935331	0.0041483597829611	0.03243989313587	0.0139264735904918	0.0445017852326048	0.1347055430683286	0.0561883340996055	0.002714569742867	0.0029044027881056	0.0233964607366157	0.0470679886499896	0.1217898123818244	0.039592013083449	0.0326957183741235	0.0156259044182693	0.005833999961909	0.0064339377954372	0.0547796266873004	0.0045372532072462	0.008377798040058	0.0090485112342062	0.02	0.0107120259521716	0.034160327867279	0.0153686549689801	0.0187006832911408	0.0042457822208242
0.0128354832254041	0.0045999999999999	0.0612721636997131	0.0187478425425433	0.0085735740994934	0.002800529050548	0.0054434012606045	0.0130528906972959	0.0113094355886283	0.0158264195431422	0.0610543493966394	0.0009558139185602	0.0149319046935672	0.0143470563075272	0.0063946737095689	0.0183890236411885	0.0079509608084669	0.0222307428109347	0.0051543101944146	0.0169056057617833	0.0034029761846919	0.0553898060773276	0.0071264158220761	0.0064842449135396	0.062722772362512	0.0039912249426974	0.0072413166390282	0.0147516728492687	0.0120230907470214	0.0097328767016174	0.0080769046601337	0.0088739318606053	0.0090314676220095	0.0081905697053847	0.0064974140155056	0.0061082417506145	0.0047643350941016	0.0055841928581079	0.0688333333333334	0.0087857207381573	0.0201328300157837	0.0180227291338492	0.0051699989254243	0.0261979360227452
0.0259077184742928	0.1008333333333333	0.0241454849701645	0.0143024473430249	0.0172333297514145	0.0110297017633141	0.0027532248207475	0.021260709719522	0.0190218879773334	0.0155641593269779	0.0452845598192661	0.0164662018227985	0.0298102145059187	0.0260275257903135	0.0115992762652047	0.0577333773231988	0.0359223365904553	0.0452686084785057	0.0032697642154582	0.0217874128345861	0.0187465223112296	0.012259538991997	0.0251862812942304	0.0243010948287632	0.0065395284309165	0.0100811521975233	0.0132055727924909	0.0309747009471508	0.0181793533682826	0.0121503886540491	0.1173429210097955	0.0229120702461161	0.0049466287310115	0.0383173879879908	0.0151554445662277	0.019262962606906	0.0116368667031407	0.0181563851299661	0.0093333333333333	0.0253207205444254	0.0332699397187443	0.0147229559565586	0.0067054427864953	0.0106434933465137
0.0308916115906351	0.0115	0.0846928273232155	0.0258135623268079	0.0113840775744994	0.0074563544860891	0.0290287214094362	0.052769309262108	0.0836203623527188	0.0625127486997652	0.0094280904158206	0.0422586283102831	0.0489019427016964	0.0267802269511585	0.0230410262117139	0.0271984862273844	0.074478847771915	0.0176064717425787	0.0115018114515352	0.0238452767277341	0.0117798085251369	0.0907639643372975	0.0125595802300696	0.0128067907333917	0.0213434220936256	0.0276277336505669	0.0236224990409037	0.0102170880826627	0.0142986231854678	0.0169756259089319	0.0093897800160599	0.0111511085647222	0.00867707708083	0.0289100616856254	0.0073590930147674	0.0209765080241896	0.0409585823576695	0.0265850312937353	0.0106249999999999	0.0587229991144865	0.0619626903870385	0.0256192744280985	0.0041348787433517	0.0094787774645374
0.0991943994834834	0.0292	0.0760135356367534	0.1675050518641154	0.0106787431636665	0.0023626726862225	0.0133888842784685	0.1393071656448439	0.1369093495711669	0.0958172218340732	0.1310192182679913	0.0028767265347188	0.1029742025946304	0.0576949063802188	0.03694909411008	0.1027642358180379	0.0374865901949543	0.0185923520716329	0.0044731296525909	0.0838616850666752	0.1160294598606558	0.1642670995665291	0.0641291838574468	0.0178036201062842	0.0271975489091695	0.025458637477725	0.0137169375226396	0.0148255035515005	0.1512460260634969	0.1622572263413867	0.0065092242241299	0.0354379583058744	0.0386596545365952	0.0306307035505226	0.0536852633410696	0.0256095468309943	0.0070133800695527	0.0151692671763228	0.046	0.0406244692273018	0.072546922746592	0.0470149857905848	0.0089099195656676	0.010867689113453
