adipocytes	aorta_endothel	bladder_epithelial	blood_b	blood_granulocytes	blood_monocytes	blood_nk	blood_t_cd4	blood_t_cd8	breast_basal_epithelial	breast_luminal_epithelial	colon_endocrine	colon_epithelial	endometrium_epithelial	fallopian_epithelial	fibroblast	gastric_epithelial	heart_cardiomyocyte	kidney_glomerular_endothel	kidney_glomerular_podocytes	kidney_tubular_endothel	kidney_tubular_epithelial	liver_hepatocytes	lung_alveolar_endothel	lung_alveolar_epithelial	lung_bronchus_epithelial	macrophage	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	pancreas_endothel	prostate_epithelial	saphenous_vein_endothel	skeletal_muscle	small_int_epithelial	smooth_muscle	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial
0.0281812092635421	0.0072499999999999	0.0777010939433931	0.0130303491894883	0.0266585925276552	0.0241971072651257	0.0168835883495054	0.0325887346333054	0.0236596307029505	0.0779370739763817	0.0065330357075065	0.0113913953881378	0.0213907690371337	0.16555214854809	0.0	0.0451437895473328	0.0138240151570275	0.0291802646873228	0.0370714400403689	0.1083901773942434	0.0197368099414942	0.1202941418172786	0.0254228476091006	0.0275426437043036	0.0552246673950046	0.0020103896803024	0.0427497715637171	0.0516043979607251	0.0259930279113457	0.0403633400346155	0.0699823638497586	0.0075249584716462	0.027701784940485	0.064960351155318	0.0150554962970338	0.0457130239161177	0.0646704385712668	0.0224140333025738	0.024	0.0212992077317443	0.069934862550805	0.0263343881645273	0.0050675985985035	0.0192234665621647
0.0034670939907565	0.0009666666666667	0.0142358920416748	0.0086128998858946	0.0036471534646984	0.0021802706820286	0.0082740707583135	0.0189212355715887	0.0104724060697094	0.0433652542685705	0.012009995836802	0.0051900189109767	0.030465555049013	0.015770859202973	0.0087673355610189	0.0083782354903627	0.0158254088898042	0.0093442000232269	0.0075095987958128	0.0127220232881099	0.0017847087115787	0.0043017079582444	0.0165192330853582	0.0086708252131238	0.0074440795930493	0.0201333578611575	0.0077609957837609	0.0165425004454482	0.0167950045483106	0.0114064674636804	0.0118275103043709	0.0051104347378551	0.006611400553888	0.0096711866827113	0.0088340880180757	0.0058627091028544	0.0175670461692087	0.0074993333037011	0.0048	0.0151486248000712	0.0209347600363075	0.004553007417434	0.0072443762777979	0.0103743272874276
0.0092855921847894	0.0299999999999999	0.0458077081117248	0.024841472893333	0.034226204968941	0.030620121435662	0.0209765012678991	0.0234090685375543	0.0260401573712289	0.020607947496051	0.0136911179973784	0.0023299294900428	0.0176913215205325	0.0054859126948246	0.0103061965377547	0.0354849311895114	0.0298544044042596	0.0412251711849572	0.0365180041328977	0.0144355632909957	0.0398931111529336	0.0204820589597097	0.0169696942088521	0.0051300546115475	0.0113738770595203	0.010558765474461	0.0213976860755492	0.0264401090216996	0.0220944216803191	0.0151312286887963	0.0163592871333137	0.0017261494247992	0.0178340803454708	0.0112793833960867	0.0188802280230955	0.0040780369649536	0.0318981758482985	0.0244532966861497	0.0144285714285714	0.0227077708536716	0.0281274939937304	0.0206114029598372	0.0560862228991484	0.012014163976508
0.0075727948752241	0.0132499999999999	0.0080690767749476	0.0256219632346937	0.0153627435339163	0.0161326962684136	0.0070828431202919	0.0184180787543109	0.0181618418669473	0.0253570595446317	0.0083690899545092	0.0045015429453564	0.021402453130424	0.0175582364338411	0.0173016537424092	0.0237328348281361	0.0217239982223676	0.02328913224136	0.022252340700849	0.0230111687858067	0.009992358191249	0.0080803259010182	0.0614731761737498	0.0274714498262387	0.0129330541206974	0.0132355791545196	0.017852668524271	0.015925608308633	0.0144931880550829	0.0140094833951862	0.0110685011970908	0.0097410927974683	0.0126540507348437	0.0181594022172782	0.0153760162265783	0.0209138444311151	0.0198245231657661	0.0132727791613763	0.0102499999999999	0.0169461463170834	0.0208204226662188	0.0182692060278735	0.0092586296082207	0.0114096693885298
0.0174965605085579	0.0031666666666665	0.0412383855702966	0.0194195205341887	0.0067946057035465	0.0154610222778619	0.0544009463425313	0.0426467694490971	0.0520786397885181	0.0125705647137359	0.0050301559752956	0.0415657295923361	0.0189506962639605	0.0099669205962944	0.0024532669073132	0.0659243106845192	0.0102291643094211	0.0369916156666565	0.017768747706626	0.0128862545200517	0.0268829194475728	0.0033993463423953	0.0187657752567714	0.0574350411388142	0.0458989093175776	0.0061206995484963	0.0303359016197529	0.0270102861065105	0.025287947282802	0.0280250384081409	0.0396627273954331	0.0078673414650944	0.0073949432171711	0.0046567354643768	0.0126452670109325	0.0145820369794188	0.028530441831684	0.0147441137030643	0.04025	0.0153762984998195	0.0697167762370642	0.0254239364223928	0.0443473244422387	0.020987797748239
0.0189175844123925	0.001875	0.0597081757383359	0.0271248271883895	0.0081024259055887	0.0064098990284992	0.0055342996144248	0.0184522356369085	0.0177220907344477	0.0171651843767405	0.009228578799938	0.0052529753473626	0.0212343177427484	0.0151991410576021	0.0089595929347016	0.022698233883467	0.015847690858783	0.0159911135261293	0.0126256187967164	0.0580465868936323	0.0109349401766386	0.0844783215124185	0.0035358407965983	0.0068152708432362	0.0176642097348156	0.0172971376887108	0.0067592348575393	0.0230543590720328	0.0295194215729238	0.0244708053095929	0.0212077475156485	0.0042724082462028	0.0071387537816873	0.0150668648585785	0.0132738582371516	0.0180981122404152	0.0059235856698033	0.0086680687968351	0.0227499999999999	0.0199337525866932	0.049943818436319	0.0041336189417453	0.0252917009884446	0.0119466406249716
0.0082773116945592	0.0577499999999999	0.0216028933247377	0.0288160545529744	0.0073598007219398	0.0093303566681856	0.0035959081683985	0.0198761792103009	0.0158728541856844	0.0123596811750951	0.0164367474479188	0.0155848929700812	0.0139647771195962	0.0422578066423497	0.0057481881203268	0.0213766036515034	0.053286828683185	0.0607231879561305	0.0400241246694485	0.0109017073076753	0.0115452010232246	0.0017795130420052	0.0106484218966421	0.0601605490888062	0.0064592741250253	0.0028601670502883	0.0230982953916517	0.024727121861542	0.0804258354013186	0.0174779995637372	0.0277237347547187	0.0168831770311948	0.0161572137311962	0.0173241161390703	0.0101201763201043	0.0196047754953282	0.0362760682130795	0.0202096649045835	0.0249999999999999	0.0094808606544975	0.0637513529268203	0.0170993827049074	0.0217412178949468	0.0129330541206974
0.0075755454515756	0.0033749999999999	0.0196751111813885	0.0147856349204219	0.0201380651172516	0.0598380917327936	0.0045200172074401	0.0359419671136681	0.0341383673452612	0.0095639296316942	0.0056727908083725	0.0254430191255326	0.0072138755187485	0.0177556720201992	0.0184255257726882	0.0149491484980358	0.0133281239823498	0.0165445526449711	0.0080034714690286	0.0192053956538838	0.0202703943940143	0.0122752008356505	0.0217525940343266	0.0167659542592189	0.0077808525668249	0.0058772158941684	0.0272913784176889	0.0658705590955136	0.0133928385714156	0.0123660005155264	0.0151372625910367	0.0102801048416616	0.0030299431604496	0.0139925575455906	0.0097283413283046	0.0088600225733346	0.0128481212147924	0.012507220137007	0.062	0.0111873254176321	0.0406806465042039	0.0056322484162386	0.0022016408022704	0.0172195786501554
0.0118668019135031	0.0017499999999999	0.0295406687654682	0.0122649455314277	0.0057804481008754	0.004119361091537	0.0021787412834586	0.0181923442384121	0.0202853532272808	0.0147784565424735	0.0010213764617138	0.0565068006395558	0.0225482199346693	0.0116141675934562	0.0049684187811803	0.0195321120558055	0.0120207582230859	0.0145896547146037	0.0090577706902164	0.0038801489089409	0.0002721655269758	0.0034020690871989	0.0081204284384933	0.002857738033247	0.0321401253003312	0.0134882207412776	0.0065550221946399	0.0350579766728637	0.0501208788829565	0.0119704497270013	0.0377562540809097	0.007663042621715	0.0047926126280421	0.0301222816508287	0.0035049568074688	0.0103569026305535	0.0123707203598748	0.0047616005193813	0.0024166666666667	0.0172861939130625	0.0208312265601428	0.0579393041290881	0.010247251965259	0.0354818680872775
0.0238198796526486	0.0007999999999999	0.0208020768193947	0.0149436274043486	0.0243449287441051	0.0252266173361039	0.0076286011532622	0.0185289395271288	0.0168209512216164	0.0198112972821064	0.0112332838772402	0.0072889566392515	0.0179873733491024	0.0056576398691405	0.0014966629547096	0.0883915131210951	0.0103077580755084	0.0207919054762504	0.0057418541333692	0.0193978234746982	0.009017513823419	0.0158344210152719	0.0119798441837389	0.0043297421016346	0.0022647050335283	0.0139063534640345	0.0530999470338719	0.0157660676418975	0.0174307314820692	0.0159977342145691	0.0138307628133809	0.010618223329101	0.0125987653716103	0.0184219675629095	0.0104364745005197	0.0211674802993228	0.0143117958342061	0.0069108610172684	0.0102	0.0164136376224162	0.0217156165005739	0.0106412196460535	0.0180694954734953	0.003974362282877
